,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,StockOptionLevel,resignationReason,retirementType
645,Travel_Rarely,Sales,4,Medical,Male,1,Laboratory Technician,Divorced,3,3,3.0,4.0,3.0,1,Others,Resignation
646,Travel_Rarely,Sales,1,Marketing,Male,2,Manufacturing Director,Single,3,3,4.0,4.0,4.0,2,Others,Resignation
647,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Healthcare Representative,Divorced,3,3,4.0,4.0,2.0,1,Others,Resignation
648,Travel_Rarely,Sales,4,Medical,Female,2,Laboratory Technician,Married,3,3,3.0,3.0,2.0,1,Others,Resignation
649,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Married,3,3,2.0,2.0,3.0,0,Others,Resignation
650,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Research Scientist,Divorced,4,3,4.0,3.0,3.0,1,Others,Resignation
651,Travel_Rarely,Sales,4,Marketing,Male,3,Laboratory Technician,Single,3,4,2.0,4.0,3.0,0,Others,Resignation
652,Travel_Rarely,Sales,3,Medical,Male,3,Laboratory Technician,Married,3,3,4.0,3.0,3.0,1,Others,Resignation
653,Travel_Frequently,Research & Development,1,Life Sciences,Male,1,Manufacturing Director,Single,3,3,3.0,4.0,3.0,1,Stress,Resignation
654,Travel_Rarely,Human Resources,3,Life Sciences,Male,2,Research Scientist,Single,3,3,3.0,4.0,2.0,1,Others,Resignation
655,Travel_Rarely,Human Resources,3,Human Resources,Male,2,Laboratory Technician,Single,3,3,1.0,2.0,3.0,2,Salary,Resignation
656,Non-Travel,Research & Development,3,Life Sciences,Female,2,Manager,Divorced,4,4,4.0,2.0,3.0,1,Others,Resignation
657,Travel_Frequently,Research & Development,2,Medical,Female,4,Research Scientist,Single,3,3,1.0,3.0,1.0,1,Others,Resignation
658,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Manufacturing Director,Married,1,3,4.0,2.0,3.0,1,Others,Resignation
659,Travel_Rarely,Sales,4,Medical,Male,3,Sales Representative,Single,2,3,3.0,1.0,3.0,1,Others,Resignation
660,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Research Director,Divorced,3,3,4.0,2.0,2.0,0,Others,Resignation
661,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Research Scientist,Single,3,4,4.0,4.0,2.0,1,Others,Resignation
662,Travel_Frequently,Sales,4,Medical,Female,3,Research Scientist,Divorced,3,3,3.0,2.0,4.0,1,Others,Resignation
663,Travel_Frequently,Research & Development,3,Other,Female,1,Manager,Single,3,3,4.0,3.0,2.0,0,Others,Resignation
664,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Research Scientist,Divorced,1,3,3.0,1.0,2.0,0,Others,Resignation
665,Travel_Frequently,Sales,3,Life Sciences,Male,2,Sales Executive,Married,3,3,3.0,2.0,4.0,1,Others,Resignation
666,Travel_Rarely,Research & Development,3,Life Sciences,Male,4,Healthcare Representative,Married,3,3,3.0,3.0,3.0,0,Others,Resignation
667,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Manager,Married,3,3,2.0,2.0,3.0,0,Others,Resignation
668,Travel_Rarely,Research & Development,2,Medical,Female,1,Laboratory Technician,Single,4,3,4.0,4.0,4.0,2,Others,Resignation
669,Travel_Rarely,Research & Development,4,Medical,Male,1,Healthcare Representative,Single,2,4,3.0,2.0,3.0,1,Others,Resignation
670,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Laboratory Technician,Married,3,3,1.0,4.0,3.0,1,Others,Resignation
671,Travel_Frequently,Research & Development,3,Life Sciences,Female,2,Sales Representative,Married,3,3,4.0,4.0,3.0,0,Others,Resignation
672,Travel_Frequently,Sales,4,Medical,Male,2,Research Scientist,Single,3,3,2.0,3.0,2.0,0,Others,Resignation
673,Non-Travel,Research & Development,4,Other,Male,1,Research Scientist,Single,3,3,3.0,3.0,3.0,3,Others,Resignation
674,Travel_Rarely,Research & Development,4,Technical Degree,Female,1,Sales Representative,Divorced,3,3,2.0,3.0,3.0,0,Salary,Resignation
675,Travel_Rarely,Sales,4,Life Sciences,Female,2,Sales Representative,Single,3,3,4.0,1.0,2.0,1,Others,Resignation
676,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Research Scientist,Single,3,4,4.0,2.0,2.0,0,Others,Resignation
677,Travel_Rarely,Research & Development,4,Other,Female,1,Sales Executive,Married,3,3,3.0,4.0,4.0,0,Others,Resignation
678,Travel_Frequently,Research & Development,3,Medical,Male,3,Laboratory Technician,Single,3,3,3.0,2.0,3.0,1,Others,Resignation
679,Travel_Rarely,Sales,1,Marketing,Female,1,Laboratory Technician,Divorced,3,3,3.0,2.0,3.0,2,Others,Resignation
680,Travel_Rarely,Research & Development,3,Other,Male,2,Laboratory Technician,Divorced,1,3,1.0,3.0,3.0,1,Others,Resignation
681,Travel_Rarely,Research & Development,3,Technical Degree,Female,1,Sales Executive,Married,3,3,4.0,3.0,3.0,1,Stress,Resignation
682,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Single,2,4,3.0,1.0,3.0,0,Others,Fired
683,Travel_Rarely,Sales,1,Marketing,Male,4,Research Director,Married,4,3,1.0,4.0,3.0,0,Others,Resignation
684,Travel_Rarely,Sales,3,Marketing,Male,2,Sales Executive,Married,2,3,4.0,3.0,3.0,0,Others,Resignation
685,Travel_Rarely,Sales,3,Medical,Male,1,Research Scientist,Single,2,3,4.0,1.0,4.0,1,Others,Resignation
686,Non-Travel,Research & Development,3,Medical,Male,5,Sales Executive,Married,2,3,3.0,4.0,3.0,0,Others,Resignation
687,Travel_Rarely,Research & Development,2,Medical,Female,5,Laboratory Technician,Married,2,4,4.0,1.0,3.0,0,Others,Resignation
688,Travel_Rarely,Sales,1,Other,Male,1,Laboratory Technician,Single,2,3,4.0,2.0,3.0,3,Salary,Resignation
689,Travel_Rarely,Research & Development,2,Technical Degree,Male,3,Laboratory Technician,Single,3,3,2.0,2.0,2.0,1,Salary,Resignation
690,Travel_Rarely,Research & Development,4,Medical,Female,1,Sales Executive,Married,2,3,2.0,1.0,3.0,1,Others,Resignation
691,Travel_Rarely,Research & Development,1,Medical,Male,2,Healthcare Representative,Single,3,3,1.0,3.0,3.0,0,Others,Resignation
692,Non-Travel,Research & Development,2,Medical,Male,1,Sales Executive,Divorced,2,3,4.0,3.0,2.0,1,Others,Resignation
693,Non-Travel,Sales,3,Life Sciences,Female,1,Research Director,Single,3,3,3.0,2.0,3.0,0,Others,Resignation
694,Travel_Frequently,Research & Development,1,Life Sciences,Male,1,Sales Executive,Single,3,3,4.0,2.0,4.0,1,Salary,Resignation
695,Travel_Rarely,Sales,3,Life Sciences,Male,1,Laboratory Technician,Married,3,3,1.0,1.0,4.0,1,Others,Fired
696,Non-Travel,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Married,2,3,3.0,3.0,2.0,2,Others,Resignation
697,Travel_Rarely,Sales,3,Technical Degree,Male,2,Manufacturing Director,Married,3,3,4.0,3.0,3.0,1,Others,Resignation
698,Travel_Rarely,Sales,2,Medical,Female,3,Manufacturing Director,Single,3,3,4.0,2.0,3.0,1,Others,Resignation
699,Non-Travel,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Divorced,3,3,3.0,3.0,3.0,0,Others,Resignation
700,Travel_Rarely,Research & Development,2,Technical Degree,Male,2,Research Director,Divorced,3,4,4.0,4.0,2.0,3,Others,Resignation
701,Travel_Rarely,Sales,3,Medical,Male,2,Sales Executive,Single,2,3,3.0,4.0,3.0,1,Others,Resignation
702,Travel_Frequently,Sales,4,Other,Female,2,Healthcare Representative,Divorced,2,3,3.0,1.0,3.0,0,Others,Resignation
703,Travel_Frequently,Sales,2,Technical Degree,Male,2,Manager,Single,2,3,3.0,3.0,3.0,1,Others,Resignation
704,Travel_Rarely,Sales,2,Life Sciences,Male,4,Manufacturing Director,Divorced,3,3,3.0,2.0,3.0,1,Others,Resignation
705,Travel_Rarely,Sales,4,Life Sciences,Female,1,Research Scientist,Divorced,2,3,2.0,1.0,3.0,0,Others,Resignation
706,Travel_Rarely,Sales,3,Life Sciences,Male,2,Research Scientist,Single,4,3,3.0,1.0,4.0,0,Others,Resignation
707,Travel_Rarely,Research & Development,2,Medical,Female,4,Research Scientist,Married,3,3,4.0,4.0,2.0,0,Others,Resignation
708,Travel_Rarely,Sales,4,Technical Degree,Male,2,Sales Executive,Married,4,3,3.0,1.0,2.0,2,Others,Resignation
709,Travel_Rarely,Research & Development,4,Medical,Female,1,Research Scientist,Married,1,4,2.0,2.0,3.0,0,Others,Resignation
710,Travel_Frequently,Sales,2,Life Sciences,Male,1,Research Scientist,Married,3,3,1.0,1.0,2.0,0,Others,Resignation
711,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Research Scientist,Single,2,4,4.0,4.0,3.0,0,Others,Resignation
712,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Laboratory Technician,Married,3,3,3.0,4.0,3.0,0,Others,Resignation
713,Travel_Rarely,Research & Development,1,Medical,Female,3,Manufacturing Director,Single,3,3,4.0,2.0,2.0,0,Others,Resignation
714,Non-Travel,Research & Development,4,Medical,Male,2,Sales Executive,Single,3,4,4.0,4.0,4.0,1,Others,Resignation
715,Travel_Rarely,Research & Development,4,Other,Female,2,Research Director,Married,2,3,4.0,4.0,3.0,0,Others,Resignation
716,Travel_Frequently,Research & Development,4,Medical,Female,1,Research Director,Single,4,3,4.0,4.0,3.0,0,Others,Resignation
717,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Human Resources,Single,4,3,1.0,3.0,2.0,3,Others,Resignation
718,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,Married,3,3,4.0,2.0,3.0,2,Others,Resignation
719,Non-Travel,Sales,2,Life Sciences,Male,2,Research Scientist,Divorced,3,3,1.0,3.0,3.0,1,Others,Resignation
720,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Sales Executive,Divorced,2,3,2.0,3.0,3.0,1,Others,Resignation
721,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Research Scientist,Married,4,3,2.0,3.0,3.0,1,Others,Resignation
722,Travel_Frequently,Research & Development,2,Medical,Female,2,Manufacturing Director,Single,1,3,3.0,4.0,4.0,1,Salary,Resignation
723,Travel_Frequently,Research & Development,2,Medical,Male,1,Manufacturing Director,Married,3,3,4.0,3.0,2.0,0,Salary,Resignation
724,Travel_Frequently,Research & Development,3,Medical,Female,2,Sales Representative,Divorced,2,3,4.0,3.0,3.0,0,Others,Resignation
725,Travel_Rarely,Research & Development,4,Other,Female,2,Laboratory Technician,Single,3,4,3.0,4.0,4.0,0,Others,Resignation
726,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,Married,3,3,3.0,1.0,3.0,0,Others,Resignation
727,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Sales Executive,Married,2,3,4.0,3.0,2.0,0,Others,Resignation
728,Travel_Rarely,Research & Development,4,Technical Degree,Female,2,Healthcare Representative,Married,3,3,1.0,4.0,4.0,1,Others,Resignation
729,Travel_Frequently,Research & Development,3,Medical,Male,2,Sales Executive,Married,2,3,2.0,2.0,3.0,1,Others,Resignation
730,Travel_Frequently,Research & Development,3,Life Sciences,Male,4,Sales Executive,Divorced,3,3,4.0,4.0,2.0,1,Others,Resignation
731,Travel_Rarely,Research & Development,2,Medical,Female,1,Healthcare Representative,Married,4,3,3.0,3.0,3.0,0,Others,Resignation
732,Travel_Frequently,Research & Development,3,Medical,Female,1,Sales Executive,Married,3,3,2.0,4.0,4.0,0,Others,Resignation
733,Travel_Rarely,Research & Development,4,Medical,Male,5,Research Director,Married,3,3,3.0,2.0,2.0,1,Others,Resignation
734,Non-Travel,Research & Development,2,Life Sciences,Male,2,Sales Executive,Married,3,3,3.0,3.0,3.0,0,Others,Resignation
735,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Sales Executive,Married,2,3,1.0,3.0,3.0,3,Others,Resignation
736,Travel_Frequently,Research & Development,1,Life Sciences,Male,2,Sales Executive,Married,3,3,4.0,3.0,2.0,0,Others,Resignation
737,Travel_Rarely,Research & Development,2,Medical,Male,1,Laboratory Technician,Single,3,3,1.0,3.0,1.0,2,Others,Resignation
738,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Human Resources,Married,3,3,4.0,4.0,3.0,2,Others,Resignation
739,Travel_Rarely,Research & Development,5,Life Sciences,Female,1,Research Scientist,Single,4,3,4.0,3.0,3.0,1,Others,Resignation
740,Travel_Rarely,Research & Development,2,Other,Male,3,Laboratory Technician,Single,3,4,1.0,4.0,3.0,1,Others,Resignation
741,Travel_Rarely,Sales,3,Marketing,Female,3,Research Scientist,Married,3,3,3.0,1.0,3.0,1,Others,Resignation
742,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Healthcare Representative,Married,3,3,3.0,1.0,1.0,1,Others,Resignation
743,Travel_Rarely,Research & Development,5,Life Sciences,Male,2,Manager,Single,3,3,1.0,3.0,3.0,1,Others,Resignation
744,Travel_Frequently,Research & Development,4,Medical,Female,2,Research Director,Single,3,3,3.0,4.0,3.0,1,Others,Resignation
745,Travel_Rarely,Research & Development,4,Medical,Male,2,Sales Executive,Married,1,3,1.0,4.0,2.0,2,Others,Resignation
746,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Scientist,Single,2,4,3.0,1.0,3.0,0,Others,Resignation
747,Travel_Rarely,Sales,3,Life Sciences,Male,1,Laboratory Technician,Single,2,3,2.0,1.0,2.0,0,Others,Resignation
748,Travel_Frequently,Sales,5,Medical,Female,2,Healthcare Representative,Single,3,3,1.0,1.0,3.0,0,Others,Resignation
749,Travel_Frequently,Sales,2,Marketing,Female,2,Laboratory Technician,Single,3,3,3.0,4.0,3.0,1,Salary,Resignation
750,Travel_Rarely,Sales,3,Medical,Female,2,Manager,Single,2,3,4.0,4.0,2.0,2,Others,Resignation
751,Travel_Rarely,Sales,3,Life Sciences,Female,2,Laboratory Technician,Married,3,3,4.0,1.0,3.0,1,Others,Resignation
752,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Research Scientist,Divorced,3,3,2.0,4.0,4.0,1,Others,Resignation
753,Travel_Rarely,Research & Development,3,Medical,Male,2,Sales Executive,Single,3,3,1.0,2.0,3.0,0,Others,Resignation
754,Travel_Frequently,Sales,3,Life Sciences,Male,2,Manager,Single,3,3,2.0,3.0,3.0,0,Others,Resignation
755,Travel_Rarely,Sales,3,Life Sciences,Male,3,Sales Executive,Divorced,3,3,4.0,1.0,3.0,0,Others,Resignation
756,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,Single,3,3,1.0,2.0,4.0,1,Others,Resignation
757,Travel_Frequently,Sales,1,Marketing,Female,5,Manager,Divorced,4,3,4.0,1.0,3.0,0,Others,Resignation
758,Travel_Rarely,Sales,3,Technical Degree,Male,1,Research Scientist,Single,1,3,1.0,2.0,4.0,1,Others,Resignation
759,Travel_Rarely,Human Resources,4,Medical,Male,4,Sales Executive,Married,3,3,2.0,1.0,4.0,0,Others,Resignation
760,Travel_Rarely,Sales,3,Marketing,Male,2,Research Scientist,Single,2,3,1.0,4.0,2.0,2,Others,Resignation
761,Travel_Rarely,Research & Development,3,Other,Female,3,Research Director,Married,3,3,3.0,1.0,2.0,1,Others,Resignation
762,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Sales Executive,Married,3,3,1.0,4.0,2.0,2,Others,Resignation
763,Travel_Rarely,Sales,4,Life Sciences,Male,2,Research Scientist,Married,2,3,1.0,1.0,3.0,0,Others,Resignation
764,Non-Travel,Sales,4,Medical,Male,1,Healthcare Representative,Single,3,4,3.0,3.0,1.0,1,Others,Resignation
765,Travel_Rarely,Research & Development,4,Other,Male,2,Sales Representative,Married,3,3,1.0,1.0,4.0,0,Others,Resignation
766,Travel_Rarely,Research & Development,2,Medical,Male,2,Laboratory Technician,Married,3,3,1.0,3.0,4.0,1,Others,Resignation
767,Travel_Rarely,Research & Development,1,Other,Male,1,Manufacturing Director,Married,3,3,4.0,3.0,3.0,1,Others,Resignation
768,Travel_Rarely,Sales,3,Marketing,Male,1,Research Scientist,Married,3,3,4.0,4.0,2.0,1,Others,Resignation
769,Travel_Rarely,Research & Development,2,Medical,Male,1,Sales Executive,Married,3,3,4.0,2.0,2.0,0,Others,Resignation
770,Travel_Rarely,Research & Development,3,Medical,Female,3,Sales Executive,Married,3,3,2.0,3.0,2.0,2,Others,Resignation
771,Non-Travel,Sales,2,Life Sciences,Male,1,Sales Executive,Divorced,2,3,3.0,3.0,4.0,1,Others,Resignation
772,Travel_Rarely,Research & Development,3,Medical,Male,2,Human Resources,Divorced,3,3,1.0,4.0,3.0,1,Others,Resignation
773,Travel_Rarely,Research & Development,1,Medical,Male,1,Manufacturing Director,Divorced,3,3,1.0,4.0,4.0,1,Others,Resignation
774,Non-Travel,Research & Development,4,Medical,Male,2,Manufacturing Director,Single,2,3,1.0,1.0,4.0,2,Salary,Resignation
775,Travel_Frequently,Sales,3,Medical,Male,2,Sales Executive,Single,3,3,3.0,2.0,3.0,3,Stress,Resignation
776,Travel_Rarely,Sales,2,Marketing,Male,1,Sales Executive,Divorced,3,3,2.0,1.0,3.0,0,Others,Resignation
777,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Human Resources,Single,3,3,4.0,2.0,3.0,0,Others,Resignation
778,Travel_Frequently,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,Married,3,4,2.0,4.0,1.0,1,Stress,Resignation
779,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Research Scientist,Married,3,3,2.0,4.0,4.0,1,Others,Resignation
780,Travel_Rarely,Research & Development,3,Technical Degree,Male,2,Research Scientist,Divorced,3,3,3.0,1.0,3.0,0,Others,Resignation
781,Travel_Rarely,Research & Development,4,Medical,Male,2,Research Scientist,Married,3,3,1.0,3.0,3.0,1,Salary,Resignation
782,Non-Travel,Research & Development,4,Other,Female,1,Sales Executive,Divorced,2,3,4.0,2.0,3.0,1,Others,Resignation
783,Travel_Rarely,Research & Development,2,Technical Degree,Female,1,Research Scientist,Single,3,3,4.0,1.0,3.0,1,Others,Resignation
784,Non-Travel,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,2,3,3.0,3.0,3.0,0,Others,Resignation
785,Travel_Rarely,Research & Development,4,Technical Degree,Male,2,Manager,Single,3,4,4.0,2.0,2.0,0,Others,Resignation
786,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Laboratory Technician,Married,1,3,1.0,3.0,2.0,0,Others,Resignation
787,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Laboratory Technician,Divorced,3,3,3.0,3.0,4.0,1,Others,Resignation
788,Travel_Rarely,Research & Development,1,Other,Male,3,Research Scientist,Single,4,3,4.0,2.0,2.0,0,Others,Resignation
789,Travel_Frequently,Human Resources,3,Medical,Female,2,Sales Executive,Married,3,3,4.0,1.0,3.0,3,Others,Resignation
790,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Sales Representative,Single,3,3,4.0,1.0,3.0,1,Others,Resignation
791,Travel_Rarely,Sales,2,Technical Degree,Male,1,Laboratory Technician,Married,3,4,4.0,3.0,2.0,0,Others,Resignation
792,Travel_Frequently,Research & Development,4,Medical,Female,1,Sales Executive,Single,3,4,1.0,4.0,3.0,2,Others,Resignation
793,Travel_Frequently,Research & Development,3,Life Sciences,Female,5,Manufacturing Director,Married,3,3,1.0,3.0,2.0,2,Others,Resignation
794,Non-Travel,Research & Development,3,Life Sciences,Male,1,Manufacturing Director,Divorced,3,3,3.0,3.0,2.0,1,Others,Resignation
795,Travel_Rarely,Sales,1,Life Sciences,Male,3,Research Scientist,Married,2,3,2.0,3.0,2.0,0,Others,Resignation
796,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Sales Executive,Divorced,3,3,3.0,2.0,3.0,0,Others,Resignation
797,Travel_Frequently,Research & Development,4,Medical,Female,2,Sales Representative,Divorced,3,4,2.0,1.0,2.0,0,Others,Resignation
798,Travel_Frequently,Research & Development,3,Medical,Male,1,Research Scientist,Married,3,4,1.0,3.0,4.0,1,Stress,Resignation
799,Travel_Frequently,Research & Development,3,Medical,Female,5,Research Scientist,Single,3,3,1.0,2.0,1.0,3,Stress,Resignation
800,Travel_Rarely,Research & Development,1,Medical,Male,1,Research Scientist,Single,3,3,1.0,2.0,4.0,1,Others,Resignation
801,Travel_Rarely,Sales,4,Other,Female,4,Healthcare Representative,Married,2,3,4.0,3.0,3.0,1,Others,Resignation
802,Travel_Frequently,Sales,3,Life Sciences,Male,2,Research Scientist,Single,2,3,2.0,1.0,2.0,1,Others,Fired
803,Non-Travel,Research & Development,3,Life Sciences,Female,2,Manager,Married,1,3,4.0,2.0,3.0,1,Others,Resignation
804,Travel_Frequently,Research & Development,2,Medical,Female,2,Research Scientist,Single,2,4,2.0,3.0,2.0,1,Others,Resignation
805,Travel_Rarely,Sales,2,Life Sciences,Female,1,Sales Executive,Divorced,3,3,3.0,3.0,3.0,0,Others,Resignation
806,Travel_Rarely,Research & Development,2,Life Sciences,Male,3,Sales Executive,Divorced,3,3,3.0,3.0,4.0,1,Others,Resignation
807,Travel_Rarely,Sales,3,Marketing,Male,2,Research Scientist,Married,3,3,4.0,3.0,3.0,1,Others,Resignation
808,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Research Scientist,Married,3,4,1.0,2.0,3.0,2,Others,Resignation
809,Travel_Rarely,Research & Development,4,Medical,Female,2,Sales Representative,Married,2,3,3.0,3.0,2.0,0,Others,Resignation
810,Travel_Frequently,Sales,3,Marketing,Male,2,Laboratory Technician,Single,3,3,3.0,1.0,2.0,0,Others,Fired
811,Travel_Rarely,Sales,4,Marketing,Male,1,Laboratory Technician,Divorced,2,3,1.0,3.0,1.0,0,Others,Resignation
812,Travel_Frequently,Research & Development,3,Life Sciences,Female,2,Sales Executive,Single,3,3,3.0,1.0,3.0,0,Others,Resignation
813,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Research Scientist,Married,3,3,3.0,1.0,3.0,0,Others,Resignation
814,Travel_Frequently,Research & Development,1,Medical,Male,1,Research Scientist,Married,1,3,4.0,2.0,3.0,0,Others,Resignation
815,Travel_Rarely,Research & Development,1,Technical Degree,Male,2,Laboratory Technician,Married,2,3,3.0,2.0,2.0,0,Others,Resignation
816,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Sales Executive,Single,2,3,4.0,3.0,3.0,3,Others,Resignation
817,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Laboratory Technician,Single,2,4,3.0,4.0,4.0,0,Others,Resignation
818,Travel_Frequently,Sales,3,Life Sciences,Female,4,Research Scientist,Divorced,2,3,2.0,4.0,3.0,0,Others,Resignation
819,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Research Scientist,Single,3,3,1.0,1.0,1.0,2,Stress,Resignation
820,Travel_Rarely,Sales,1,Marketing,Male,1,Sales Representative,Married,2,3,4.0,1.0,4.0,1,Others,Resignation
821,Travel_Rarely,Sales,1,Technical Degree,Female,2,Laboratory Technician,Single,4,3,2.0,2.0,3.0,1,Others,Resignation
822,Travel_Rarely,Research & Development,2,Life Sciences,Male,3,Manufacturing Director,Married,2,3,3.0,2.0,4.0,0,Others,Resignation
823,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Research Scientist,Single,4,3,4.0,2.0,1.0,0,Others,Resignation
824,Travel_Rarely,Research & Development,4,Medical,Female,2,Manager,Single,2,3,1.0,3.0,3.0,1,Others,Resignation
825,Travel_Rarely,Research & Development,3,Medical,Male,2,Research Director,Single,4,3,4.0,1.0,1.0,1,Others,Resignation
826,Travel_Rarely,Human Resources,3,Human Resources,Male,2,Manufacturing Director,Married,3,3,4.0,3.0,3.0,1,Others,Resignation
827,Travel_Frequently,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,Single,2,3,4.0,3.0,1.0,0,Others,Resignation
828,Travel_Frequently,Research & Development,3,Medical,Male,1,Manager,Single,2,3,3.0,4.0,3.0,1,Others,Resignation
829,Travel_Rarely,Sales,5,Marketing,Female,1,Research Scientist,Married,3,3,2.0,3.0,3.0,2,Others,Resignation
830,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Manufacturing Director,Married,3,3,3.0,2.0,3.0,3,Others,Resignation
831,Travel_Rarely,Research & Development,2,Medical,Male,1,Research Scientist,Married,3,3,1.0,4.0,3.0,0,Others,Resignation
832,Travel_Rarely,Research & Development,3,Medical,Female,1,Manager,Married,4,3,3.0,1.0,3.0,0,Others,Resignation
833,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Research Scientist,Single,3,3,4.0,2.0,3.0,3,Others,Resignation
834,Travel_Rarely,Sales,3,Life Sciences,Male,3,Laboratory Technician,Married,2,4,4.0,4.0,3.0,1,Others,Resignation
835,Travel_Frequently,Human Resources,4,Technical Degree,Male,2,Manufacturing Director,Married,3,3,4.0,4.0,1.0,2,Others,Resignation
836,Travel_Rarely,Sales,1,Life Sciences,Female,1,Manufacturing Director,Married,4,3,1.0,1.0,4.0,1,Others,Resignation
837,Travel_Rarely,Research & Development,3,Medical,Female,2,Manufacturing Director,Married,2,3,2.0,3.0,3.0,0,Others,Resignation
838,Travel_Rarely,Sales,5,Life Sciences,Male,1,Manufacturing Director,Single,3,3,3.0,4.0,3.0,2,Others,Resignation
839,Travel_Rarely,Sales,2,Marketing,Male,1,Manufacturing Director,Divorced,3,3,3.0,1.0,3.0,0,Others,Resignation
840,Non-Travel,Research & Development,3,Medical,Male,1,Research Scientist,Divorced,2,3,4.0,4.0,3.0,2,Others,Resignation
841,Travel_Rarely,Research & Development,3,Medical,Female,3,Laboratory Technician,Divorced,4,4,1.0,2.0,3.0,0,Others,Resignation
842,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Healthcare Representative,Married,4,3,2.0,3.0,3.0,0,Others,Resignation
843,Travel_Rarely,Research & Development,4,Medical,Male,1,Sales Executive,Married,4,4,4.0,2.0,3.0,0,Others,Resignation
844,Travel_Rarely,Sales,3,Marketing,Female,4,Research Scientist,Single,2,3,3.0,4.0,2.0,1,Others,Resignation
845,Travel_Rarely,Research & Development,4,Medical,Male,1,Laboratory Technician,Divorced,3,3,3.0,3.0,3.0,1,Others,Resignation
846,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Healthcare Representative,Married,4,3,3.0,3.0,2.0,1,Others,Resignation
847,Travel_Rarely,Research & Development,1,Medical,Male,1,Healthcare Representative,Married,2,4,1.0,1.0,1.0,1,Others,Resignation
848,Travel_Rarely,Research & Development,3,Other,Male,3,Sales Executive,Married,3,3,2.0,1.0,3.0,2,Stress,Resignation
849,Travel_Frequently,Sales,3,Marketing,Male,1,Manufacturing Director,Married,3,3,3.0,3.0,3.0,1,Others,Resignation
850,Travel_Rarely,Sales,2,Life Sciences,Male,1,Sales Executive,Single,3,3,4.0,1.0,3.0,1,Others,Resignation
851,Travel_Rarely,Research & Development,3,Technical Degree,Male,5,Research Director,Married,3,3,3.0,2.0,3.0,0,Others,Resignation
852,Travel_Rarely,Research & Development,3,Medical,Female,1,Research Scientist,Divorced,1,3,1.0,1.0,3.0,0,Salary,Resignation
853,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Manager,Married,3,4,3.0,4.0,3.0,0,Salary,Resignation
854,Travel_Rarely,Research & Development,3,Medical,Female,3,Sales Executive,Married,2,3,3.0,2.0,3.0,1,Others,Resignation
855,Non-Travel,Research & Development,4,Life Sciences,Female,5,Research Scientist,Married,3,3,4.0,1.0,2.0,0,Others,Resignation
