,index,Age,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,mean_time,JobSatisfaction_4.0,WorkLifeBalance_1.0,EnvironmentSatisfaction_1.0,JobSatisfaction_2.0,JobRole_Sales Executive,MaritalStatus_Divorced,MaritalStatus_Single,EducationField_Human Resources,BusinessTravel_Travel_Frequently,Department_Human Resources,BusinessTravel_Non-Travel
684,684,0.42857142857142855,0.25,0.17500000000000002,0.4117647058823529,0.15157480314960625,0,0,0,0,1,0,0,0,0,0,0
685,685,0.6666666666666665,0.25,0.17500000000000002,0.4117647058823529,0.34645669291338566,0,0,0,0,0,0,1,0,0,0,0
686,686,0.23809523809523808,0.25,0.225,0.29411764705882354,0.405511811023622,1,0,0,0,1,0,0,0,0,0,1
687,687,0.7619047619047619,0.625,0.07500000000000001,0.11764705882352941,0.8779527559055118,0,0,0,0,0,0,0,0,0,0,0
688,688,0.5238095238095237,0.225,0.125,0.0,0.7578740157480317,0,0,0,1,0,0,1,0,0,0,0
689,689,0.8095238095238095,0.25,0.2,0.4117647058823529,0.7913385826771655,0,0,0,1,0,0,1,0,0,0,0
690,690,0.28571428571428564,0.225,0.225,0.47058823529411764,0.8779527559055118,0,0,0,0,1,0,0,0,0,0,0
691,691,0.49999999999999994,0.225,0.2,0.4117647058823529,0.011811023622047001,0,0,1,0,0,0,1,0,0,0,0
692,692,0.3095238095238095,0.25,0.25,0.3529411764705882,0.8169291338582676,0,0,0,0,1,1,0,0,0,0,1
693,693,0.5476190476190477,0.47500000000000003,0.47500000000000003,0.5294117647058824,0.36811023622047245,0,0,0,1,0,0,1,0,0,0,1
694,694,0.3095238095238095,0.07500000000000001,0.07500000000000001,0.11764705882352941,0.6161417322834646,0,0,0,1,1,0,1,0,1,0,0
695,695,0.6190476190476188,0.25,0.07500000000000001,0.11764705882352941,0.0059055118110236116,0,0,1,0,0,0,0,0,0,0,0
696,696,0.5714285714285714,0.525,0.5,0.5882352941176471,0.734251968503937,0,0,0,0,0,0,0,0,0,0,1
697,697,0.8809523809523809,0.5750000000000001,0.47500000000000003,0.6470588235294118,0.12795275590551158,0,0,0,0,0,0,0,0,0,0,0
698,698,0.9047619047619047,0.9,0.17500000000000002,0.4117647058823529,0.4035433070866141,0,0,0,1,0,0,1,0,0,0,0
699,699,0.5238095238095237,0.15000000000000002,0.1,0.0,0.2677165354330706,0,0,0,0,0,1,0,0,0,0,1
700,700,0.380952380952381,0.25,0.225,0.3529411764705882,0.28149606299212593,1,0,0,0,0,1,0,0,0,0,0
701,701,0.5238095238095237,0.225,0.225,0.47058823529411764,0.0059055118110236116,1,0,0,0,1,0,1,0,0,0,0
702,702,0.5476190476190477,0.25,0.225,0.4117647058823529,0.3385826771653542,0,0,0,0,0,1,0,0,1,0,0
703,703,0.4047619047619047,0.225,0.225,0.058823529411764705,0.6988188976377954,0,0,0,0,0,0,1,0,1,0,0
704,704,0.7857142857142856,0.8250000000000001,0.8250000000000001,0.5882352941176471,0.7027559055118109,0,0,0,1,0,1,0,0,0,0,0
705,705,0.4761904761904761,0.275,0.17500000000000002,0.4117647058823529,0.1259842519685037,0,0,0,0,0,1,0,0,0,0,0
706,706,0.380952380952381,0.25,0.25,0.3529411764705882,0.2559055118110236,0,0,0,0,0,0,1,0,0,0,0
707,707,0.16666666666666669,0.17500000000000002,0.07500000000000001,0.11764705882352941,0.07086614173228334,1,0,0,0,0,0,0,0,0,0,0
708,708,0.9523809523809523,0.775,0.25,0.5294117647058824,0.5039370078740157,0,0,0,0,1,0,0,0,0,0,0
709,709,0.5238095238095237,0.17500000000000002,0.1,0.1764705882352941,0.03149606299212593,0,0,0,1,0,0,0,0,0,0,0
710,710,0.42857142857142855,0.42500000000000004,0.375,0.7647058823529411,0.03149606299212593,0,0,1,0,0,0,0,0,1,0,0
711,711,0.7142857142857142,0.275,0.25,0.47058823529411764,0.3287401574803148,1,0,0,0,0,0,1,0,0,0,0
712,712,0.21428571428571425,0.125,0.025,0.0,0.2303149606299213,1,0,0,0,0,0,0,0,0,0,0
713,713,0.7857142857142856,0.7250000000000001,0.125,0.1764705882352941,0.29921259842519676,0,0,0,1,0,0,1,0,0,0,0
714,714,0.0,0.0,0.0,0.0,0.38188976377952755,1,0,0,0,1,0,1,0,0,0,1
715,715,0.4047619047619047,0.25,0.225,0.0,0.2421259842519683,1,0,0,0,0,0,0,0,0,0,0
716,716,0.21428571428571425,0.2,0.15000000000000002,0.0,0.2775590551181102,1,0,0,0,0,0,1,0,1,0,0
717,717,0.8809523809523809,0.6000000000000001,0.47500000000000003,0.47058823529411764,0.5433070866141734,0,0,1,0,0,0,1,0,0,0,0
718,718,0.9047619047619047,0.8250000000000001,0.47500000000000003,0.5294117647058824,0.8759842519685039,0,0,0,1,0,0,0,0,0,0,0
719,719,0.380952380952381,0.125,0.125,0.0,0.0885826771653544,0,0,1,0,0,1,0,0,0,0,1
720,720,0.5238095238095237,0.375,0.30000000000000004,0.47058823529411764,0.10826771653543288,0,0,0,0,1,1,0,0,0,0,0
721,721,0.380952380952381,0.25,0.2,0.4117647058823529,0.25196850393700787,0,0,0,0,0,0,0,0,0,0,0
722,722,0.3095238095238095,0.07500000000000001,0.025,0.0,0.34251968503937014,1,0,0,0,0,0,1,0,1,0,0
723,723,0.4047619047619047,0.125,0.1,0.11764705882352941,0.6279527559055118,0,0,0,0,0,0,0,0,1,0,0
724,724,0.4761904761904761,0.1,0.1,0.1764705882352941,0.0866141732283463,0,0,0,0,0,1,0,0,1,0,0
725,725,0.380952380952381,0.35000000000000003,0.35000000000000003,0.6470588235294118,0.3858267716535433,1,0,0,0,0,0,1,0,0,0,0
726,726,0.23809523809523808,0.125,0.125,0.23529411764705882,0.15157480314960625,0,0,0,0,0,0,0,0,0,0,0
727,727,0.3095238095238095,0.25,0.25,0.4117647058823529,0.97244094488189,0,0,0,0,1,0,0,0,0,0,0
728,728,0.49999999999999994,0.2,0.125,0.23529411764705882,0.8464566929133859,1,0,1,0,0,0,0,0,0,0,0
729,729,0.7857142857142856,0.35000000000000003,0.1,0.11764705882352941,0.22834645669291342,0,0,0,1,1,0,0,0,1,0,0
730,730,0.5476190476190477,0.30000000000000004,0.15000000000000002,0.1764705882352941,0.9311023622047243,1,0,0,0,1,1,0,0,1,0,0
731,731,0.4523809523809524,0.2,0.15000000000000002,0.1764705882352941,0.8759842519685039,0,0,0,0,0,0,0,0,0,0,0
732,732,0.35714285714285715,0.2,0.125,0.11764705882352941,0.36023622047244097,1,0,0,0,1,0,0,0,1,0,0
733,733,0.3333333333333333,0.1,0.07500000000000001,0.11764705882352941,0.8779527559055118,0,0,0,1,0,0,0,0,0,0,0
734,734,0.49999999999999994,0.325,0.15000000000000002,0.29411764705882354,0.12992125984251968,0,0,0,0,1,0,0,0,0,0,1
735,735,0.16666666666666669,0.15000000000000002,0.07500000000000001,0.11764705882352941,0.25196850393700787,0,0,1,0,1,0,0,0,0,0,0
736,736,0.8095238095238095,0.6000000000000001,0.125,0.11764705882352941,0.622047244094488,0,0,0,0,1,0,0,0,1,0,0
737,737,0.5952380952380951,0.5,0.5,0.47058823529411764,0.7421259842519687,0,1,1,0,0,0,1,0,0,0,0
738,738,0.21428571428571425,0.15000000000000002,0.15000000000000002,0.23529411764705882,0.860236220472441,1,0,0,0,0,0,0,0,0,0,0
739,739,0.21428571428571425,0.2,0.2,0.4117647058823529,0.7972440944881891,0,0,0,0,0,0,1,0,0,0,0
740,740,0.19047619047619052,0.125,0.1,0.058823529411764705,0.06889763779527547,1,0,1,0,0,0,1,0,0,0,0
741,741,0.5714285714285714,0.525,0.5,0.5294117647058824,0.025590551181102317,0,0,0,0,0,0,0,0,0,0,0
742,742,0.8095238095238095,0.30000000000000004,0.125,0.23529411764705882,0.10433070866141736,0,1,0,0,0,0,0,0,0,0,0
743,743,0.4523809523809524,0.2,0.07500000000000001,0.11764705882352941,0.3090551181102361,0,0,1,0,0,0,1,0,0,0,0
744,744,0.4047619047619047,0.25,0.05,0.11764705882352941,0.34251968503937014,1,0,0,0,0,0,1,0,1,0,0
745,745,0.16666666666666669,0.17500000000000002,0.07500000000000001,0.11764705882352941,0.3976377952755905,1,0,1,0,1,0,0,0,0,0,0
746,746,0.19047619047619052,0.2,0.17500000000000002,0.4117647058823529,0.1692913385826771,0,0,0,0,0,0,1,0,0,0,0
747,747,0.2619047619047619,0.25,0.25,0.5294117647058824,0.053149606299212504,0,0,0,0,0,0,1,0,0,0,0
748,748,0.7380952380952379,0.5,0.1,0.1764705882352941,0.2224409448818896,0,0,1,0,0,0,1,0,1,0,0
749,749,0.2619047619047619,0.225,0.2,0.4117647058823529,0.5177165354330708,1,0,0,0,0,0,1,0,1,0,0
750,750,0.857142857142857,0.7250000000000001,0.5,0.4117647058823529,0.04921259842519676,1,0,0,0,0,0,1,0,0,0,0
751,751,0.9523809523809523,0.8,0.225,0.29411764705882354,0.9173228346456692,0,0,0,0,0,0,0,0,0,0,0
752,752,0.8809523809523809,0.775,0.17500000000000002,0.0,0.30118110236220463,1,0,0,0,0,1,0,0,0,0,0
753,753,0.42857142857142855,0.375,0.125,0.058823529411764705,0.6791338582677167,0,0,1,1,1,0,1,0,0,0,0
754,754,0.3095238095238095,0.025,0.025,0.0,0.26574803149606296,0,0,0,0,0,0,1,0,1,0,0
755,755,0.28571428571428564,0.2,0.07500000000000001,0.11764705882352941,0.31299212598425186,0,0,0,0,1,1,0,0,0,0,0
756,756,0.3095238095238095,0.225,0.07500000000000001,0.0,0.2637795275590551,0,0,1,1,0,0,1,0,0,0,0
757,757,0.380952380952381,0.25,0.1,0.1764705882352941,0.3248031496062991,0,0,0,0,0,1,0,0,1,0,0
758,758,0.3095238095238095,0.025,0.025,0.0,0.4114173228346454,0,0,1,1,0,0,1,0,0,0,0
759,759,0.21428571428571425,0.15000000000000002,0.125,0.23529411764705882,0.2440944881889764,0,0,0,0,1,0,0,0,0,1,0
760,760,0.42857142857142855,0.25,0.25,0.47058823529411764,0.07480314960629908,1,0,1,0,0,0,1,0,0,0,0
761,761,0.42857142857142855,0.275,0.07500000000000001,0.11764705882352941,0.2696850393700787,0,0,0,0,0,0,0,0,0,0,0
762,762,0.6904761904761905,0.42500000000000004,0.15000000000000002,0.11764705882352941,0.36220472440944884,1,0,1,0,1,0,0,0,0,0,0
763,763,0.16666666666666669,0.15000000000000002,0.07500000000000001,0.11764705882352941,0.24999999999999978,0,0,1,0,0,0,0,0,0,0,0
764,764,0.4523809523809524,0.17500000000000002,0.15000000000000002,0.1764705882352941,0.3248031496062991,0,1,0,0,0,0,1,0,0,0,1
765,765,0.9047619047619047,0.125,0.07500000000000001,0.0,0.13188976377952755,0,0,1,0,0,0,0,0,0,0,0
766,766,0.6904761904761905,0.65,0.5,0.3529411764705882,0.06889763779527547,0,0,1,0,0,0,0,0,0,0,0
767,767,0.14285714285714285,0.125,0.125,0.1764705882352941,0.734251968503937,0,0,0,0,0,0,0,0,0,0,0
768,768,0.3333333333333333,0.17500000000000002,0.1,0.1764705882352941,0.30118110236220463,1,0,0,0,0,0,0,0,0,0,0
769,769,0.380952380952381,0.17500000000000002,0.125,0.11764705882352941,0.029527559055117836,0,0,0,1,1,0,0,0,0,0,0
770,770,0.5476190476190477,0.17500000000000002,0.1,0.1764705882352941,0.8956692913385826,0,0,0,0,1,0,0,0,0,0,0
771,771,0.5238095238095237,0.275,0.2,0.4117647058823529,0.0866141732283463,0,0,0,0,1,1,0,0,0,0,1
772,772,0.3095238095238095,0.325,0.325,0.5294117647058824,0.14370078740157455,1,0,1,0,0,1,0,0,0,0,0
773,773,0.6666666666666665,0.7000000000000001,0.17500000000000002,0.1764705882352941,0.1417322834645669,1,0,1,0,0,1,0,0,0,0,0
774,774,0.49999999999999994,0.275,0.025,0.0,0.6811023622047245,0,0,1,0,0,0,1,0,0,0,1
775,775,0.3095238095238095,0.25,0.25,0.4117647058823529,0.1692913385826771,0,0,0,1,1,0,1,0,1,0,0
776,776,0.6428571428571428,0.6000000000000001,0.17500000000000002,0.4117647058823529,0.8956692913385826,0,0,0,0,1,1,0,0,0,0,0
777,777,0.3095238095238095,0.2,0.07500000000000001,0.11764705882352941,0.13779527559055116,0,0,0,1,0,0,1,0,0,0,0
778,778,0.3095238095238095,0.17500000000000002,0.05,0.11764705882352941,0.8582677165354331,1,1,0,0,0,0,0,0,1,0,0
779,779,0.6428571428571428,0.25,0.07500000000000001,0.11764705882352941,0.9173228346456692,1,0,0,0,0,0,0,0,0,0,0
780,780,0.7142857142857142,0.375,0.05,0.11764705882352941,0.2303149606299213,0,0,0,0,0,1,0,0,0,0,0
781,781,0.380952380952381,0.05,0.05,0.11764705882352941,0.28740157480314954,0,0,1,0,0,0,0,0,0,0,0
782,782,0.5238095238095237,0.4,0.225,0.47058823529411764,0.4094488188976375,0,0,0,1,1,1,0,0,0,0,1
783,783,0.23809523809523808,0.15000000000000002,0.125,0.1764705882352941,0.10629921259842523,0,0,0,0,0,0,1,0,0,0,0
784,784,0.6190476190476188,0.17500000000000002,0.125,0.1764705882352941,0.12795275590551158,0,0,0,0,0,0,1,0,0,0,1
785,785,0.8333333333333333,0.875,0.225,0.47058823529411764,0.1889763779527558,0,0,0,1,0,0,1,0,0,0,0
786,786,0.7380952380952379,0.5,0.07500000000000001,0.11764705882352941,0.16338582677165348,0,0,1,0,0,0,0,0,0,0,0
787,787,0.5238095238095237,0.2,0.07500000000000001,0.11764705882352941,0.11023622047244075,0,0,0,0,0,1,0,0,0,0,0
788,788,0.6190476190476188,0.15000000000000002,0.125,0.1764705882352941,0.19094488188976366,0,0,0,1,0,0,1,0,0,0,0
789,789,0.35714285714285715,0.125,0.1,0.1764705882352941,0.2637795275590551,0,0,0,0,1,0,0,0,1,1,0
790,790,0.380952380952381,0.375,0.325,0.7058823529411764,0.18307086614173218,0,0,0,0,0,0,1,0,0,0,0
791,791,0.28571428571428564,0.1,0.05,0.11764705882352941,0.021653543307086354,0,0,0,0,0,0,0,0,0,0,0
792,792,0.5714285714285714,0.30000000000000004,0.30000000000000004,0.47058823529411764,0.26574803149606296,1,0,1,0,1,0,1,0,1,0,0
793,793,0.6190476190476188,0.275,0.025,0.0,0.32086614173228334,0,0,1,0,0,0,0,0,1,0,0
794,794,0.28571428571428564,0.025,0.025,0.0,0.029527559055117836,0,0,0,0,0,1,0,0,0,0,1
795,795,0.9285714285714284,0.325,0.30000000000000004,0.47058823529411764,0.32086614173228334,0,0,0,0,0,0,0,0,0,0,0
796,796,0.7380952380952379,0.7250000000000001,0.2,0.4117647058823529,0.18503937007874005,0,0,0,1,1,1,0,0,0,0,0
797,797,0.380952380952381,0.4,0.35000000000000003,0.5294117647058824,0.07086614173228334,0,0,0,0,0,1,0,0,1,0,0
798,798,0.23809523809523808,0.125,0.07500000000000001,0.11764705882352941,0.11614173228346436,0,0,1,0,0,0,0,0,1,0,0
799,799,0.2619047619047619,0.17500000000000002,0.125,0.0,0.3641732283464565,0,1,1,1,0,0,1,0,1,0,0
800,800,0.380952380952381,0.4,0.375,0.5882352941176471,0.5039370078740157,0,0,1,1,0,0,1,0,0,0,0
801,801,0.4047619047619047,0.025,0.025,0.0,0.12795275590551158,0,0,0,0,0,0,0,0,0,0,0
802,802,0.14285714285714285,0.1,0.0,0.0,0.5059055118110236,0,0,0,0,0,0,1,0,1,0,0
803,803,0.14285714285714285,0.025,0.025,0.0,0.2755905511811023,0,0,0,1,0,0,0,0,0,0,1
804,804,0.6190476190476188,0.4,0.05,0.11764705882352941,0.8543307086614174,0,0,0,0,0,0,1,0,1,0,0
805,805,0.2619047619047619,0.25,0.25,0.23529411764705882,0.21259842519685046,0,0,0,0,1,1,0,0,0,0,0
806,806,0.28571428571428564,0.15000000000000002,0.125,0.1764705882352941,0.029527559055117836,0,0,0,0,1,1,0,0,0,0,0
807,807,0.8809523809523809,0.1,0.07500000000000001,0.11764705882352941,0.9330708661417322,0,0,0,0,0,0,0,0,0,0,0
808,808,0.35714285714285715,0.2,0.125,0.11764705882352941,0.3838582677165354,0,0,1,1,0,0,0,0,0,0,0
809,809,0.6904761904761905,0.275,0.125,0.11764705882352941,0.9645669291338581,0,0,0,0,0,0,0,0,0,0,0
810,810,0.23809523809523808,0.2,0.0,0.0,0.3228346456692912,0,0,0,0,0,0,1,0,1,0,0
811,811,0.23809523809523808,0.025,0.025,0.0,0.0334645669291338,0,1,1,0,0,1,0,0,0,0,0
812,812,0.23809523809523808,0.125,0.1,0.1764705882352941,0.19881889763779514,0,0,0,0,1,0,1,0,1,0,0
813,813,0.7380952380952379,0.25,0.07500000000000001,0.11764705882352941,0.0885826771653544,0,0,0,0,0,0,0,0,0,0,0
814,814,0.2619047619047619,0.1,0.07500000000000001,0.11764705882352941,0.2303149606299213,0,0,0,1,0,0,0,0,1,0,0
815,815,0.23809523809523808,0.2,0.2,0.4117647058823529,0.003937007874015519,0,0,0,1,0,0,0,0,0,0,0
816,816,0.35714285714285715,0.35000000000000003,0.0,0.0,0.4940944881889766,0,0,0,0,1,0,1,0,0,0,0
817,817,0.3333333333333333,0.25,0.125,0.0,0.2893700787401574,1,0,0,0,0,0,1,0,0,0,0
818,818,0.857142857142857,0.65,0.35000000000000003,0.7058823529411764,0.20669291338582663,1,0,0,0,0,1,0,0,1,0,0
819,819,0.2619047619047619,0.275,0.225,0.4117647058823529,0.11220472440944862,0,1,1,0,0,0,1,0,0,0,0
820,820,0.6190476190476188,0.6000000000000001,0.5,1.0,0.3799212598425197,0,0,0,0,0,0,0,0,0,0,0
821,821,0.49999999999999994,0.225,0.05,0.11764705882352941,0.2303149606299213,0,0,0,1,0,0,1,0,0,0,0
822,822,0.6666666666666665,0.5750000000000001,0.325,0.058823529411764705,0.21062992125984237,0,0,0,1,0,0,0,0,0,0,0
823,823,0.4047619047619047,0.275,0.275,0.1764705882352941,0.04921259842519676,0,1,0,1,0,0,1,0,0,0,0
824,824,0.11904761904761901,0.125,0.1,0.11764705882352941,0.34645669291338566,0,0,1,0,0,0,1,0,0,0,0
825,825,0.5238095238095237,0.375,0.125,0.0,0.3287401574803148,0,1,0,0,0,0,1,0,0,0,0
826,826,0.380952380952381,0.25,0.25,0.3529411764705882,0.8543307086614174,0,0,0,0,0,0,0,1,0,1,0
827,827,0.3095238095238095,0.17500000000000002,0.17500000000000002,0.4117647058823529,0.08070866141732269,0,1,0,0,0,0,1,0,1,0,0
828,828,0.7619047619047619,0.8,0.8,0.5294117647058824,0.7933070866141734,1,0,0,0,0,0,1,0,1,0,0
829,829,0.380952380952381,0.30000000000000004,0.275,0.4117647058823529,0.8937007874015748,0,0,0,0,0,0,0,0,0,0,0
830,830,0.5714285714285714,0.1,0.025,0.0,0.12795275590551158,0,0,0,1,0,0,0,0,0,0,0
831,831,0.4523809523809524,0.25,0.25,0.4117647058823529,0.405511811023622,1,0,1,0,0,0,0,0,0,0,0
832,832,0.2619047619047619,0.225,0.17500000000000002,0.4117647058823529,0.04921259842519676,0,0,0,0,0,0,0,0,0,0,0
833,833,0.35714285714285715,0.125,0.125,0.11764705882352941,0.24803149606299213,0,0,0,1,0,0,1,0,0,0,0
834,834,0.6428571428571428,0.2,0.125,0.1764705882352941,0.017716535433070835,1,0,0,0,0,0,0,0,0,0,0
835,835,0.5714285714285714,0.6000000000000001,0.5,0.5294117647058824,0.4173228346456692,1,1,0,0,0,0,0,0,1,1,0
836,836,0.5238095238095237,0.225,0.2,0.058823529411764705,0.07283464566929121,0,0,1,0,0,0,0,0,0,0,0
837,837,0.35714285714285715,0.375,0.375,0.4117647058823529,0.9192913385826771,0,0,0,0,0,0,0,0,0,0,0
838,838,0.5238095238095237,0.525,0.525,0.4117647058823529,0.4881889763779528,1,0,0,0,0,0,1,0,0,0,0
839,839,0.14285714285714285,0.05,0.025,0.0,0.029527559055117836,0,0,0,0,0,1,0,0,0,0,0
840,840,0.5238095238095237,0.2,0.05,0.11764705882352941,0.4783464566929134,1,0,0,0,0,1,0,0,0,0,1
841,841,0.6428571428571428,0.25,0.25,0.4117647058823529,0.1259842519685037,0,0,1,1,0,1,0,0,0,0,0
842,842,0.4047619047619047,0.15000000000000002,0.125,0.11764705882352941,0.3582677165354329,0,0,0,0,0,0,0,0,0,0,0
843,843,0.3333333333333333,0.30000000000000004,0.17500000000000002,0.29411764705882354,0.25984251968503913,0,0,0,1,1,0,0,0,0,0,0
844,844,0.42857142857142855,0.17500000000000002,0.07500000000000001,0.11764705882352941,0.6181102362204725,1,0,0,0,0,0,1,0,0,0,0
845,845,0.7142857142857142,0.45,0.2,0.4117647058823529,0.37598425196850394,0,0,0,0,0,1,0,0,0,0,0
846,846,0.2619047619047619,0.125,0.025,0.0,0.356299212598425,0,0,0,0,0,0,0,0,0,0,0
847,847,0.35714285714285715,0.2,0.05,0.11764705882352941,0.22834645669291342,0,1,1,0,0,0,0,0,0,0,0
848,848,0.28571428571428564,0.25,0.25,0.4117647058823529,0.28149606299212593,0,0,0,0,1,0,0,0,0,0,0
849,849,0.4761904761904761,0.25,0.15000000000000002,0.11764705882352941,0.19291338582677153,0,0,0,0,0,0,0,0,1,0,0
850,850,0.4047619047619047,0.07500000000000001,0.07500000000000001,0.11764705882352941,0.1692913385826771,0,0,0,0,1,0,1,0,0,0,0
851,851,0.28571428571428564,0.225,0.1,0.1764705882352941,0.10826771653543288,0,0,0,1,0,0,0,0,0,0,0
852,852,0.4047619047619047,0.025,0.025,0.0,0.734251968503937,0,0,1,0,0,1,0,0,0,0,0
853,853,0.8333333333333333,0.8500000000000001,0.8250000000000001,0.5294117647058824,0.11023622047244075,1,0,0,0,0,0,0,0,0,0,0
854,854,0.4761904761904761,0.17500000000000002,0.125,0.23529411764705882,0.3248031496062991,0,0,0,1,1,0,0,0,0,0,0
855,855,0.3333333333333333,0.225,0.15000000000000002,0.11764705882352941,0.28149606299212593,0,0,0,0,0,0,0,0,0,0,1
856,856,0.7142857142857142,0.25,0.2,0.3529411764705882,0.22834645669291342,0,0,0,0,1,0,0,0,0,0,0
857,857,0.380952380952381,0.025,0.025,0.0,0.2893700787401574,1,1,1,0,1,0,1,0,0,0,0
858,858,0.8809523809523809,0.9,0.9,0.7647058823529411,0.08267716535433056,1,0,0,0,0,0,0,0,0,0,0
859,859,0.380952380952381,0.225,0.05,0.058823529411764705,0.03543307086614167,1,0,0,0,0,0,0,0,0,0,0
860,860,0.19047619047619052,0.025,0.025,0.0,0.26574803149606296,1,0,1,0,0,0,0,0,0,0,0
861,861,0.4761904761904761,0.25,0.225,0.4117647058823529,0.2086614173228345,0,0,0,1,1,0,0,0,0,0,0
862,862,0.4761904761904761,0.2,0.07500000000000001,0.11764705882352941,0.25393700787401574,0,0,0,1,0,0,1,0,0,0,0
863,863,0.42857142857142855,0.375,0.025,0.0,0.2913385826771653,0,0,0,0,0,0,1,1,0,1,0
864,864,0.2619047619047619,0.25,0.25,0.29411764705882354,0.4251968503937007,0,0,0,0,0,0,1,0,0,0,0
865,865,0.4047619047619047,0.25,0.125,0.23529411764705882,0.659448818897638,0,0,1,0,1,0,1,0,0,0,0
866,866,0.49999999999999994,0.275,0.17500000000000002,0.3529411764705882,0.3582677165354329,0,0,0,0,1,0,0,0,0,0,0
867,867,0.2619047619047619,0.15000000000000002,0.15000000000000002,0.1764705882352941,0.17322834645669283,1,0,1,0,0,1,0,0,1,0,0
868,868,0.7619047619047619,0.675,0.025,0.0,0.6771653543307088,0,0,0,0,0,0,0,0,0,0,0
869,869,0.11904761904761901,0.1,0.05,0.11764705882352941,0.13976377952755903,0,0,0,0,0,0,0,0,0,0,0
870,870,0.42857142857142855,0.225,0.07500000000000001,0.11764705882352941,0.643700787401575,0,0,1,0,0,0,0,0,1,0,0
871,871,0.5714285714285714,0.6000000000000001,0.025,0.058823529411764705,0.00984251968503913,1,0,0,0,0,0,1,0,0,0,0
872,872,0.4047619047619047,0.25,0.25,0.47058823529411764,0.0866141732283463,0,0,0,0,0,0,0,0,0,0,0
873,873,0.380952380952381,0.2,0.2,0.4117647058823529,0.00984251968503913,0,0,0,0,0,0,0,0,1,0,0
874,874,0.5238095238095237,0.125,0.125,0.11764705882352941,0.10629921259842523,0,0,0,0,0,0,0,0,0,0,0
875,875,0.5952380952380951,0.2,0.15000000000000002,0.11764705882352941,0.21259842519685046,0,0,0,1,0,1,0,0,0,0,0
876,876,0.4047619047619047,0.025,0.025,0.058823529411764705,0.2696850393700787,1,0,0,0,0,0,0,0,0,0,0
877,877,0.6666666666666665,0.675,0.65,0.7058823529411764,0.12795275590551158,0,1,0,0,0,0,1,0,0,0,0
878,878,0.23809523809523808,0.025,0.025,0.0,0.4862204724409449,0,0,0,1,0,0,0,0,0,1,0
879,879,0.09523809523809518,0.1,0.1,0.1764705882352941,0.5767716535433072,0,0,0,0,1,0,0,0,0,0,1
880,880,0.7619047619047619,0.8,0.75,0.7647058823529411,0.6830708661417322,0,0,0,0,0,0,0,0,1,0,0
881,881,0.3333333333333333,0.15000000000000002,0.07500000000000001,0.11764705882352941,0.07677165354330695,1,0,0,0,0,0,0,0,0,0,0
882,882,0.6190476190476188,0.5750000000000001,0.55,0.5882352941176471,0.5570866141732282,1,0,0,0,0,1,0,0,0,0,0
883,883,0.28571428571428564,0.15000000000000002,0.15000000000000002,0.058823529411764705,0.1200787401574801,0,0,0,1,0,0,0,0,0,0,0
884,884,0.6428571428571428,0.25,0.25,0.23529411764705882,0.5767716535433072,0,0,0,0,0,0,1,0,0,0,0
885,885,0.6428571428571428,0.25,0.25,0.29411764705882354,0.3858267716535433,0,0,1,0,0,0,0,0,0,0,1
886,886,0.3095238095238095,0.25,0.125,0.1764705882352941,0.2342519685039368,0,0,0,0,0,0,1,0,1,0,0
887,887,0.42857142857142855,0.17500000000000002,0.07500000000000001,0.058823529411764705,0.9783464566929136,0,0,0,0,0,0,0,0,0,0,0
888,888,0.380952380952381,0.225,0.225,0.11764705882352941,0.029527559055117836,1,0,0,0,0,1,0,0,1,0,0
889,889,0.7380952380952379,0.25,0.225,0.23529411764705882,0.26574803149606296,0,0,0,0,0,0,0,0,0,0,0
890,890,0.49999999999999994,0.25,0.17500000000000002,0.4117647058823529,0.1220472440944882,0,0,0,0,0,0,0,0,0,0,0
891,891,0.21428571428571425,0.17500000000000002,0.17500000000000002,0.4117647058823529,0.027559055118110187,0,0,0,0,0,1,0,0,0,0,0
892,892,0.4047619047619047,0.4,0.4,0.5882352941176471,0.3248031496062991,0,0,0,0,1,0,0,0,0,0,0
893,893,0.23809523809523808,0.15000000000000002,0.125,0.0,0.28149606299212593,0,0,0,0,0,1,0,0,0,0,0
894,894,0.07142857142857145,0.07500000000000001,0.05,0.11764705882352941,0.3799212598425197,1,0,0,0,0,0,1,0,0,0,0
895,895,0.0,0.0,0.0,0.0,0.48228346456692917,1,0,0,0,0,0,1,0,1,0,0
896,896,0.6904761904761905,0.675,0.125,0.0,0.017716535433070835,0,0,0,0,0,0,0,0,0,0,0
897,897,0.49999999999999994,0.275,0.25,0.4117647058823529,0.1811023622047243,0,0,0,0,0,1,0,0,0,0,0
898,898,0.5238095238095237,0.45,0.45,0.7058823529411764,0.3228346456692912,0,0,1,0,0,0,0,0,0,0,0
899,899,0.4047619047619047,0.375,0.35000000000000003,0.5294117647058824,0.04724409448818889,0,0,0,0,1,0,0,0,0,0,1
900,900,0.4523809523809524,0.225,0.1,0.11764705882352941,0.40157480314960625,0,0,0,0,0,0,0,0,0,0,0
901,901,0.49999999999999994,0.25,0.225,0.47058823529411764,0.13976377952755903,0,1,1,0,0,0,1,0,1,0,0
902,902,0.6428571428571428,0.25,0.25,0.5294117647058824,0.2696850393700787,1,0,0,0,0,1,0,0,0,0,0
