,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,mean_time
1154,30.0,20.0,46610.0,1.0,11.0,12.0,3.0,12.0,1.0,7.0,6.08
1155,25.0,7.0,41030.0,6.0,15.0,7.0,2.0,2.0,0.0,2.0,10.19
1156,47.0,1.0,42490.0,2.0,13.0,25.0,2.0,17.0,12.0,11.0,7.78
1157,33.0,1.0,140260.0,1.0,12.0,1.0,4.0,1.0,0.0,0.0,6.17
1158,38.0,19.0,68930.0,0.0,17.0,16.0,3.0,15.0,5.0,8.0,7.9
1159,31.0,10.0,61250.0,0.0,13.0,3.0,3.0,2.0,1.0,2.0,7.18
1160,38.0,1.0,36690.0,2.0,19.0,10.0,2.0,8.0,7.0,7.0,6.51
1161,42.0,6.0,100080.0,6.0,19.0,9.0,3.0,4.0,1.0,2.0,9.77
1162,41.0,2.0,23870.0,3.0,17.0,12.0,1.0,5.0,1.0,0.0,7.7
1163,47.0,21.0,46390.0,0.0,11.0,14.0,2.0,13.0,5.0,12.0,7.23
1164,35.0,4.0,78980.0,7.0,15.0,5.0,2.0,2.0,2.0,2.0,10.4
1165,22.0,12.0,25340.0,0.0,11.0,4.0,1.0,3.0,1.0,2.0,6.4
1166,35.0,9.0,131420.0,1.0,25.0,10.0,4.0,10.0,0.0,8.0,8.0
1167,33.0,3.0,16110.0,0.0,14.0,10.0,2.0,9.0,8.0,1.0,9.1
1168,32.0,3.0,53630.0,1.0,13.0,6.0,4.0,6.0,4.0,1.0,6.99
1169,40.0,1.0,50710.0,8.0,17.0,8.0,3.0,1.0,0.0,0.0,6.16
1170,32.0,1.0,136950.0,0.0,13.0,3.0,3.0,2.0,2.0,2.0,6.01
1171,39.0,4.0,134020.0,7.0,14.0,18.0,1.0,7.0,1.0,7.0,8.02
1172,38.0,20.0,20290.0,3.0,11.0,20.0,3.0,18.0,1.0,11.0,8.0
1173,32.0,18.0,63770.0,1.0,12.0,14.0,3.0,14.0,5.0,7.0,7.9
1174,37.0,1.0,54290.0,1.0,17.0,16.0,3.0,16.0,6.0,8.0,9.39
1175,25.0,2.0,27850.0,0.0,21.0,6.0,2.0,5.0,0.0,4.0,7.97
1176,52.0,2.0,46140.0,2.0,16.0,16.0,3.0,9.0,0.0,0.0,6.81
1177,44.0,8.0,26100.0,6.0,15.0,6.0,2.0,4.0,1.0,2.0,10.8
1178,21.0,10.0,66870.0,1.0,19.0,2.0,0.0,2.0,1.0,2.0,8.16
1179,39.0,3.0,47240.0,2.0,12.0,21.0,4.0,6.0,1.0,3.0,6.31
1180,23.0,2.0,61790.0,1.0,11.0,1.0,3.0,1.0,1.0,0.0,8.03
1181,36.0,24.0,61200.0,0.0,19.0,10.0,2.0,9.0,3.0,4.0,7.79
1182,36.0,16.0,105960.0,7.0,15.0,18.0,3.0,4.0,0.0,2.0,7.84
1183,56.0,8.0,54670.0,1.0,20.0,13.0,6.0,13.0,1.0,9.0,6.59
1184,29.0,9.0,29960.0,9.0,25.0,4.0,4.0,2.0,2.0,2.0,10.9
1185,42.0,17.0,99980.0,5.0,24.0,24.0,3.0,22.0,4.0,14.0,7.4
1186,56.0,10.0,40780.0,8.0,24.0,14.0,3.0,10.0,9.0,8.0,6.82
1187,41.0,13.0,109200.0,0.0,15.0,21.0,3.0,20.0,0.0,10.0,7.8
1188,34.0,1.0,62320.0,1.0,13.0,8.0,3.0,8.0,1.0,7.0,7.38
1189,36.0,1.0,132470.0,1.0,14.0,15.0,3.0,15.0,11.0,11.0,7.68
1190,41.0,1.0,40810.0,2.0,13.0,14.0,3.0,5.0,0.0,4.0,7.09
1191,32.0,9.0,57690.0,1.0,11.0,4.0,3.0,4.0,1.0,2.0,6.73
1192,35.0,16.0,23940.0,1.0,16.0,9.0,3.0,9.0,1.0,7.0,10.5
1193,38.0,23.0,39040.0,1.0,22.0,10.0,3.0,10.0,1.0,9.0,6.91
1194,50.0,4.0,167990.0,7.0,14.0,12.0,2.0,6.0,0.0,1.0,7.21
1195,36.0,22.0,29500.0,4.0,14.0,8.0,1.0,6.0,0.0,0.0,6.28
1196,45.0,24.0,36290.0,8.0,16.0,8.0,2.0,5.0,0.0,1.0,6.08
1197,40.0,10.0,93620.0,2.0,11.0,8.0,6.0,2.0,2.0,2.0,6.21
1198,35.0,7.0,32290.0,1.0,25.0,10.0,2.0,10.0,0.0,2.0,8.43
1199,40.0,17.0,35780.0,2.0,14.0,20.0,2.0,5.0,0.0,2.0,7.48
1200,35.0,14.0,79880.0,1.0,18.0,4.0,3.0,4.0,1.0,1.0,6.9
1201,29.0,1.0,42840.0,4.0,11.0,10.0,5.0,4.0,0.0,3.0,9.82
1202,29.0,5.0,75530.0,1.0,19.0,5.0,3.0,5.0,0.0,4.0,6.08
1203,50.0,17.0,173280.0,4.0,15.0,20.0,1.0,3.0,2.0,0.0,9.62
1204,39.0,25.0,197010.0,0.0,11.0,21.0,3.0,20.0,9.0,6.0,7.51
1205,31.0,8.0,147320.0,0.0,12.0,10.0,3.0,9.0,1.0,7.0,7.31
1206,26.0,11.0,92780.0,0.0,20.0,5.0,3.0,4.0,0.0,0.0,7.5
1207,36.0,5.0,13590.0,4.0,12.0,17.0,2.0,5.0,0.0,3.0,7.69
1208,39.0,2.0,47790.0,4.0,14.0,9.0,3.0,7.0,1.0,7.0,6.05
1209,27.0,8.0,164220.0,1.0,20.0,6.0,3.0,6.0,0.0,3.0,9.29
1210,49.0,6.0,29960.0,2.0,18.0,17.0,2.0,9.0,0.0,8.0,6.4
1211,34.0,4.0,12610.0,2.0,14.0,6.0,6.0,4.0,1.0,2.0,6.46
1212,41.0,7.0,20990.0,8.0,12.0,8.0,2.0,6.0,0.0,5.0,8.63
1213,49.0,1.0,58100.0,1.0,21.0,10.0,2.0,10.0,1.0,7.0,6.71
1214,37.0,2.0,56470.0,6.0,19.0,7.0,2.0,0.0,0.0,0.0,8.52
1215,33.0,10.0,34200.0,1.0,14.0,8.0,3.0,8.0,3.0,0.0,9.48
1216,27.0,5.0,44000.0,9.0,17.0,6.0,3.0,2.0,2.0,2.0,6.41
1217,32.0,9.0,35000.0,0.0,16.0,8.0,2.0,7.0,3.0,6.0,7.28
1218,59.0,2.0,20660.0,4.0,12.0,12.0,3.0,1.0,0.0,0.0,10.04
1219,30.0,11.0,171690.0,1.0,17.0,1.0,2.0,1.0,0.0,0.0,6.39
1220,38.0,18.0,41620.0,0.0,15.0,10.0,1.0,9.0,1.0,8.0,8.0
1221,36.0,7.0,92040.0,6.0,23.0,17.0,2.0,7.0,7.0,7.0,7.83
1222,35.0,3.0,32940.0,0.0,11.0,6.0,2.0,5.0,0.0,3.0,7.5
1223,29.0,29.0,21270.0,0.0,11.0,10.0,3.0,9.0,0.0,8.0,10.72
1224,31.0,2.0,39750.0,1.0,15.0,5.0,3.0,5.0,4.0,3.0,6.31
1225,34.0,28.0,107930.0,0.0,11.0,3.0,1.0,2.0,1.0,2.0,7.61
1226,28.0,1.0,100960.0,5.0,13.0,6.0,2.0,4.0,0.0,3.0,10.48
1227,29.0,16.0,36460.0,1.0,14.0,10.0,3.0,10.0,8.0,8.0,7.97
1228,32.0,22.0,74460.0,0.0,19.0,7.0,3.0,6.0,0.0,5.0,10.7
1229,22.0,8.0,108510.0,1.0,16.0,1.0,2.0,1.0,0.0,0.0,10.0
1230,53.0,11.0,21090.0,2.0,13.0,31.0,3.0,25.0,3.0,7.0,8.02
1231,38.0,29.0,37220.0,5.0,14.0,6.0,0.0,3.0,1.0,2.0,9.69
1232,24.0,1.0,93800.0,0.0,16.0,5.0,2.0,4.0,1.0,3.0,6.91
1233,36.0,1.0,54860.0,7.0,12.0,10.0,2.0,5.0,0.0,3.0,6.48
1234,34.0,24.0,27420.0,0.0,11.0,13.0,2.0,12.0,2.0,11.0,6.09
1235,21.0,2.0,137570.0,1.0,12.0,0.0,3.0,0.0,0.0,0.0,6.0
1236,34.0,15.0,84630.0,2.0,13.0,8.0,2.0,4.0,1.0,3.0,7.82
1237,53.0,2.0,31620.0,4.0,15.0,26.0,4.0,14.0,4.0,8.0,7.48
1238,32.0,10.0,165980.0,1.0,13.0,10.0,2.0,10.0,6.0,7.0,9.49
1239,42.0,10.0,66510.0,0.0,20.0,10.0,5.0,9.0,4.0,2.0,6.89
1240,44.0,3.0,23450.0,3.0,15.0,24.0,0.0,22.0,5.0,17.0,7.1
1241,46.0,2.0,34200.0,3.0,13.0,22.0,3.0,2.0,2.0,1.0,8.01
1242,33.0,3.0,43730.0,4.0,14.0,7.0,3.0,1.0,0.0,0.0,6.53
1243,44.0,26.0,47590.0,2.0,21.0,9.0,2.0,4.0,1.0,3.0,8.53
1244,30.0,1.0,53010.0,1.0,16.0,10.0,3.0,10.0,1.0,8.0,6.12
1245,39.0,1.0,36730.0,3.0,14.0,19.0,3.0,1.0,0.0,0.0,6.52
1246,24.0,2.0,47680.0,2.0,11.0,6.0,2.0,2.0,2.0,0.0,9.68
1247,43.0,9.0,12740.0,1.0,19.0,6.0,3.0,5.0,1.0,4.0,6.49
1248,50.0,12.0,49000.0,1.0,11.0,3.0,3.0,3.0,0.0,2.0,8.92
1249,35.0,2.0,104660.0,1.0,13.0,2.0,1.0,2.0,2.0,2.0,7.09
1250,36.0,25.0,170070.0,9.0,12.0,6.0,2.0,1.0,0.0,0.0,9.08
1251,33.0,9.0,29090.0,2.0,11.0,10.0,2.0,5.0,1.0,3.0,6.56
1252,35.0,10.0,57650.0,1.0,14.0,1.0,2.0,1.0,0.0,0.0,6.19
1253,27.0,8.0,45990.0,1.0,15.0,1.0,3.0,1.0,0.0,0.0,7.62
1254,26.0,4.0,24040.0,1.0,12.0,1.0,6.0,1.0,0.0,1.0,7.69
1255,27.0,24.0,31720.0,1.0,20.0,9.0,1.0,9.0,1.0,7.0,6.84
1256,30.0,1.0,20330.0,1.0,14.0,12.0,3.0,12.0,3.0,7.0,6.82
1257,41.0,20.0,102090.0,1.0,13.0,23.0,2.0,22.0,15.0,8.0,5.96
1258,34.0,7.0,86200.0,0.0,13.0,10.0,2.0,9.0,8.0,7.0,7.82
1259,37.0,17.0,20640.0,4.0,16.0,8.0,3.0,1.0,0.0,0.0,6.1
1260,46.0,20.0,40350.0,4.0,14.0,14.0,2.0,9.0,0.0,8.0,9.32
1261,35.0,8.0,38380.0,1.0,16.0,1.0,2.0,1.0,0.0,1.0,6.91
1262,48.0,2.0,45910.0,9.0,16.0,23.0,6.0,1.0,0.0,0.0,9.3
1263,28.0,10.0,25610.0,1.0,22.0,2.0,3.0,2.0,2.0,2.0,10.68
1264,44.0,1.0,15630.0,5.0,12.0,9.0,3.0,4.0,1.0,3.0,9.39
1265,35.0,5.0,48980.0,2.0,15.0,10.0,2.0,4.0,2.0,3.0,9.51
1266,26.0,4.0,47890.0,7.0,20.0,5.0,2.0,2.0,0.0,0.0,10.2
1267,33.0,29.0,31800.0,1.0,14.0,15.0,2.0,15.0,8.0,12.0,8.21
1268,35.0,15.0,65490.0,1.0,20.0,9.0,3.0,9.0,1.0,8.0,6.47
1269,35.0,3.0,63880.0,3.0,13.0,4.0,6.0,2.0,2.0,2.0,8.79
1270,31.0,10.0,112440.0,3.0,12.0,10.0,3.0,7.0,1.0,7.0,6.1
1271,37.0,4.0,160320.0,1.0,13.0,7.0,2.0,7.0,0.0,7.0,7.42
1272,32.0,21.0,23620.0,1.0,11.0,9.0,2.0,9.0,7.0,8.0,8.11
1273,38.0,25.0,163280.0,1.0,17.0,10.0,2.0,10.0,9.0,9.0,6.24
1274,50.0,2.0,83760.0,5.0,14.0,29.0,2.0,27.0,13.0,8.0,9.53
1275,59.0,1.0,166060.0,7.0,11.0,28.0,6.0,21.0,7.0,9.0,6.92
1276,36.0,1.0,86060.0,1.0,14.0,17.0,3.0,17.0,12.0,8.0,6.0
1277,55.0,7.0,22720.0,2.0,17.0,21.0,2.0,5.0,0.0,2.0,8.11
1278,36.0,3.0,20180.0,1.0,13.0,6.0,5.0,6.0,0.0,3.0,7.22
1279,45.0,1.0,70830.0,2.0,12.0,25.0,5.0,1.0,0.0,0.0,6.81
1280,35.0,9.0,40840.0,4.0,13.0,5.0,3.0,3.0,1.0,2.0,6.1
1281,36.0,7.0,144110.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,8.89
1282,59.0,10.0,23080.0,7.0,19.0,20.0,4.0,4.0,1.0,3.0,6.79
1283,29.0,28.0,48410.0,0.0,11.0,6.0,3.0,5.0,0.0,4.0,7.83
1284,31.0,3.0,42850.0,1.0,21.0,1.0,2.0,1.0,1.0,0.0,6.3
1285,32.0,3.0,97150.0,1.0,15.0,10.0,1.0,10.0,0.0,9.0,7.52
1286,36.0,2.0,43200.0,3.0,17.0,5.0,2.0,1.0,0.0,0.0,7.18
1287,31.0,27.0,21320.0,1.0,18.0,11.0,3.0,11.0,1.0,8.0,6.1
1288,35.0,2.0,101240.0,0.0,14.0,16.0,2.0,15.0,2.0,8.0,6.02
1289,45.0,14.0,54730.0,4.0,13.0,17.0,3.0,0.0,0.0,0.0,8.9
1290,37.0,1.0,52070.0,4.0,17.0,16.0,3.0,5.0,0.0,2.0,6.6
1291,46.0,9.0,164370.0,8.0,15.0,16.0,0.0,4.0,0.0,2.0,10.27
1292,30.0,18.0,22960.0,1.0,18.0,10.0,2.0,10.0,3.0,0.0,9.2
1293,35.0,20.0,40690.0,1.0,13.0,6.0,5.0,6.0,0.0,4.0,7.9
1294,55.0,2.0,74410.0,3.0,12.0,24.0,4.0,1.0,1.0,0.0,6.71
1295,38.0,11.0,24300.0,7.0,13.0,17.0,2.0,13.0,1.0,9.0,8.81
1296,34.0,8.0,58780.0,1.0,14.0,5.0,1.0,5.0,1.0,3.0,8.01
1297,56.0,2.0,26440.0,4.0,11.0,37.0,2.0,6.0,0.0,2.0,6.31
1298,23.0,10.0,64390.0,3.0,22.0,3.0,2.0,0.0,0.0,0.0,6.41
1299,51.0,29.0,24510.0,3.0,17.0,10.0,2.0,4.0,0.0,3.0,6.76
1300,30.0,8.0,63920.0,1.0,21.0,11.0,2.0,11.0,10.0,8.0,7.62
1301,46.0,1.0,97140.0,1.0,22.0,9.0,0.0,9.0,4.0,7.0,6.2
1302,40.0,6.0,60770.0,1.0,16.0,22.0,2.0,22.0,11.0,11.0,7.4
1303,51.0,8.0,24500.0,0.0,12.0,11.0,2.0,10.0,1.0,0.0,10.09
1304,30.0,9.0,92500.0,1.0,12.0,11.0,0.0,11.0,2.0,7.0,8.07
1305,46.0,12.0,20740.0,2.0,15.0,21.0,3.0,10.0,9.0,5.0,9.02
1306,32.0,15.0,101690.0,1.0,14.0,12.0,6.0,11.0,5.0,7.0,7.31
1307,54.0,25.0,48550.0,9.0,25.0,16.0,2.0,4.0,0.0,3.0,7.59
1308,24.0,6.0,40870.0,0.0,20.0,4.0,1.0,3.0,0.0,2.0,7.8
1309,28.0,9.0,23670.0,1.0,13.0,5.0,2.0,5.0,0.0,4.0,5.99
1310,58.0,8.0,29720.0,0.0,14.0,38.0,2.0,37.0,1.0,8.0,7.08
1311,44.0,23.0,195860.0,4.0,16.0,17.0,3.0,3.0,1.0,2.0,6.73
1312,37.0,9.0,54840.0,2.0,17.0,7.0,4.0,3.0,0.0,2.0,10.15
1313,32.0,12.0,20610.0,1.0,15.0,1.0,2.0,1.0,0.0,0.0,7.96
1314,20.0,4.0,99240.0,1.0,22.0,1.0,3.0,1.0,1.0,0.0,10.71
1315,34.0,1.0,41980.0,1.0,22.0,16.0,2.0,16.0,2.0,10.0,7.62
1316,37.0,24.0,68150.0,5.0,20.0,17.0,3.0,1.0,0.0,0.0,7.78
1317,59.0,12.0,47230.0,9.0,14.0,30.0,0.0,3.0,2.0,2.0,7.21
1318,50.0,3.0,61420.0,3.0,13.0,28.0,3.0,8.0,0.0,7.0,9.58
1319,25.0,10.0,82370.0,1.0,13.0,6.0,6.0,6.0,0.0,3.0,8.51
1320,25.0,26.0,88530.0,1.0,22.0,2.0,3.0,2.0,2.0,1.0,7.7
1321,22.0,2.0,193310.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,6.26
1322,51.0,1.0,20730.0,3.0,14.0,23.0,4.0,13.0,12.0,8.0,7.49
1323,34.0,4.0,55620.0,1.0,15.0,9.0,3.0,9.0,0.0,6.0,8.22
1324,54.0,9.0,196130.0,2.0,17.0,23.0,5.0,5.0,4.0,4.0,8.14
1325,24.0,2.0,34070.0,0.0,13.0,6.0,4.0,5.0,1.0,2.0,6.49
1326,34.0,4.0,50630.0,6.0,12.0,12.0,2.0,1.0,0.0,0.0,6.0
1327,37.0,6.0,46390.0,2.0,12.0,12.0,3.0,5.0,1.0,3.0,6.22
1328,34.0,9.0,48760.0,2.0,21.0,14.0,3.0,11.0,5.0,8.0,7.86
1329,36.0,7.0,26900.0,0.0,11.0,10.0,1.0,9.0,2.0,8.0,7.98
1330,36.0,1.0,175670.0,5.0,13.0,7.0,6.0,1.0,0.0,0.0,7.5
1331,43.0,3.0,24080.0,1.0,12.0,25.0,3.0,25.0,4.0,12.0,8.7
1332,30.0,10.0,28140.0,1.0,24.0,10.0,2.0,10.0,0.0,9.0,7.91
1333,33.0,7.0,112450.0,0.0,21.0,8.0,3.0,7.0,0.0,7.0,6.71
1334,56.0,15.0,33120.0,9.0,19.0,7.0,1.0,5.0,4.0,3.0,9.01
1335,51.0,3.0,190490.0,7.0,14.0,23.0,2.0,20.0,15.0,15.0,6.69
1336,31.0,2.0,21410.0,4.0,20.0,12.0,2.0,7.0,7.0,7.0,8.4
1337,26.0,17.0,57690.0,1.0,19.0,5.0,4.0,5.0,4.0,3.0,7.68
1338,58.0,2.0,43850.0,1.0,13.0,40.0,2.0,40.0,15.0,6.0,7.55
1339,19.0,5.0,53320.0,1.0,23.0,0.0,2.0,0.0,0.0,0.0,9.36
1340,22.0,29.0,46630.0,0.0,13.0,3.0,1.0,2.0,2.0,1.0,6.38
1341,49.0,2.0,47240.0,1.0,11.0,16.0,3.0,15.0,5.0,11.0,7.19
1342,43.0,2.0,32110.0,4.0,13.0,18.0,2.0,3.0,1.0,2.0,7.98
1343,50.0,19.0,53770.0,4.0,14.0,16.0,3.0,2.0,2.0,1.0,7.08
1344,31.0,15.0,40660.0,3.0,22.0,4.0,2.0,2.0,2.0,2.0,8.41
1345,41.0,17.0,52080.0,3.0,11.0,12.0,2.0,9.0,0.0,7.0,8.12
1346,26.0,17.0,48770.0,1.0,13.0,8.0,5.0,8.0,5.0,7.0,7.95
1347,36.0,25.0,31170.0,6.0,21.0,7.0,2.0,3.0,0.0,1.0,6.8
1348,51.0,6.0,15690.0,2.0,11.0,18.0,2.0,4.0,0.0,3.0,7.19
1349,39.0,7.0,196580.0,4.0,13.0,17.0,3.0,15.0,5.0,9.0,7.88
1350,25.0,29.0,30690.0,2.0,14.0,6.0,3.0,2.0,2.0,2.0,7.79
1351,30.0,21.0,104350.0,0.0,11.0,12.0,5.0,11.0,4.0,7.0,10.0
1352,32.0,2.0,41480.0,7.0,15.0,10.0,0.0,5.0,0.0,4.0,7.9
1353,45.0,2.0,57680.0,5.0,23.0,9.0,4.0,6.0,0.0,3.0,7.37
1354,38.0,7.0,50420.0,3.0,16.0,19.0,4.0,3.0,2.0,2.0,10.42
1355,30.0,13.0,57700.0,1.0,16.0,5.0,2.0,5.0,0.0,4.0,6.68
1356,32.0,2.0,77560.0,0.0,21.0,9.0,3.0,8.0,0.0,7.0,6.51
1357,30.0,1.0,103060.0,5.0,13.0,8.0,5.0,3.0,2.0,2.0,6.72
1358,30.0,9.0,39360.0,0.0,11.0,6.0,3.0,5.0,1.0,2.0,6.39
1359,41.0,10.0,79450.0,4.0,12.0,21.0,6.0,7.0,7.0,7.0,7.32
1360,41.0,10.0,57430.0,2.0,12.0,7.0,2.0,5.0,1.0,4.0,8.02
1361,19.0,1.0,152020.0,1.0,18.0,1.0,2.0,1.0,0.0,0.0,6.38
1362,40.0,26.0,54400.0,1.0,12.0,20.0,2.0,20.0,2.0,13.0,7.0
1363,35.0,8.0,37600.0,1.0,14.0,10.0,2.0,10.0,0.0,6.0,7.4
1364,53.0,14.0,35170.0,2.0,12.0,13.0,1.0,7.0,4.0,5.0,10.89
1365,45.0,1.0,25800.0,8.0,17.0,20.0,3.0,17.0,0.0,15.0,6.79
1366,32.0,2.0,21660.0,1.0,19.0,9.0,4.0,9.0,3.0,7.0,7.91
1367,29.0,10.0,58690.0,1.0,11.0,10.0,6.0,10.0,0.0,9.0,6.1
1368,51.0,1.0,80080.0,2.0,15.0,10.0,4.0,1.0,0.0,0.0,7.57
1369,58.0,3.0,52060.0,4.0,11.0,9.0,4.0,1.0,0.0,0.0,9.99
1370,40.0,11.0,52950.0,7.0,18.0,15.0,4.0,12.0,2.0,11.0,6.2
1371,34.0,24.0,164130.0,6.0,16.0,6.0,1.0,4.0,1.0,2.0,6.98
1372,22.0,3.0,132690.0,1.0,25.0,2.0,2.0,2.0,2.0,2.0,7.68
1373,27.0,3.0,27830.0,6.0,16.0,6.0,2.0,2.0,2.0,2.0,6.3
1374,28.0,4.0,54330.0,1.0,13.0,5.0,4.0,5.0,0.0,2.0,6.53
1375,57.0,3.0,20130.0,3.0,14.0,12.0,5.0,5.0,1.0,4.0,10.87
1376,27.0,2.0,139660.0,1.0,19.0,1.0,1.0,1.0,0.0,1.0,10.62
1377,50.0,4.0,43740.0,3.0,15.0,21.0,5.0,5.0,4.0,4.0,6.21
1378,41.0,7.0,68420.0,4.0,12.0,13.0,3.0,9.0,1.0,8.0,6.19
1379,30.0,1.0,174260.0,2.0,12.0,12.0,0.0,10.0,7.0,4.0,6.91
1380,38.0,1.0,176030.0,4.0,16.0,12.0,0.0,8.0,0.0,7.0,6.32
1381,32.0,20.0,45810.0,3.0,14.0,8.0,3.0,5.0,1.0,4.0,6.93
1382,27.0,5.0,47350.0,0.0,13.0,6.0,2.0,5.0,1.0,1.0,8.89
1383,19.0,10.0,41870.0,0.0,22.0,1.0,4.0,0.0,0.0,0.0,7.51
1384,36.0,25.0,55050.0,4.0,21.0,13.0,3.0,8.0,7.0,2.0,7.41
1385,30.0,1.0,54700.0,1.0,18.0,12.0,2.0,12.0,6.0,10.0,6.81
1386,45.0,24.0,54760.0,4.0,13.0,9.0,3.0,5.0,0.0,3.0,8.13
1387,56.0,4.0,25870.0,4.0,12.0,19.0,2.0,2.0,2.0,2.0,8.28
1388,33.0,2.0,24400.0,0.0,18.0,4.0,4.0,3.0,0.0,2.0,6.79
1389,19.0,8.0,159720.0,1.0,21.0,1.0,2.0,1.0,1.0,0.0,7.21
1390,46.0,10.0,153790.0,1.0,12.0,24.0,1.0,24.0,15.0,7.0,6.92
1391,38.0,4.0,70820.0,1.0,14.0,2.0,3.0,2.0,2.0,1.0,7.93
1392,31.0,2.0,27280.0,8.0,11.0,7.0,3.0,4.0,0.0,2.0,10.36
1393,34.0,9.0,53680.0,2.0,14.0,9.0,2.0,3.0,1.0,2.0,6.25
1394,41.0,18.0,53470.0,1.0,24.0,4.0,1.0,4.0,0.0,2.0,10.12
1395,50.0,19.0,31950.0,2.0,11.0,5.0,4.0,3.0,0.0,2.0,6.78
1396,53.0,1.0,39890.0,1.0,13.0,5.0,2.0,4.0,1.0,3.0,6.12
1397,33.0,4.0,33060.0,1.0,11.0,8.0,6.0,8.0,1.0,6.0,7.52
1398,40.0,11.0,70050.0,1.0,20.0,21.0,2.0,20.0,9.0,9.0,6.21
1399,55.0,6.0,26550.0,8.0,17.0,36.0,0.0,24.0,2.0,15.0,6.11
1400,34.0,7.0,13930.0,1.0,11.0,10.0,4.0,10.0,1.0,9.0,6.8
1401,51.0,4.0,25700.0,3.0,18.0,21.0,2.0,7.0,1.0,0.0,7.39
1402,52.0,2.0,35370.0,0.0,11.0,34.0,3.0,33.0,11.0,9.0,6.3
1403,27.0,15.0,39860.0,1.0,12.0,7.0,3.0,7.0,0.0,3.0,7.53
1404,35.0,2.0,108830.0,3.0,12.0,8.0,3.0,1.0,0.0,1.0,8.99
1405,43.0,6.0,20280.0,4.0,20.0,7.0,2.0,5.0,2.0,2.0,8.01
1406,45.0,9.0,95250.0,9.0,19.0,22.0,3.0,20.0,11.0,8.0,6.18
1407,37.0,7.0,29290.0,1.0,12.0,8.0,2.0,8.0,1.0,7.0,10.13
1408,35.0,1.0,22750.0,5.0,13.0,10.0,2.0,6.0,1.0,2.0,6.09
1409,42.0,1.0,78790.0,2.0,11.0,11.0,2.0,5.0,0.0,2.0,6.4
1410,38.0,8.0,49300.0,9.0,14.0,14.0,0.0,1.0,0.0,0.0,6.29
1411,38.0,25.0,78470.0,3.0,14.0,9.0,3.0,7.0,1.0,7.0,7.26
1412,27.0,13.0,44010.0,5.0,13.0,6.0,4.0,2.0,2.0,0.0,6.52
1413,49.0,23.0,92410.0,1.0,19.0,7.0,5.0,7.0,1.0,7.0,9.59
1414,34.0,7.0,29740.0,1.0,23.0,5.0,2.0,5.0,2.0,0.0,10.51
1415,40.0,23.0,45020.0,8.0,12.0,15.0,0.0,7.0,3.0,7.0,10.4
1416,38.0,6.0,107480.0,7.0,15.0,17.0,3.0,1.0,0.0,0.0,8.37
1417,29.0,10.0,15550.0,1.0,19.0,10.0,2.0,10.0,1.0,9.0,6.71
1418,22.0,1.0,129360.0,1.0,11.0,4.0,3.0,4.0,2.0,2.0,8.53
1419,36.0,1.0,23050.0,1.0,17.0,8.0,3.0,8.0,1.0,7.0,7.5
1420,40.0,28.0,167040.0,9.0,22.0,5.0,2.0,3.0,0.0,2.0,6.09
1421,46.0,25.0,34330.0,7.0,18.0,17.0,3.0,4.0,0.0,3.0,5.98
1422,32.0,5.0,34770.0,1.0,11.0,14.0,2.0,14.0,9.0,8.0,7.78
1423,30.0,17.0,64300.0,1.0,12.0,12.0,2.0,11.0,5.0,8.0,7.99
1424,27.0,18.0,65160.0,1.0,19.0,7.0,4.0,7.0,0.0,7.0,6.2
1425,51.0,2.0,39070.0,5.0,13.0,16.0,2.0,10.0,4.0,7.0,6.7
1426,30.0,10.0,55620.0,5.0,13.0,8.0,3.0,5.0,0.0,4.0,8.53
1427,41.0,1.0,68830.0,3.0,19.0,16.0,3.0,1.0,0.0,0.0,9.09
1428,30.0,3.0,28620.0,5.0,14.0,9.0,2.0,6.0,0.0,1.0,7.01
1429,29.0,2.0,49780.0,0.0,13.0,7.0,3.0,6.0,1.0,5.0,7.79
1430,45.0,2.0,103680.0,6.0,12.0,23.0,2.0,19.0,12.0,8.0,6.59
1431,54.0,8.0,61340.0,2.0,19.0,16.0,2.0,6.0,0.0,5.0,6.42
1432,36.0,16.0,67350.0,8.0,25.0,16.0,3.0,13.0,3.0,7.0,7.59
1433,33.0,9.0,32950.0,6.0,22.0,7.0,2.0,3.0,1.0,1.0,7.49
1434,37.0,2.0,52380.0,1.0,15.0,10.0,5.0,10.0,0.0,7.0,10.13
1435,38.0,1.0,64720.0,0.0,12.0,17.0,4.0,16.0,5.0,13.0,6.88
1436,31.0,4.0,96100.0,0.0,11.0,6.0,2.0,5.0,1.0,4.0,5.99
1437,59.0,5.0,198330.0,3.0,13.0,7.0,2.0,1.0,0.0,0.0,6.18
1438,37.0,2.0,97560.0,4.0,19.0,13.0,2.0,9.0,5.0,8.0,6.95
1439,29.0,15.0,49680.0,1.0,19.0,11.0,4.0,11.0,4.0,1.0,6.32
1440,35.0,19.0,21450.0,1.0,13.0,10.0,6.0,10.0,0.0,8.0,6.0
1441,29.0,7.0,21800.0,1.0,21.0,4.0,2.0,4.0,0.0,1.0,8.35
1442,52.0,1.0,83460.0,7.0,14.0,6.0,5.0,2.0,2.0,2.0,7.41
