EmployeeID,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,mean_time,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,StockOptionLevel,resignationReason,retirementType
969,32.0,1.0,88580.0,6.0,16.0,10.0,2.0,5.0,1.0,3.0,6.91,Travel_Frequently,Sales,1,Marketing,Male,2,Laboratory Technician,Married,3,3,1.0,3.0,2.0,1,Others,Resignation
970,31.0,14.0,167560.0,1.0,11.0,6.0,5.0,5.0,0.0,3.0,7.19,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Executive,Married,3,3,2.0,3.0,4.0,2,Others,Resignation
971,41.0,2.0,107980.0,6.0,14.0,10.0,5.0,3.0,1.0,2.0,7.72,Non-Travel,Sales,2,Medical,Male,2,Research Scientist,Married,1,3,3.0,2.0,3.0,2,Others,Resignation
972,40.0,22.0,23230.0,2.0,16.0,18.0,2.0,1.0,0.0,0.0,9.78,Travel_Rarely,Research & Development,2,Technical Degree,Male,1,Healthcare Representative,Married,3,3,2.0,1.0,3.0,1,Others,Resignation
973,24.0,3.0,14160.0,1.0,15.0,6.0,3.0,6.0,1.0,2.0,5.99,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,Divorced,2,3,2.0,1.0,4.0,1,Others,Resignation
974,46.0,6.0,46150.0,6.0,12.0,19.0,3.0,10.0,0.0,9.0,7.58,Travel_Rarely,Research & Development,3,Medical,Male,4,Sales Executive,Single,2,3,3.0,2.0,3.0,0,Others,Resignation
975,35.0,8.0,24610.0,2.0,20.0,17.0,4.0,7.0,0.0,7.0,7.38,Travel_Rarely,Sales,4,Life Sciences,Male,1,Laboratory Technician,Married,3,4,4.0,3.0,3.0,1,Others,Resignation
976,30.0,9.0,87220.0,1.0,17.0,10.0,3.0,10.0,0.0,8.0,7.28,Travel_Rarely,Sales,4,Marketing,Male,1,Laboratory Technician,Married,3,3,2.0,4.0,2.0,1,Others,Resignation
977,47.0,3.0,39550.0,7.0,12.0,4.0,5.0,1.0,0.0,0.0,7.69,Non-Travel,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,3,3,3.0,2.0,1.0,1,Others,Resignation
978,46.0,1.0,99570.0,4.0,20.0,13.0,1.0,10.0,0.0,3.0,9.8,Travel_Rarely,Research & Development,4,Technical Degree,Female,3,Sales Executive,Divorced,3,4,3.0,4.0,2.0,0,Others,Resignation
979,36.0,1.0,33760.0,5.0,20.0,16.0,3.0,2.0,2.0,2.0,10.38,Travel_Rarely,Research & Development,3,Medical,Male,2,Manufacturing Director,Divorced,3,4,2.0,1.0,3.0,0,Stress,Resignation
980,32.0,26.0,88230.0,6.0,13.0,10.0,3.0,0.0,0.0,0.0,7.01,Travel_Rarely,Research & Development,3,Medical,Female,2,Research Director,Single,3,3,1.0,2.0,3.0,2,Salary,Resignation
981,23.0,6.0,103220.0,1.0,14.0,3.0,2.0,3.0,1.0,2.0,6.03,Travel_Rarely,Sales,4,Life Sciences,Male,3,Manufacturing Director,Single,3,3,3.0,2.0,1.0,2,Others,Resignation
982,31.0,3.0,46210.0,2.0,18.0,9.0,3.0,5.0,1.0,4.0,6.46,Travel_Frequently,Sales,3,Marketing,Male,2,Sales Executive,Single,3,3,4.0,4.0,2.0,1,Others,Resignation
983,39.0,3.0,109760.0,1.0,11.0,9.0,3.0,9.0,5.0,8.0,10.2,Non-Travel,Research & Development,3,Life Sciences,Female,2,Manufacturing Director,Married,2,3,4.0,4.0,3.0,0,Others,Resignation
984,32.0,6.0,36600.0,3.0,11.0,10.0,0.0,4.0,0.0,2.0,7.6,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Research Scientist,Married,2,3,4.0,3.0,1.0,2,Others,Resignation
985,40.0,6.0,104820.0,1.0,11.0,21.0,6.0,21.0,12.0,8.0,7.91,Travel_Rarely,Sales,3,Life Sciences,Male,3,Manufacturing Director,Single,2,3,2.0,2.0,2.0,1,Others,Resignation
986,45.0,19.0,71190.0,4.0,15.0,9.0,2.0,5.0,0.0,3.0,7.79,Travel_Rarely,Research & Development,4,Medical,Male,1,Sales Representative,Married,3,3,3.0,3.0,4.0,0,Others,Resignation
987,30.0,9.0,95820.0,0.0,12.0,10.0,2.0,9.0,0.0,7.0,6.22,Travel_Frequently,Sales,3,Life Sciences,Male,1,Research Director,Single,3,3,4.0,1.0,3.0,1,Others,Resignation
988,24.0,3.0,45080.0,0.0,11.0,3.0,5.0,2.0,2.0,1.0,5.95,Travel_Frequently,Sales,4,Marketing,Male,1,Sales Executive,Married,3,3,1.0,4.0,3.0,1,Others,Resignation
989,30.0,10.0,22070.0,6.0,14.0,6.0,4.0,4.0,1.0,2.0,6.72,Travel_Frequently,Research & Development,3,Life Sciences,Female,1,Human Resources,Divorced,3,3,3.0,4.0,2.0,0,Others,Resignation
990,31.0,3.0,77560.0,1.0,15.0,6.0,3.0,5.0,0.0,2.0,7.61,Travel_Rarely,Research & Development,2,Life Sciences,Male,3,Laboratory Technician,Married,4,3,1.0,3.0,3.0,2,Others,Resignation
991,27.0,3.0,66940.0,1.0,13.0,6.0,2.0,6.0,1.0,4.0,6.3,Travel_Rarely,Sales,3,Life Sciences,Male,1,Manager,Single,2,3,3.0,4.0,2.0,1,Others,Resignation
992,29.0,4.0,36910.0,1.0,13.0,2.0,3.0,2.0,2.0,2.0,6.81,Travel_Rarely,Sales,3,Marketing,Male,5,Research Scientist,Single,3,3,2.0,2.0,3.0,0,Stress,Resignation
993,29.0,8.0,23770.0,8.0,21.0,10.0,2.0,3.0,0.0,2.0,8.8,Travel_Frequently,Research & Development,4,Life Sciences,Female,1,Sales Executive,Single,3,4,4.0,3.0,4.0,1,Others,Resignation
994,30.0,7.0,23130.0,2.0,11.0,12.0,5.0,7.0,1.0,7.0,8.03,Travel_Rarely,Sales,3,Life Sciences,Male,3,Sales Executive,Divorced,3,3,3.0,1.0,3.0,0,Others,Resignation
995,34.0,1.0,176650.0,0.0,11.0,6.0,5.0,5.0,1.0,2.0,9.94,Travel_Rarely,Research & Development,2,Medical,Female,2,Healthcare Representative,Married,2,3,4.0,4.0,3.0,0,Others,Resignation
996,33.0,2.0,25960.0,8.0,14.0,13.0,4.0,11.0,1.0,7.0,7.39,Non-Travel,Research & Development,4,Medical,Male,1,Sales Representative,Single,3,3,4.0,2.0,2.0,1,Others,Resignation
997,49.0,3.0,47280.0,3.0,11.0,8.0,4.0,5.0,0.0,4.0,7.7,Travel_Rarely,Sales,4,Marketing,Male,1,Sales Executive,Single,3,3,4.0,4.0,4.0,1,Others,Resignation
998,33.0,10.0,43020.0,2.0,13.0,11.0,3.0,0.0,0.0,0.0,8.28,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Executive,Single,1,3,1.0,1.0,2.0,0,Others,Resignation
999,38.0,28.0,29790.0,4.0,12.0,9.0,3.0,6.0,0.0,5.0,7.88,Travel_Frequently,Research & Development,3,Medical,Male,1,Healthcare Representative,Married,3,3,3.0,2.0,2.0,1,Others,Resignation
1000,31.0,9.0,168850.0,2.0,14.0,10.0,2.0,1.0,0.0,0.0,6.19,Travel_Rarely,Human Resources,4,Human Resources,Male,2,Laboratory Technician,Married,3,3,1.0,3.0,3.0,2,Others,Resignation
1001,29.0,3.0,55930.0,1.0,13.0,1.0,3.0,1.0,0.0,0.0,6.29,Travel_Rarely,Research & Development,4,Other,Female,2,Sales Representative,Divorced,3,3,4.0,1.0,3.0,1,Others,Resignation
1002,30.0,2.0,104450.0,3.0,18.0,10.0,3.0,7.0,1.0,7.0,6.83,Travel_Rarely,Research & Development,1,Medical,Male,1,Sales Representative,Married,3,3,3.0,3.0,3.0,1,Others,Resignation
1003,32.0,10.0,87400.0,2.0,11.0,12.0,2.0,7.0,0.0,7.0,6.02,Non-Travel,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Single,3,3,2.0,2.0,3.0,1,Others,Resignation
1004,38.0,8.0,25140.0,3.0,11.0,15.0,2.0,1.0,1.0,0.0,9.02,Travel_Rarely,Research & Development,2,Technical Degree,Female,1,Manufacturing Director,Married,2,3,2.0,4.0,3.0,0,Others,Resignation
1005,43.0,1.0,76550.0,9.0,12.0,6.0,3.0,1.0,0.0,0.0,8.41,Travel_Frequently,Research & Development,4,Other,Male,3,Sales Executive,Married,3,3,3.0,3.0,3.0,1,Salary,Resignation
1006,42.0,1.0,174650.0,8.0,13.0,7.0,3.0,5.0,0.0,4.0,6.68,Travel_Rarely,Human Resources,3,Other,Female,1,Healthcare Representative,Divorced,3,3,2.0,2.0,2.0,1,Others,Resignation
1007,55.0,3.0,73510.0,8.0,20.0,34.0,3.0,1.0,0.0,0.0,7.61,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Sales Executive,Married,3,4,3.0,1.0,3.0,1,Others,Resignation
1008,33.0,14.0,108200.0,5.0,12.0,11.0,2.0,9.0,1.0,7.0,6.71,Non-Travel,Research & Development,3,Other,Male,1,Research Scientist,Divorced,3,3,4.0,2.0,2.0,0,Others,Resignation
1009,41.0,5.0,121690.0,1.0,19.0,5.0,2.0,5.0,0.0,4.0,6.26,Travel_Rarely,Research & Development,3,Medical,Male,1,Sales Representative,Divorced,3,3,3.0,1.0,3.0,0,Others,Resignation
1010,34.0,7.0,196260.0,1.0,21.0,15.0,5.0,15.0,0.0,7.0,8.18,Non-Travel,Research & Development,4,Medical,Female,1,Research Scientist,Divorced,2,4,4.0,3.0,3.0,0,Others,Resignation
1011,53.0,10.0,20700.0,4.0,13.0,27.0,2.0,3.0,0.0,2.0,8.11,Non-Travel,Research & Development,4,Medical,Male,2,Healthcare Representative,Married,4,3,1.0,3.0,2.0,2,Others,Resignation
1012,43.0,16.0,67820.0,0.0,16.0,10.0,2.0,9.0,1.0,8.0,6.09,Travel_Rarely,Sales,2,Marketing,Female,1,Laboratory Technician,Single,3,3,2.0,4.0,3.0,1,Others,Resignation
1013,34.0,10.0,77790.0,5.0,12.0,6.0,2.0,2.0,2.0,2.0,7.7,Travel_Rarely,Sales,2,Life Sciences,Female,5,Sales Executive,Single,3,3,4.0,4.0,3.0,1,Others,Resignation
1014,21.0,1.0,27910.0,1.0,14.0,1.0,3.0,1.0,1.0,0.0,7.49,Travel_Rarely,Sales,2,Marketing,Male,5,Healthcare Representative,Single,4,3,2.0,2.0,3.0,0,Salary,Resignation
1015,38.0,8.0,32010.0,1.0,11.0,5.0,3.0,5.0,0.0,4.0,6.38,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,2,3,4.0,3.0,3.0,1,Others,Resignation
1016,22.0,1.0,49680.0,1.0,14.0,1.0,3.0,1.0,0.0,0.0,8.88,Travel_Rarely,Research & Development,3,Other,Male,4,Research Scientist,Married,3,3,3.0,1.0,3.0,0,Others,Resignation
1017,31.0,8.0,131200.0,1.0,12.0,13.0,6.0,12.0,5.0,7.0,7.29,Travel_Rarely,Research & Development,5,Life Sciences,Male,5,Sales Executive,Married,2,3,1.0,4.0,3.0,2,Others,Resignation
1018,51.0,1.0,40330.0,2.0,14.0,15.0,2.0,2.0,2.0,2.0,6.72,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Manager,Married,3,3,1.0,3.0,3.0,0,Others,Resignation
1019,37.0,24.0,32910.0,1.0,16.0,5.0,2.0,5.0,0.0,3.0,7.97,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Sales Executive,Married,2,3,2.0,2.0,3.0,3,Others,Resignation
1020,46.0,3.0,42720.0,7.0,13.0,24.0,3.0,2.0,2.0,2.0,10.02,Travel_Rarely,Sales,4,Marketing,Female,1,Sales Representative,Divorced,4,3,3.0,4.0,3.0,0,Others,Resignation
1021,36.0,27.0,50560.0,7.0,12.0,15.0,2.0,12.0,5.0,7.0,9.55,Travel_Rarely,Research & Development,3,Technical Degree,Female,4,Research Scientist,Married,2,3,4.0,1.0,3.0,0,Others,Resignation
1022,44.0,10.0,28440.0,1.0,12.0,6.0,2.0,5.0,2.0,3.0,9.28,Travel_Frequently,Sales,4,Life Sciences,Male,1,Research Scientist,Divorced,4,3,3.0,2.0,2.0,0,Stress,Resignation
1023,37.0,19.0,27030.0,2.0,14.0,19.0,2.0,10.0,4.0,7.0,6.11,Travel_Rarely,Research & Development,2,Technical Degree,Male,2,Sales Executive,Divorced,3,3,3.0,2.0,2.0,0,Others,Resignation
1024,35.0,15.0,19040.0,1.0,22.0,10.0,4.0,10.0,7.0,7.0,8.59,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Research Scientist,Single,3,4,3.0,4.0,3.0,1,Others,Resignation
1025,33.0,8.0,82240.0,6.0,19.0,14.0,3.0,10.0,7.0,6.0,8.0,Travel_Rarely,Research & Development,5,Medical,Male,2,Laboratory Technician,Married,3,3,4.0,1.0,3.0,0,Others,Resignation
1026,28.0,9.0,47660.0,1.0,12.0,5.0,3.0,5.0,0.0,3.0,7.4,Travel_Rarely,Sales,3,Medical,Female,2,Sales Executive,Married,3,3,3.0,4.0,4.0,0,Others,Resignation
1027,39.0,3.0,26100.0,7.0,12.0,9.0,2.0,4.0,2.0,2.0,6.9,Travel_Rarely,Sales,4,Marketing,Female,2,Laboratory Technician,Single,2,3,3.0,3.0,3.0,0,Others,Resignation
1028,46.0,9.0,57310.0,8.0,17.0,6.0,2.0,2.0,2.0,2.0,6.69,Non-Travel,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,Single,3,3,2.0,2.0,3.0,0,Others,Resignation
1029,40.0,2.0,25390.0,4.0,12.0,7.0,3.0,4.0,0.0,2.0,6.6,Travel_Rarely,Research & Development,2,Medical,Male,1,Research Director,Married,3,3,3.0,1.0,2.0,1,Others,Resignation
1030,42.0,7.0,57140.0,5.0,11.0,10.0,2.0,0.0,0.0,0.0,6.6,Travel_Rarely,Research & Development,4,Other,Female,2,Laboratory Technician,Married,3,3,2.0,1.0,2.0,0,Others,Resignation
1031,35.0,10.0,43230.0,2.0,18.0,15.0,3.0,7.0,1.0,7.0,6.68,Non-Travel,Sales,1,Life Sciences,Female,2,Research Director,Divorced,3,3,2.0,4.0,3.0,3,Others,Resignation
1032,38.0,6.0,73360.0,5.0,11.0,13.0,3.0,11.0,3.0,8.0,7.8,Non-Travel,Sales,4,Marketing,Male,3,Sales Executive,Divorced,3,3,1.0,2.0,3.0,0,Others,Resignation
1033,34.0,2.0,134990.0,4.0,23.0,11.0,2.0,7.0,0.0,7.0,7.89,Travel_Frequently,Research & Development,1,Life Sciences,Male,1,Manufacturing Director,Married,4,4,4.0,1.0,2.0,2,Stress,Resignation
1034,37.0,24.0,137580.0,1.0,11.0,10.0,5.0,10.0,0.0,8.0,6.21,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,3,3,4.0,1.0,1.0,1,Others,Resignation
1035,39.0,2.0,51550.0,2.0,18.0,7.0,3.0,2.0,2.0,2.0,6.2,Travel_Frequently,Research & Development,1,Medical,Male,2,Healthcare Representative,Divorced,2,3,3.0,4.0,3.0,1,Others,Resignation
1036,43.0,8.0,22580.0,4.0,18.0,7.0,2.0,3.0,1.0,2.0,7.42,Non-Travel,Human Resources,5,Medical,Female,3,Sales Executive,Single,3,3,1.0,3.0,2.0,0,Others,Resignation
1037,41.0,3.0,35970.0,3.0,13.0,11.0,2.0,3.0,1.0,2.0,7.8,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Research Scientist,Single,1,3,2.0,2.0,1.0,1,Others,Resignation
1038,41.0,1.0,25150.0,0.0,18.0,23.0,2.0,22.0,13.0,5.0,10.32,Travel_Rarely,Research & Development,1,Technical Degree,Male,3,Laboratory Technician,Divorced,2,3,3.0,3.0,4.0,0,Others,Resignation
1039,30.0,26.0,44200.0,9.0,11.0,9.0,3.0,7.0,0.0,2.0,7.07,Travel_Rarely,Sales,3,Marketing,Female,2,Manager,Single,3,3,1.0,3.0,3.0,0,Others,Resignation
1040,26.0,2.0,65780.0,0.0,15.0,6.0,3.0,5.0,1.0,4.0,8.69,Travel_Rarely,Human Resources,1,Technical Degree,Female,3,Sales Executive,Married,2,3,4.0,2.0,3.0,2,Others,Resignation
1041,46.0,10.0,44220.0,4.0,11.0,13.0,2.0,9.0,3.0,7.0,7.97,Travel_Rarely,Research & Development,3,Medical,Male,1,Sales Executive,Married,3,3,4.0,2.0,4.0,1,Others,Resignation
1042,40.0,27.0,102740.0,4.0,18.0,12.0,3.0,5.0,0.0,3.0,6.59,Travel_Rarely,Sales,2,Medical,Female,3,Sales Executive,Divorced,3,3,3.0,4.0,3.0,0,Others,Resignation
1043,34.0,2.0,53430.0,1.0,14.0,10.0,5.0,10.0,4.0,8.0,7.37,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Married,2,3,2.0,3.0,3.0,0,Others,Resignation
1044,58.0,2.0,23760.0,4.0,12.0,37.0,3.0,16.0,14.0,14.0,6.6,Non-Travel,Research & Development,4,Medical,Male,1,Laboratory Technician,Divorced,3,3,2.0,2.0,2.0,1,Others,Resignation
1045,35.0,8.0,53460.0,0.0,14.0,6.0,3.0,5.0,0.0,3.0,7.4,Travel_Rarely,Research & Development,1,Technical Degree,Female,3,Manufacturing Director,Married,2,3,2.0,3.0,4.0,0,Others,Resignation
1046,47.0,19.0,28270.0,8.0,14.0,28.0,3.0,22.0,14.0,10.0,10.71,Travel_Rarely,Research & Development,5,Medical,Female,2,Research Scientist,Divorced,3,3,3.0,2.0,3.0,1,Others,Resignation
1047,40.0,1.0,199430.0,2.0,13.0,15.0,3.0,7.0,7.0,7.0,7.23,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Manager,Divorced,3,3,2.0,1.0,3.0,1,Others,Resignation
1048,54.0,27.0,31310.0,4.0,14.0,14.0,3.0,7.0,1.0,7.0,7.08,Travel_Rarely,Sales,4,Medical,Male,1,Research Scientist,Married,2,3,4.0,4.0,2.0,0,Others,Resignation
1049,31.0,8.0,25520.0,2.0,18.0,9.0,2.0,3.0,2.0,2.0,7.49,Travel_Frequently,Sales,4,Other,Female,3,Manufacturing Director,Married,3,3,1.0,1.0,3.0,0,Others,Resignation
1050,28.0,1.0,44770.0,1.0,15.0,3.0,6.0,3.0,1.0,2.0,7.55,Travel_Rarely,Sales,2,Life Sciences,Male,3,Manager,Married,3,3,3.0,1.0,3.0,0,Others,Resignation
1051,38.0,19.0,64740.0,2.0,13.0,20.0,3.0,4.0,0.0,3.0,9.51,Travel_Rarely,Research & Development,3,Medical,Female,2,Manufacturing Director,Married,1,3,2.0,4.0,2.0,2,Others,Resignation
1052,26.0,8.0,30330.0,1.0,12.0,5.0,2.0,5.0,1.0,2.0,6.12,Travel_Rarely,Sales,3,Marketing,Female,1,Healthcare Representative,Single,2,3,3.0,4.0,3.0,0,Others,Resignation
1053,58.0,10.0,29360.0,2.0,13.0,23.0,3.0,2.0,2.0,2.0,9.59,Travel_Frequently,Research & Development,4,Technical Degree,Female,1,Sales Representative,Married,3,3,1.0,3.0,3.0,1,Others,Resignation
1054,18.0,2.0,186060.0,1.0,24.0,0.0,4.0,0.0,0.0,0.0,7.65,Non-Travel,Research & Development,3,Life Sciences,Male,3,Sales Representative,Single,3,4,2.0,3.0,1.0,2,Others,Resignation
1055,31.0,2.0,21680.0,0.0,14.0,2.0,2.0,1.0,0.0,0.0,6.11,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Laboratory Technician,Married,3,3,4.0,1.0,3.0,1,Salary,Resignation
1056,29.0,8.0,28530.0,4.0,14.0,4.0,5.0,2.0,2.0,0.0,8.7,Travel_Rarely,Research & Development,2,Medical,Male,1,Manager,Divorced,2,3,1.0,1.0,3.0,1,Salary,Resignation
1057,45.0,1.0,170480.0,4.0,15.0,10.0,3.0,8.0,5.0,7.0,7.2,Non-Travel,Sales,4,Technical Degree,Male,1,Research Scientist,Married,2,3,3.0,3.0,4.0,0,Others,Resignation
1058,36.0,2.0,22900.0,4.0,11.0,15.0,5.0,1.0,0.0,0.0,10.66,Travel_Rarely,Sales,3,Technical Degree,Female,5,Laboratory Technician,Married,3,3,4.0,2.0,3.0,0,Others,Resignation
1059,43.0,8.0,36000.0,1.0,23.0,7.0,2.0,7.0,7.0,7.0,7.0,Travel_Frequently,Sales,3,Medical,Male,1,Research Director,Married,3,4,1.0,4.0,3.0,0,Others,Resignation
1060,27.0,8.0,21070.0,0.0,13.0,6.0,2.0,5.0,0.0,2.0,10.21,Travel_Frequently,Sales,4,Life Sciences,Male,5,Research Scientist,Single,3,3,4.0,4.0,2.0,0,Others,Resignation
1061,29.0,6.0,41150.0,1.0,11.0,11.0,1.0,11.0,3.0,10.0,7.69,Travel_Frequently,Research & Development,2,Medical,Male,1,Human Resources,Married,3,3,4.0,4.0,4.0,0,Others,Resignation
1062,32.0,9.0,43270.0,8.0,13.0,4.0,4.0,0.0,0.0,0.0,7.6,Travel_Frequently,Sales,4,Life Sciences,Male,4,Sales Executive,Single,3,3,4.0,4.0,4.0,0,Others,Resignation
1063,42.0,11.0,178560.0,3.0,18.0,10.0,2.0,6.0,3.0,3.0,6.49,Non-Travel,Research & Development,3,Medical,Male,1,Manager,Married,3,3,3.0,3.0,2.0,0,Others,Resignation
1064,47.0,2.0,31960.0,4.0,14.0,7.0,3.0,2.0,2.0,0.0,6.1,Travel_Rarely,Sales,2,Life Sciences,Female,5,Manager,Single,2,3,2.0,3.0,3.0,1,Others,Resignation
1065,46.0,1.0,190810.0,3.0,21.0,12.0,2.0,9.0,4.0,7.0,7.24,Travel_Rarely,Human Resources,3,Life Sciences,Female,1,Laboratory Technician,Divorced,3,4,4.0,4.0,2.0,0,Others,Resignation
1066,28.0,7.0,89660.0,1.0,16.0,3.0,3.0,3.0,2.0,2.0,7.69,Non-Travel,Research & Development,3,Life Sciences,Male,1,Sales Executive,Divorced,2,3,3.0,4.0,3.0,1,Others,Resignation
1067,29.0,16.0,22100.0,8.0,11.0,11.0,4.0,7.0,1.0,6.0,8.0,Travel_Rarely,Research & Development,3,Medical,Female,1,Manufacturing Director,Divorced,3,3,4.0,3.0,3.0,1,Others,Resignation
1068,42.0,2.0,45390.0,4.0,17.0,8.0,5.0,0.0,0.0,0.0,6.59,Travel_Rarely,Sales,4,Medical,Female,2,Research Director,Single,3,3,4.0,3.0,3.0,1,Others,Resignation
1069,32.0,1.0,27410.0,7.0,11.0,7.0,3.0,2.0,2.0,2.0,10.41,Travel_Rarely,Research & Development,1,Medical,Male,2,Laboratory Technician,Single,3,3,3.0,2.0,2.0,0,Others,Resignation
1070,46.0,23.0,34910.0,2.0,14.0,25.0,0.0,19.0,2.0,8.0,7.87,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Laboratory Technician,Divorced,3,3,1.0,1.0,3.0,0,Others,Resignation
1071,27.0,2.0,45410.0,1.0,14.0,9.0,4.0,9.0,5.0,8.0,7.08,Travel_Rarely,Sales,3,Life Sciences,Female,5,Research Scientist,Married,4,3,2.0,3.0,3.0,2,Others,Resignation
1072,29.0,1.0,26780.0,1.0,25.0,1.0,3.0,1.0,0.0,0.0,7.98,Travel_Rarely,Research & Development,2,Medical,Male,3,Sales Executive,Married,3,4,4.0,2.0,3.0,1,Others,Resignation
1073,43.0,1.0,73790.0,7.0,13.0,21.0,3.0,16.0,6.0,14.0,6.3,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Manufacturing Director,Married,2,3,1.0,3.0,3.0,2,Others,Resignation
1074,48.0,2.0,62720.0,4.0,14.0,29.0,3.0,22.0,12.0,9.0,6.1,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Manager,Married,2,3,4.0,2.0,3.0,0,Others,Resignation
1075,29.0,13.0,52200.0,1.0,17.0,1.0,3.0,1.0,1.0,0.0,8.59,Travel_Frequently,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,Single,2,3,4.0,4.0,2.0,0,Salary,Resignation
1076,46.0,4.0,27430.0,5.0,25.0,14.0,1.0,8.0,0.0,7.0,7.88,Travel_Rarely,Research & Development,4,Medical,Female,2,Sales Representative,Married,4,4,3.0,2.0,3.0,1,Others,Resignation
1077,27.0,16.0,49980.0,0.0,20.0,8.0,3.0,7.0,7.0,3.0,7.68,Travel_Frequently,Research & Development,4,Medical,Male,3,Healthcare Representative,Married,3,4,4.0,1.0,2.0,2,Others,Resignation
1078,39.0,2.0,102520.0,8.0,13.0,7.0,3.0,2.0,2.0,2.0,6.52,Travel_Rarely,Research & Development,3,Technical Degree,Male,3,Healthcare Representative,Divorced,3,3,3.0,4.0,3.0,1,Others,Resignation
1079,55.0,2.0,27810.0,8.0,13.0,19.0,2.0,5.0,0.0,4.0,6.23,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Human Resources,Married,3,3,2.0,4.0,4.0,1,Others,Resignation
1080,28.0,29.0,68520.0,1.0,18.0,1.0,2.0,1.0,0.0,0.0,7.03,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Married,4,3,2.0,2.0,3.0,1,Others,Resignation
1081,30.0,12.0,49500.0,1.0,12.0,1.0,3.0,1.0,0.0,0.0,7.69,Travel_Rarely,Sales,4,Life Sciences,Female,2,Sales Executive,Single,3,3,2.0,4.0,2.0,2,Salary,Resignation
1082,22.0,16.0,35790.0,1.0,19.0,1.0,3.0,1.0,0.0,0.0,10.5,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Laboratory Technician,Single,3,3,4.0,2.0,3.0,3,Salary,Resignation
1083,36.0,11.0,131910.0,1.0,14.0,10.0,2.0,10.0,1.0,7.0,9.49,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Executive,Married,2,3,2.0,3.0,3.0,1,Others,Resignation
1084,31.0,2.0,103770.0,1.0,14.0,10.0,2.0,10.0,0.0,2.0,7.48,Travel_Rarely,Research & Development,4,Life Sciences,Female,5,Manager,Divorced,3,3,2.0,3.0,3.0,0,Others,Resignation
1085,34.0,14.0,22350.0,2.0,14.0,9.0,2.0,5.0,1.0,0.0,8.12,Travel_Rarely,Sales,2,Technical Degree,Female,1,Sales Executive,Married,3,3,3.0,4.0,3.0,1,Others,Resignation
1086,29.0,5.0,105020.0,3.0,12.0,11.0,4.0,3.0,1.0,2.0,7.12,Travel_Rarely,Research & Development,5,Life Sciences,Female,1,Sales Executive,Single,2,3,4.0,1.0,3.0,0,Others,Resignation
1087,37.0,7.0,20110.0,5.0,13.0,16.0,4.0,5.0,0.0,4.0,8.67,Travel_Rarely,Research & Development,2,Medical,Male,1,Manufacturing Director,Married,4,3,4.0,1.0,3.0,0,Others,Resignation
1088,35.0,2.0,18590.0,0.0,25.0,4.0,2.0,3.0,0.0,2.0,10.47,Travel_Rarely,Sales,1,Technical Degree,Male,2,Laboratory Technician,Married,2,4,4.0,2.0,3.0,1,Others,Resignation
1089,45.0,3.0,37600.0,0.0,14.0,10.0,2.0,9.0,3.0,8.0,7.11,Travel_Rarely,Research & Development,3,Medical,Female,2,Sales Executive,Married,2,3,2.0,4.0,2.0,1,Others,Resignation
1090,36.0,5.0,177790.0,1.0,17.0,10.0,5.0,10.0,0.0,8.0,6.5,Travel_Frequently,Research & Development,3,Medical,Female,4,Manufacturing Director,Single,1,3,2.0,4.0,2.0,1,Others,Resignation
1091,40.0,3.0,68330.0,2.0,13.0,22.0,3.0,19.0,11.0,16.0,6.77,Travel_Rarely,Research & Development,3,Other,Male,1,Sales Executive,Divorced,3,3,1.0,1.0,3.0,0,Others,Resignation
