,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EmployeeID,JobInvolvement,PerformanceRating,EmployeeID,Attrition,retirementDate,retirementType,resignationReason
936,937,2.0,2.0,3.0,47,Travel_Rarely,Research & Development,1,4,Medical,1,937,Male,3,Laboratory Technician,Divorced,183030,6.0,Y,22,8,1,29.0,2,3,1,2,937,2,4,,,,,
937,938,3.0,3.0,3.0,49,Travel_Rarely,Research & Development,21,3,Medical,1,938,Male,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,8,0,0,938,1,3,,,,,
938,939,4.0,3.0,3.0,41,Travel_Rarely,Research & Development,24,4,Life Sciences,1,939,Female,4,Manager,Single,137260,3.0,Y,12,8,0,21.0,6,2,0,2,939,4,3,,,,,
939,940,4.0,1.0,3.0,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,940,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2,940,3,3,,,,,
940,941,3.0,4.0,3.0,33,Non-Travel,Research & Development,18,2,Medical,1,941,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,941,2,3,,,,,
941,942,1.0,3.0,2.0,36,Travel_Rarely,Research & Development,2,2,Technical Degree,1,942,Male,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,3,0,2,942,3,3,,,,,
942,943,3.0,4.0,3.0,44,Travel_Rarely,Research & Development,9,3,Technical Degree,1,943,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2,943,2,3,,,,,
943,944,4.0,3.0,3.0,23,Travel_Rarely,Human Resources,6,3,Life Sciences,1,944,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2,944,3,3,944.0,Yes,27/05/2016,Resignation,Salary
944,945,4.0,3.0,2.0,38,Travel_Rarely,Research & Development,11,2,Life Sciences,1,945,Male,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,0,0,945,3,3,,,,,
945,946,2.0,4.0,3.0,53,Travel_Rarely,Research & Development,24,3,Life Sciences,1,946,Male,4,Research Director,Married,133200,3.0,Y,11,8,0,11.0,2,4,1,2,946,3,3,,,,,
946,947,4.0,3.0,3.0,48,Travel_Frequently,Sales,10,2,Marketing,1,947,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7,947,1,3,947.0,Yes,29/07/2016,Resignation,Others
947,948,4.0,2.0,3.0,32,Travel_Rarely,Sales,1,3,Life Sciences,1,948,Male,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,1,0,0,948,3,3,948.0,Yes,27/07/2016,Resignation,Others
948,949,4.0,4.0,3.0,26,Non-Travel,Research & Development,18,2,Medical,1,949,Male,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,5,7,949,3,4,,,,,
949,950,1.0,2.0,3.0,55,Travel_Rarely,Research & Development,23,1,Life Sciences,1,950,Male,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,4,1,2,950,3,3,,,,,
950,951,2.0,4.0,4.0,34,Travel_Rarely,Sales,28,3,Life Sciences,1,951,Female,2,Research Scientist,Married,176500,1.0,Y,19,8,1,15.0,6,15,4,13,951,1,3,,,,,
951,952,3.0,4.0,4.0,60,Travel_Rarely,Sales,17,4,Medical,1,952,Male,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,1,0,0,952,2,3,,,,,
952,953,2.0,2.0,3.0,33,Travel_Rarely,Sales,3,3,Life Sciences,1,953,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13,953,3,3,,,,,
953,954,3.0,4.0,2.0,37,Travel_Frequently,Research & Development,13,3,Life Sciences,1,954,Male,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,6,1,3,954,3,3,,,,,
954,955,2.0,4.0,3.0,34,Travel_Rarely,Research & Development,7,2,Life Sciences,1,955,Male,1,Healthcare Representative,Married,21770,1.0,Y,13,8,0,10.0,5,10,8,7,955,3,3,,,,,
955,956,3.0,4.0,3.0,23,Travel_Rarely,Research & Development,12,2,Medical,1,956,Male,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,3,0,2,956,3,3,956.0,Yes,08/09/2016,Resignation,Salary
956,957,3.0,4.0,3.0,44,Travel_Rarely,Human Resources,1,3,Life Sciences,1,957,Male,1,Research Scientist,Married,48340,1.0,Y,14,8,0,9.0,1,8,6,7,957,4,3,,,,,
957,958,1.0,4.0,4.0,35,Travel_Frequently,Research & Development,13,3,Life Sciences,1,958,Male,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,5,1,4,958,3,3,,,,,
958,959,4.0,4.0,3.0,43,Travel_Rarely,Research & Development,25,4,Life Sciences,1,959,Male,2,Sales Executive,Married,22200,1.0,Y,11,8,0,10.0,2,10,8,8,959,1,3,,,,,
959,960,3.0,3.0,3.0,24,Travel_Rarely,Research & Development,6,3,Life Sciences,1,960,Male,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,5,0,4,960,3,3,,,,,
960,961,4.0,3.0,3.0,41,Travel_Rarely,Sales,6,4,Marketing,1,961,Male,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,10,8,7,961,3,3,,,,,
961,962,4.0,3.0,3.0,29,Travel_Rarely,Research & Development,2,2,Life Sciences,1,962,Male,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,5,1,2,962,3,3,,,,,
962,963,3.0,4.0,2.0,36,Travel_Rarely,Human Resources,1,4,Life Sciences,1,963,Female,3,Research Scientist,Single,41070,3.0,Y,11,8,1,17.0,2,13,6,7,963,1,3,,,,,
963,964,3.0,3.0,2.0,45,Non-Travel,Sales,2,3,Life Sciences,1,964,Female,2,Manufacturing Director,Married,83960,3.0,Y,15,8,2,25.0,3,23,14,4,964,2,3,,,,,
964,965,4.0,3.0,3.0,24,Travel_Rarely,Sales,6,2,Medical,1,965,Female,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,1,0,0,965,2,3,965.0,Yes,07/03/2016,Fired,
965,966,3.0,3.0,1.0,47,Travel_Frequently,Research & Development,1,3,Medical,1,966,Female,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,23,14,10,966,3,3,966.0,Yes,24/07/2016,Resignation,Others
966,967,4.0,3.0,4.0,26,Travel_Rarely,Research & Development,9,1,Medical,1,967,Male,1,Sales Executive,Married,106860,1.0,Y,14,8,1,3.0,2,3,0,2,967,3,3,,,,,
967,968,4.0,2.0,3.0,45,Travel_Rarely,Research & Development,1,4,Life Sciences,1,968,Male,1,Research Director,Single,29420,1.0,Y,22,8,1,21.0,4,21,8,6,968,3,4,,,,,
968,969,1.0,3.0,2.0,32,Travel_Frequently,Sales,1,1,Marketing,1,969,Male,2,Laboratory Technician,Married,88580,6.0,Y,16,8,1,10.0,2,5,1,3,969,3,3,,,,,
969,970,2.0,3.0,4.0,31,Travel_Rarely,Research & Development,14,2,Life Sciences,1,970,Male,1,Sales Executive,Married,167560,1.0,Y,11,8,2,6.0,5,5,0,3,970,3,3,,,,,
970,971,3.0,2.0,3.0,41,Non-Travel,Sales,2,2,Medical,1,971,Male,2,Research Scientist,Married,107980,6.0,Y,14,8,2,10.0,5,3,1,2,971,1,3,,,,,
971,972,2.0,1.0,3.0,40,Travel_Rarely,Research & Development,22,2,Technical Degree,1,972,Male,1,Healthcare Representative,Married,23230,2.0,Y,16,8,1,18.0,2,1,0,0,972,3,3,,,,,
972,973,2.0,1.0,4.0,24,Travel_Rarely,Research & Development,3,3,Life Sciences,1,973,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2,973,2,3,,,,,
973,974,3.0,2.0,3.0,46,Travel_Rarely,Research & Development,6,3,Medical,1,974,Male,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,10,0,9,974,2,3,,,,,
974,975,4.0,3.0,3.0,35,Travel_Rarely,Sales,8,4,Life Sciences,1,975,Male,1,Laboratory Technician,Married,24610,2.0,Y,20,8,1,17.0,4,7,0,7,975,3,4,,,,,
975,976,2.0,4.0,2.0,30,Travel_Rarely,Sales,9,4,Marketing,1,976,Male,1,Laboratory Technician,Married,87220,1.0,Y,17,8,1,10.0,3,10,0,8,976,3,3,,,,,
976,977,3.0,2.0,1.0,47,Non-Travel,Research & Development,3,2,Life Sciences,1,977,Female,2,Sales Executive,Married,39550,7.0,Y,12,8,1,4.0,5,1,0,0,977,3,3,,,,,
977,978,3.0,4.0,2.0,46,Travel_Rarely,Research & Development,1,4,Technical Degree,1,978,Female,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,10,0,3,978,3,4,,,,,
978,979,2.0,1.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,1,979,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2,979,3,4,979.0,Yes,17/11/2016,Resignation,Stress
979,980,1.0,2.0,3.0,32,Travel_Rarely,Research & Development,26,3,Medical,1,980,Female,2,Research Director,Single,88230,6.0,Y,13,8,2,10.0,3,0,0,0,980,3,3,980.0,Yes,15/02/2016,Resignation,Salary
980,981,3.0,2.0,1.0,23,Travel_Rarely,Sales,6,4,Life Sciences,1,981,Male,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,3,1,2,981,3,3,,,,,
981,982,4.0,4.0,2.0,31,Travel_Frequently,Sales,3,3,Marketing,1,982,Male,2,Sales Executive,Single,46210,2.0,Y,18,8,1,9.0,3,5,1,4,982,3,3,,,,,
982,983,4.0,4.0,3.0,39,Non-Travel,Research & Development,3,3,Life Sciences,1,983,Female,2,Manufacturing Director,Married,109760,1.0,Y,11,8,0,9.0,3,9,5,8,983,2,3,,,,,
983,984,4.0,3.0,1.0,32,Travel_Rarely,Research & Development,6,3,Technical Degree,1,984,Male,1,Research Scientist,Married,36600,3.0,Y,11,8,2,10.0,0,4,0,2,984,2,3,,,,,
984,985,2.0,2.0,2.0,40,Travel_Rarely,Sales,6,3,Life Sciences,1,985,Male,3,Manufacturing Director,Single,104820,1.0,Y,11,8,1,21.0,6,21,12,8,985,2,3,,,,,
985,986,3.0,3.0,4.0,45,Travel_Rarely,Research & Development,19,4,Medical,1,986,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3,986,3,3,,,,,
986,987,4.0,1.0,3.0,30,Travel_Frequently,Sales,9,3,Life Sciences,1,987,Male,1,Research Director,Single,95820,0.0,Y,12,8,1,10.0,2,9,0,7,987,3,3,,,,,
987,988,1.0,4.0,,24,Travel_Frequently,Sales,3,4,Marketing,1,988,Male,1,Sales Executive,Married,45080,0.0,Y,11,8,1,3.0,5,2,2,1,988,3,3,,,,,
988,989,3.0,4.0,2.0,30,Travel_Frequently,Research & Development,10,3,Life Sciences,1,989,Female,1,Human Resources,Divorced,22070,6.0,Y,14,8,0,6.0,4,4,1,2,989,3,3,989.0,Yes,06/06/2016,Resignation,Others
989,990,1.0,3.0,3.0,31,Travel_Rarely,Research & Development,3,2,Life Sciences,1,990,Male,3,Laboratory Technician,Married,77560,1.0,Y,15,8,2,6.0,3,5,0,2,990,4,3,,,,,
990,991,3.0,4.0,2.0,27,Travel_Rarely,Sales,3,3,Life Sciences,1,991,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4,991,2,3,,,,,
991,992,2.0,2.0,3.0,29,Travel_Rarely,Sales,4,3,Marketing,1,992,Male,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2,2,992,3,3,992.0,Yes,31/03/2016,Resignation,Stress
992,993,4.0,3.0,4.0,29,Travel_Frequently,Research & Development,8,4,Life Sciences,1,993,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2,993,3,4,,,,,
993,994,3.0,1.0,3.0,30,Travel_Rarely,Sales,7,3,Life Sciences,1,994,Male,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,1,7,994,3,3,,,,,
994,995,4.0,4.0,3.0,34,Travel_Rarely,Research & Development,1,2,Medical,1,995,Female,2,Healthcare Representative,Married,176650,0.0,Y,11,8,0,6.0,5,5,1,2,995,2,3,,,,,
995,996,4.0,2.0,2.0,33,Non-Travel,Research & Development,2,4,Medical,1,996,Male,1,Sales Representative,Single,25960,8.0,Y,14,8,1,13.0,4,11,1,7,996,3,3,,,,,
996,997,4.0,4.0,4.0,49,Travel_Rarely,Sales,3,4,Marketing,1,997,Male,1,Sales Executive,Single,47280,3.0,Y,11,8,1,8.0,4,5,0,4,997,3,3,,,,,
997,998,1.0,1.0,2.0,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,998,Male,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,0,0,998,1,3,998.0,Yes,12/12/2016,Resignation,Others
998,999,3.0,2.0,2.0,38,Travel_Frequently,Research & Development,28,3,Medical,1,999,Male,1,Healthcare Representative,Married,29790,4.0,Y,12,8,1,9.0,3,6,0,5,999,3,3,,,,,
999,1000,1.0,3.0,3.0,31,Travel_Rarely,Human Resources,9,4,Human Resources,1,1000,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0,1000,3,3,1000.0,Yes,14/05/2016,Resignation,Others
1000,1001,4.0,1.0,3.0,29,Travel_Rarely,Research & Development,3,4,Other,1,1001,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0,1001,3,3,,,,,
1001,1002,3.0,3.0,3.0,30,Travel_Rarely,Research & Development,2,1,Medical,1,1002,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7,1002,3,3,,,,,
1002,1003,2.0,2.0,3.0,32,Non-Travel,Research & Development,10,4,Life Sciences,1,1003,Female,1,Laboratory Technician,Single,87400,2.0,Y,11,8,1,12.0,2,7,0,7,1003,3,3,,,,,
1003,1004,2.0,4.0,3.0,38,Travel_Rarely,Research & Development,8,2,Technical Degree,1,1004,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0,1004,2,3,,,,,
1004,1005,3.0,3.0,3.0,43,Travel_Frequently,Research & Development,1,4,Other,1,1005,Male,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,1,0,0,1005,3,3,1005.0,Yes,17/05/2016,Resignation,Salary
1005,1006,2.0,2.0,2.0,42,Travel_Rarely,Human Resources,1,3,Other,1,1006,Female,1,Healthcare Representative,Divorced,174650,8.0,Y,13,8,1,7.0,3,5,0,4,1006,3,3,,,,,
1006,1007,3.0,1.0,3.0,55,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1007,Female,1,Sales Executive,Married,73510,8.0,Y,20,8,1,34.0,3,1,0,0,1007,3,4,,,,,
1007,1008,4.0,2.0,2.0,33,Non-Travel,Research & Development,14,3,Other,1,1008,Male,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,9,1,7,1008,3,3,,,,,
1008,1009,3.0,1.0,3.0,41,Travel_Rarely,Research & Development,5,3,Medical,1,1009,Male,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,5,0,4,1009,3,3,,,,,
1009,1010,4.0,3.0,3.0,34,Non-Travel,Research & Development,7,4,Medical,1,1010,Female,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,15,0,7,1010,2,4,,,,,
1010,1011,1.0,3.0,2.0,53,Non-Travel,Research & Development,10,4,Medical,1,1011,Male,2,Healthcare Representative,Married,20700,4.0,Y,13,8,2,27.0,2,3,0,2,1011,4,3,,,,,
1011,1012,2.0,4.0,3.0,43,Travel_Rarely,Sales,16,2,Marketing,1,1012,Female,1,Laboratory Technician,Single,67820,0.0,Y,16,8,1,10.0,2,9,1,8,1012,3,3,,,,,
1012,1013,4.0,4.0,3.0,34,Travel_Rarely,Sales,10,2,Life Sciences,1,1013,Female,5,Sales Executive,Single,77790,5.0,Y,12,8,1,6.0,2,2,2,2,1013,3,3,,,,,
1013,1014,2.0,2.0,3.0,21,Travel_Rarely,Sales,1,2,Marketing,1,1014,Male,5,Healthcare Representative,Single,27910,1.0,Y,14,8,0,1.0,3,1,1,0,1014,4,3,1014.0,Yes,15/01/2016,Resignation,Salary
1014,1015,4.0,3.0,3.0,38,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1015,Female,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,5,0,4,1015,2,3,,,,,
1015,1016,3.0,1.0,3.0,22,Travel_Rarely,Research & Development,1,3,Other,1,1016,Male,4,Research Scientist,Married,49680,1.0,Y,14,8,0,1.0,3,1,0,0,1016,3,3,1016.0,Yes,19/07/2016,Resignation,Others
1016,1017,1.0,4.0,3.0,31,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1017,Male,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,12,5,7,1017,2,3,,,,,
1017,1018,1.0,3.0,3.0,51,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1018,Female,1,Manager,Married,40330,2.0,Y,14,8,0,15.0,2,2,2,2,1018,3,3,,,,,
1018,1019,2.0,2.0,3.0,37,Travel_Rarely,Research & Development,24,1,Life Sciences,1,1019,Male,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,5,0,3,1019,2,3,,,,,
1019,1020,3.0,4.0,3.0,46,Travel_Rarely,Sales,3,4,Marketing,1,1020,Female,1,Sales Representative,Divorced,42720,7.0,Y,13,8,0,24.0,3,2,2,2,1020,4,3,,,,,
1020,1021,4.0,1.0,3.0,36,Travel_Rarely,Research & Development,27,3,Technical Degree,1,1021,Female,4,Research Scientist,Married,50560,7.0,Y,12,8,0,15.0,2,12,5,7,1021,2,3,,,,,
1021,1022,3.0,2.0,2.0,44,Travel_Frequently,Sales,10,4,Life Sciences,1,1022,Male,1,Research Scientist,Divorced,28440,1.0,Y,12,8,0,6.0,2,5,2,3,1022,4,3,1022.0,Yes,25/07/2016,Resignation,Stress
1022,1023,3.0,2.0,2.0,37,Travel_Rarely,Research & Development,19,2,Technical Degree,1,1023,Male,2,Sales Executive,Divorced,27030,2.0,Y,14,8,0,19.0,2,10,4,7,1023,3,3,,,,,
1023,1024,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,15,4,Life Sciences,1,1024,Male,2,Research Scientist,Single,19040,1.0,Y,22,8,1,10.0,4,10,7,7,1024,3,4,1024.0,Yes,07/05/2016,Resignation,Others
1024,1025,4.0,1.0,3.0,33,Travel_Rarely,Research & Development,8,5,Medical,1,1025,Male,2,Laboratory Technician,Married,82240,6.0,Y,19,8,0,14.0,3,10,7,6,1025,3,3,,,,,
1025,1026,3.0,4.0,4.0,28,Travel_Rarely,Sales,9,3,Medical,1,1026,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3,1026,3,3,,,,,
1026,1027,3.0,3.0,3.0,39,Travel_Rarely,Sales,3,4,Marketing,1,1027,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2,1027,2,3,,,,,
1027,1028,2.0,2.0,3.0,46,Non-Travel,Research & Development,9,2,Life Sciences,1,1028,Male,2,Manufacturing Director,Single,57310,8.0,Y,17,8,0,6.0,2,2,2,2,1028,3,3,,,,,
1028,1029,3.0,1.0,2.0,40,Travel_Rarely,Research & Development,2,2,Medical,1,1029,Male,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,4,0,2,1029,3,3,,,,,
1029,1030,2.0,1.0,2.0,42,Travel_Rarely,Research & Development,7,4,Other,1,1030,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,1030,3,3,,,,,
1030,1031,2.0,4.0,3.0,35,Non-Travel,Sales,10,1,Life Sciences,1,1031,Female,2,Research Director,Divorced,43230,2.0,Y,18,8,3,15.0,3,7,1,7,1031,3,3,,,,,
1031,1032,1.0,2.0,3.0,38,Non-Travel,Sales,6,4,Marketing,1,1032,Male,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,11,3,8,1032,3,3,,,,,
1032,1033,4.0,1.0,2.0,34,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1033,Male,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,0,7,1033,4,4,1033.0,Yes,22/08/2016,Resignation,Stress
1033,1034,4.0,1.0,1.0,37,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1034,Male,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,10,0,8,1034,3,3,1034.0,Yes,09/09/2016,Resignation,Others
1034,1035,3.0,4.0,3.0,39,Travel_Frequently,Research & Development,2,1,Medical,1,1035,Male,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,2,2,1035,2,3,,,,,
1035,1036,1.0,3.0,2.0,43,Non-Travel,Human Resources,8,5,Medical,1,1036,Female,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,3,1,2,1036,3,3,,,,,
1036,1037,2.0,2.0,1.0,41,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1037,Male,3,Research Scientist,Single,35970,3.0,Y,13,8,1,11.0,2,3,1,2,1037,1,3,,,,,
1037,1038,3.0,3.0,4.0,41,Travel_Rarely,Research & Development,1,1,Technical Degree,1,1038,Male,3,Laboratory Technician,Divorced,25150,0.0,Y,18,8,0,23.0,2,22,13,5,1038,2,3,,,,,
1038,1039,1.0,3.0,3.0,30,Travel_Rarely,Sales,26,3,Marketing,1,1039,Female,2,Manager,Single,44200,9.0,Y,11,8,0,9.0,3,7,0,2,1039,3,3,,,,,
1039,1040,4.0,2.0,3.0,26,Travel_Rarely,Human Resources,2,1,Technical Degree,1,1040,Female,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,5,1,4,1040,2,3,1040.0,Yes,03/03/2016,Resignation,Others
1040,1041,4.0,2.0,4.0,46,Travel_Rarely,Research & Development,10,3,Medical,1,1041,Male,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,9,3,7,1041,3,3,1041.0,Yes,06/12/2016,Resignation,Others
1041,1042,3.0,4.0,3.0,40,Travel_Rarely,Sales,27,2,Medical,1,1042,Female,3,Sales Executive,Divorced,102740,4.0,Y,18,8,0,12.0,3,5,0,3,1042,3,3,,,,,
1042,1043,2.0,3.0,3.0,34,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1043,Male,2,Laboratory Technician,Married,53430,1.0,Y,14,8,0,10.0,5,10,4,8,1043,2,3,,,,,
1043,1044,2.0,2.0,2.0,58,Non-Travel,Research & Development,2,4,Medical,1,1044,Male,1,Laboratory Technician,Divorced,23760,4.0,Y,12,8,1,37.0,3,16,14,14,1044,3,3,,,,,
1044,1045,2.0,3.0,4.0,35,Travel_Rarely,Research & Development,8,1,Technical Degree,1,1045,Female,3,Manufacturing Director,Married,53460,0.0,Y,14,8,0,6.0,3,5,0,3,1045,2,3,,,,,
1045,1046,3.0,2.0,3.0,47,Travel_Rarely,Research & Development,19,5,Medical,1,1046,Female,2,Research Scientist,Divorced,28270,8.0,Y,14,8,1,28.0,3,22,14,10,1046,3,3,,,,,
1046,1047,2.0,1.0,3.0,40,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1047,Male,2,Manager,Divorced,199430,2.0,Y,13,8,1,15.0,3,7,7,7,1047,3,3,,,,,
1047,1048,4.0,4.0,2.0,54,Travel_Rarely,Sales,27,4,Medical,1,1048,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7,1048,2,3,,,,,
1048,1049,1.0,1.0,3.0,31,Travel_Frequently,Sales,8,4,Other,1,1049,Female,3,Manufacturing Director,Married,25520,2.0,Y,18,8,0,9.0,2,3,2,2,1049,3,3,,,,,
1049,1050,3.0,1.0,3.0,28,Travel_Rarely,Sales,1,2,Life Sciences,1,1050,Male,3,Manager,Married,44770,1.0,Y,15,8,0,3.0,6,3,1,2,1050,3,3,,,,,
1050,1051,2.0,4.0,2.0,38,Travel_Rarely,Research & Development,19,3,Medical,1,1051,Female,2,Manufacturing Director,Married,64740,2.0,Y,13,8,2,20.0,3,4,0,3,1051,1,3,,,,,
1051,1052,3.0,4.0,3.0,26,Travel_Rarely,Sales,8,3,Marketing,1,1052,Female,1,Healthcare Representative,Single,30330,1.0,Y,12,8,0,5.0,2,5,1,2,1052,2,3,,,,,
1052,1053,1.0,3.0,3.0,58,Travel_Frequently,Research & Development,10,4,Technical Degree,1,1053,Female,1,Sales Representative,Married,29360,2.0,Y,13,8,1,23.0,3,2,2,2,1053,3,3,,,,,
1053,1054,2.0,3.0,1.0,18,Non-Travel,Research & Development,2,3,Life Sciences,1,1054,Male,3,Sales Representative,Single,186060,1.0,Y,24,8,2,0.0,4,0,0,0,1054,3,4,,,,,
1054,1055,4.0,1.0,3.0,31,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1055,Male,3,Laboratory Technician,Married,21680,0.0,Y,14,8,1,2.0,2,1,0,0,1055,3,3,1055.0,Yes,18/05/2016,Resignation,Salary
1055,1056,1.0,1.0,3.0,29,Travel_Rarely,Research & Development,8,2,Medical,1,1056,Male,1,Manager,Divorced,28530,4.0,Y,14,8,1,4.0,5,2,2,0,1056,2,3,1056.0,Yes,28/03/2016,Resignation,Salary
1056,1057,3.0,3.0,4.0,45,Non-Travel,Sales,1,4,Technical Degree,1,1057,Male,1,Research Scientist,Married,170480,4.0,Y,15,8,0,10.0,3,8,5,7,1057,2,3,,,,,
1057,1058,4.0,2.0,3.0,36,Travel_Rarely,Sales,2,3,Technical Degree,1,1058,Female,5,Laboratory Technician,Married,22900,4.0,Y,11,8,0,15.0,5,1,0,0,1058,3,3,,,,,
1058,1059,1.0,4.0,3.0,43,Travel_Frequently,Sales,8,3,Medical,1,1059,Male,1,Research Director,Married,36000,1.0,Y,23,8,0,7.0,2,7,7,7,1059,3,4,,,,,
1059,1060,4.0,4.0,2.0,27,Travel_Frequently,Sales,8,4,Life Sciences,1,1060,Male,5,Research Scientist,Single,21070,0.0,Y,13,8,0,6.0,2,5,0,2,1060,3,3,,,,,
1060,1061,4.0,4.0,4.0,29,Travel_Frequently,Research & Development,6,2,Medical,1,1061,Male,1,Human Resources,Married,41150,1.0,Y,11,8,0,11.0,1,11,3,10,1061,3,3,,,,,
1061,1062,4.0,4.0,4.0,32,Travel_Frequently,Sales,9,4,Life Sciences,1,1062,Male,4,Sales Executive,Single,43270,8.0,Y,13,8,0,4.0,4,0,0,0,1062,3,3,,,,,
1062,1063,3.0,3.0,2.0,42,Non-Travel,Research & Development,11,3,Medical,1,1063,Male,1,Manager,Married,178560,3.0,Y,18,8,0,10.0,2,6,3,3,1063,3,3,,,,,
1063,1064,2.0,3.0,3.0,47,Travel_Rarely,Sales,2,2,Life Sciences,1,1064,Female,5,Manager,Single,31960,4.0,Y,14,8,1,7.0,3,2,2,0,1064,2,3,,,,,
1064,1065,4.0,4.0,2.0,46,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1065,Female,1,Laboratory Technician,Divorced,190810,3.0,Y,21,8,0,12.0,2,9,4,7,1065,3,4,,,,,
