,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,StockOptionLevel,resignationReason,retirementType
834,Travel_Rarely,Sales,3,Life Sciences,Male,3,Laboratory Technician,Married,2,4,4.0,4.0,3.0,1,Worked,Worked
835,Travel_Frequently,Human Resources,4,Technical Degree,Male,2,Manufacturing Director,Married,3,3,4.0,4.0,1.0,2,Worked,Worked
836,Travel_Rarely,Sales,1,Life Sciences,Female,1,Manufacturing Director,Married,4,3,1.0,1.0,4.0,1,Worked,Worked
837,Travel_Rarely,Research & Development,3,Medical,Female,2,Manufacturing Director,Married,2,3,2.0,3.0,3.0,0,Worked,Worked
838,Travel_Rarely,Sales,5,Life Sciences,Male,1,Manufacturing Director,Single,3,3,3.0,4.0,3.0,2,Worked,Worked
839,Travel_Rarely,Sales,2,Marketing,Male,1,Manufacturing Director,Divorced,3,3,3.0,1.0,3.0,0,Worked,Worked
840,Non-Travel,Research & Development,3,Medical,Male,1,Research Scientist,Divorced,2,3,4.0,4.0,3.0,2,Worked,Worked
841,Travel_Rarely,Research & Development,3,Medical,Female,3,Laboratory Technician,Divorced,4,4,1.0,2.0,3.0,0,Worked,Worked
842,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Healthcare Representative,Married,4,3,2.0,3.0,3.0,0,Worked,Worked
843,Travel_Rarely,Research & Development,4,Medical,Male,1,Sales Executive,Married,4,4,4.0,2.0,3.0,0,Worked,Worked
844,Travel_Rarely,Sales,3,Marketing,Female,4,Research Scientist,Single,2,3,3.0,4.0,2.0,1,Worked,Worked
845,Travel_Rarely,Research & Development,4,Medical,Male,1,Laboratory Technician,Divorced,3,3,3.0,3.0,3.0,1,Worked,Worked
846,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Healthcare Representative,Married,4,3,3.0,3.0,2.0,1,Worked,Worked
847,Travel_Rarely,Research & Development,1,Medical,Male,1,Healthcare Representative,Married,2,4,1.0,1.0,1.0,1,Worked,Worked
848,Travel_Rarely,Research & Development,3,Other,Male,3,Sales Executive,Married,3,3,2.0,1.0,3.0,2,Stress,Resignation
849,Travel_Frequently,Sales,3,Marketing,Male,1,Manufacturing Director,Married,3,3,3.0,3.0,3.0,1,Worked,Worked
850,Travel_Rarely,Sales,2,Life Sciences,Male,1,Sales Executive,Single,3,3,4.0,1.0,3.0,1,Worked,Worked
851,Travel_Rarely,Research & Development,3,Technical Degree,Male,5,Research Director,Married,3,3,3.0,2.0,3.0,0,Worked,Worked
852,Travel_Rarely,Research & Development,3,Medical,Female,1,Research Scientist,Divorced,1,3,1.0,1.0,3.0,0,Salary,Resignation
853,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Manager,Married,3,4,3.0,4.0,3.0,0,Salary,Resignation
854,Travel_Rarely,Research & Development,3,Medical,Female,3,Sales Executive,Married,2,3,3.0,2.0,3.0,1,Others,Resignation
855,Non-Travel,Research & Development,4,Life Sciences,Female,5,Research Scientist,Married,3,3,4.0,1.0,2.0,0,Worked,Worked
856,Travel_Rarely,Research & Development,5,Life Sciences,Male,1,Sales Executive,Married,3,3,3.0,1.0,2.0,1,Worked,Worked
857,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Sales Executive,Single,3,3,1.0,4.0,1.0,0,Worked,Worked
858,Travel_Rarely,Research & Development,1,Medical,Female,1,Laboratory Technician,Married,2,3,3.0,4.0,3.0,0,Worked,Worked
859,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Research Scientist,Married,3,3,2.0,4.0,2.0,1,Worked,Worked
860,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Research Director,Married,3,3,1.0,4.0,3.0,0,Worked,Worked
861,Travel_Rarely,Sales,2,Marketing,Female,1,Sales Executive,Married,4,4,3.0,2.0,3.0,0,Worked,Worked
862,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Manufacturing Director,Single,2,3,2.0,2.0,4.0,0,Worked,Worked
863,Travel_Rarely,Human Resources,3,Human Resources,Male,1,Research Scientist,Single,3,3,2.0,3.0,3.0,2,Worked,Worked
864,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Representative,Single,2,3,2.0,1.0,3.0,0,Worked,Worked
865,Travel_Rarely,Sales,2,Life Sciences,Female,2,Sales Executive,Single,4,3,1.0,3.0,3.0,0,Worked,Worked
866,Travel_Rarely,Sales,2,Medical,Female,1,Sales Executive,Married,3,3,4.0,3.0,3.0,0,Worked,Worked
867,Travel_Frequently,Research & Development,1,Medical,Female,1,Research Scientist,Divorced,3,4,1.0,4.0,4.0,0,Worked,Worked
868,Travel_Rarely,Research & Development,2,Medical,Female,1,Laboratory Technician,Married,1,3,3.0,3.0,3.0,1,Worked,Worked
869,Travel_Rarely,Research & Development,2,Life Sciences,Female,3,Manager,Married,3,3,4.0,3.0,3.0,0,Worked,Worked
870,Travel_Frequently,Sales,3,Life Sciences,Male,2,Human Resources,Married,3,3,1.0,1.0,3.0,0,Worked,Worked
871,Travel_Rarely,Research & Development,2,Life Sciences,Female,5,Manager,Single,3,3,4.0,4.0,3.0,1,Worked,Worked
872,Travel_Rarely,Sales,3,Medical,Female,2,Laboratory Technician,Married,3,3,2.0,3.0,2.0,1,Worked,Worked
873,Travel_Frequently,Research & Development,1,Life Sciences,Female,1,Manager,Married,3,3,4.0,3.0,2.0,0,Worked,Worked
874,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,Married,3,3,4.0,1.0,3.0,0,Worked,Worked
875,Travel_Rarely,Research & Development,1,Other,Male,1,Manager,Divorced,4,4,4.0,2.0,3.0,1,Worked,Worked
876,Travel_Rarely,Sales,3,Marketing,Female,3,Sales Representative,Married,2,3,3.0,4.0,2.0,1,Worked,Worked
877,Travel_Rarely,Research & Development,4,Technical Degree,Male,1,Laboratory Technician,Single,3,3,4.0,1.0,1.0,0,Worked,Worked
878,Travel_Rarely,Human Resources,3,Medical,Female,2,Laboratory Technician,Married,3,3,3.0,2.0,3.0,1,Others,Resignation
879,Non-Travel,Sales,2,Marketing,Male,3,Sales Executive,Married,2,3,2.0,3.0,2.0,2,Worked,Worked
880,Travel_Frequently,Research & Development,3,Other,Male,2,Research Scientist,Married,2,4,2.0,3.0,3.0,0,Worked,Worked
881,Travel_Rarely,Research & Development,2,Life Sciences,Male,3,Research Scientist,Married,3,3,2.0,4.0,3.0,1,Worked,Worked
882,Travel_Rarely,Research & Development,3,Technical Degree,Male,3,Manager,Divorced,3,4,2.0,4.0,2.0,2,Worked,Worked
883,Travel_Rarely,Research & Development,3,Medical,Female,1,Research Director,Married,3,3,2.0,2.0,2.0,1,Worked,Worked
884,Travel_Rarely,Sales,2,Technical Degree,Female,2,Research Scientist,Single,3,3,3.0,1.0,3.0,0,Worked,Worked
885,Non-Travel,Sales,4,Life Sciences,Male,2,Manufacturing Director,Married,2,3,1.0,1.0,3.0,1,Worked,Worked
886,Travel_Frequently,Research & Development,3,Medical,Male,2,Research Scientist,Single,3,4,4.0,1.0,3.0,1,Worked,Worked
887,Travel_Rarely,Research & Development,1,Medical,Male,2,Manufacturing Director,Married,3,3,3.0,3.0,3.0,1,Worked,Worked
888,Travel_Frequently,Sales,4,Marketing,Male,5,Manufacturing Director,Divorced,2,3,3.0,4.0,3.0,1,Worked,Worked
889,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Healthcare Representative,Married,3,3,3.0,1.0,2.0,1,Worked,Worked
890,Travel_Rarely,Research & Development,2,Life Sciences,Male,3,Research Scientist,Married,3,3,2.0,1.0,3.0,1,Worked,Worked
891,Travel_Rarely,Research & Development,1,Life Sciences,Male,4,Research Scientist,Divorced,3,3,4.0,1.0,3.0,0,Worked,Worked
892,Travel_Rarely,Research & Development,3,Medical,Female,2,Sales Executive,Married,2,4,2.0,1.0,3.0,0,Worked,Worked
893,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,Divorced,3,3,2.0,1.0,2.0,2,Worked,Worked
894,Travel_Rarely,Research & Development,1,Life Sciences,Female,1,Laboratory Technician,Single,3,3,3.0,4.0,3.0,1,Worked,Worked
895,Travel_Frequently,Research & Development,5,Medical,Male,1,Research Director,Single,2,3,2.0,4.0,4.0,1,Worked,Fired
896,Travel_Rarely,Research & Development,4,Medical,Male,2,Research Scientist,Married,2,3,4.0,3.0,3.0,3,Worked,Worked
897,Travel_Rarely,Sales,4,Life Sciences,Male,1,Laboratory Technician,Divorced,3,3,3.0,3.0,3.0,0,Worked,Worked
898,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Married,3,3,1.0,3.0,3.0,1,Worked,Worked
899,Non-Travel,Research & Development,3,Medical,Female,2,Sales Executive,Married,3,3,3.0,3.0,3.0,1,Worked,Worked
900,Travel_Rarely,Research & Development,4,Technical Degree,Male,1,Laboratory Technician,Married,4,3,3.0,3.0,2.0,1,Worked,Worked
901,Travel_Frequently,Research & Development,3,Technical Degree,Female,2,Manager,Single,3,3,1.0,3.0,1.0,0,Worked,Worked
902,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Laboratory Technician,Divorced,2,3,4.0,4.0,3.0,2,Worked,Worked
903,Travel_Rarely,Research & Development,4,Life Sciences,Female,3,Sales Executive,Married,3,3,4.0,3.0,4.0,0,Worked,Worked
904,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,Married,3,3,4.0,1.0,3.0,1,Others,Resignation
905,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,Married,3,3,2.0,2.0,1.0,0,Worked,Worked
906,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Healthcare Representative,Single,2,3,3.0,4.0,2.0,0,Worked,Worked
907,Travel_Frequently,Sales,2,Marketing,Male,1,Laboratory Technician,Married,2,3,1.0,4.0,3.0,1,Worked,Worked
908,Travel_Frequently,Sales,4,Marketing,Female,3,Manager,Married,3,3,3.0,4.0,3.0,3,Worked,Worked
909,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Manager,Divorced,1,3,3.0,4.0,2.0,0,Others,Resignation
910,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Research Scientist,Single,3,4,1.0,4.0,3.0,1,Worked,Worked
911,Travel_Rarely,Sales,4,Life Sciences,Male,3,Sales Executive,Married,1,3,2.0,3.0,3.0,1,Worked,Worked
912,Travel_Frequently,Research & Development,3,Life Sciences,Male,1,Research Scientist,Single,3,4,4.0,4.0,2.0,0,Worked,Worked
913,Travel_Rarely,Sales,4,Marketing,Male,1,Research Director,Single,3,3,1.0,1.0,1.0,2,Others,Resignation
914,Travel_Rarely,Research & Development,1,Medical,Female,2,Manager,Single,2,3,3.0,3.0,3.0,1,Worked,Worked
915,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Sales Executive,Married,2,4,2.0,1.0,3.0,0,Worked,Worked
916,Travel_Frequently,Sales,1,Marketing,Male,4,Manufacturing Director,Divorced,2,3,4.0,3.0,3.0,0,Worked,Worked
917,Travel_Rarely,Sales,3,Marketing,Female,2,Research Director,Married,3,3,4.0,2.0,3.0,0,Worked,Worked
918,Travel_Rarely,Sales,2,Life Sciences,Male,2,Research Director,Married,2,4,1.0,2.0,3.0,0,Worked,Worked
919,Travel_Rarely,Research & Development,2,Medical,Male,3,Sales Executive,Divorced,2,3,4.0,1.0,3.0,1,Worked,Worked
920,Travel_Rarely,Research & Development,4,Medical,Female,2,Sales Executive,Single,3,3,3.0,3.0,3.0,1,Worked,Worked
921,Travel_Rarely,Research & Development,3,Medical,Male,3,Laboratory Technician,Divorced,3,3,4.0,2.0,3.0,0,Worked,Worked
922,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,Single,3,3,1.0,2.0,3.0,0,Worked,Worked
923,Travel_Rarely,Human Resources,2,Life Sciences,Female,2,Research Scientist,Married,3,3,3.0,3.0,3.0,3,Worked,Worked
924,Non-Travel,Research & Development,4,Life Sciences,Male,4,Laboratory Technician,Married,3,3,4.0,3.0,3.0,0,Worked,Worked
925,Travel_Rarely,Research & Development,2,Medical,Female,2,Healthcare Representative,Divorced,3,3,4.0,1.0,3.0,0,Worked,Worked
926,Travel_Rarely,Sales,3,Marketing,Male,1,Laboratory Technician,Married,3,3,2.0,3.0,3.0,0,Worked,Worked
927,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Research Scientist,Married,3,3,3.0,3.0,3.0,1,Worked,Worked
928,Travel_Frequently,Research & Development,4,Medical,Male,1,Research Director,Single,2,3,4.0,4.0,4.0,1,Salary,Resignation
929,Travel_Frequently,Research & Development,2,Life Sciences,Male,2,Research Scientist,Married,3,3,4.0,4.0,4.0,1,Worked,Worked
930,Travel_Rarely,Research & Development,2,Medical,Male,2,Sales Representative,Divorced,2,3,1.0,2.0,2.0,0,Worked,Worked
931,Travel_Rarely,Research & Development,3,Medical,Male,5,Sales Executive,Divorced,2,3,4.0,4.0,3.0,3,Worked,Worked
932,Travel_Rarely,Research & Development,0,Life Sciences,Male,0,Sales Executive,Married,3,3,4.0,2.0,2.0,0,Worked,Worked
933,Travel_Rarely,Research & Development,4,Technical Degree,Female,2,Sales Executive,Married,2,3,1.0,4.0,3.0,0,Worked,Worked
934,Travel_Rarely,Research & Development,4,Medical,Male,1,Laboratory Technician,Divorced,2,3,4.0,1.0,2.0,0,Worked,Worked
935,Travel_Frequently,Sales,2,Medical,Female,1,Sales Executive,Single,3,3,4.0,2.0,3.0,3,Worked,Worked
936,Travel_Rarely,Research & Development,4,Medical,Male,3,Laboratory Technician,Divorced,2,4,2.0,2.0,3.0,1,Worked,Worked
937,Travel_Rarely,Research & Development,3,Medical,Male,2,Manufacturing Director,Single,1,3,3.0,3.0,3.0,0,Worked,Worked
938,Travel_Rarely,Research & Development,4,Life Sciences,Female,4,Manager,Single,4,3,4.0,3.0,3.0,0,Worked,Worked
939,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Representative,Single,3,3,4.0,1.0,3.0,1,Worked,Worked
940,Non-Travel,Research & Development,2,Medical,Female,2,Healthcare Representative,Divorced,2,3,3.0,4.0,3.0,0,Worked,Worked
941,Travel_Rarely,Research & Development,2,Technical Degree,Male,3,Sales Executive,Married,3,3,1.0,3.0,2.0,0,Worked,Worked
942,Travel_Rarely,Research & Development,3,Technical Degree,Female,3,Healthcare Representative,Divorced,2,3,3.0,4.0,3.0,0,Worked,Worked
943,Travel_Rarely,Human Resources,3,Life Sciences,Female,3,Laboratory Technician,Single,3,3,4.0,3.0,3.0,0,Salary,Resignation
944,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Executive,Married,3,3,4.0,3.0,2.0,1,Worked,Worked
945,Travel_Rarely,Research & Development,3,Life Sciences,Male,4,Research Director,Married,3,3,2.0,4.0,3.0,0,Worked,Worked
946,Travel_Frequently,Sales,2,Marketing,Male,1,Healthcare Representative,Married,1,3,4.0,3.0,3.0,1,Others,Resignation
947,Travel_Rarely,Sales,3,Life Sciences,Male,2,Research Scientist,Single,3,3,4.0,2.0,3.0,1,Others,Resignation
948,Non-Travel,Research & Development,2,Medical,Male,1,Human Resources,Single,3,4,4.0,4.0,3.0,1,Worked,Worked
949,Travel_Rarely,Research & Development,1,Life Sciences,Male,5,Laboratory Technician,Divorced,3,3,1.0,2.0,3.0,2,Worked,Worked
950,Travel_Rarely,Sales,3,Life Sciences,Female,2,Research Scientist,Married,1,3,2.0,4.0,4.0,1,Worked,Worked
951,Travel_Rarely,Sales,4,Medical,Male,1,Manager,Divorced,2,3,3.0,4.0,4.0,1,Worked,Worked
952,Travel_Rarely,Sales,3,Life Sciences,Male,3,Manager,Married,3,3,2.0,2.0,3.0,0,Worked,Worked
953,Travel_Frequently,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Divorced,3,3,3.0,4.0,2.0,1,Worked,Worked
954,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Healthcare Representative,Married,3,3,2.0,4.0,3.0,0,Worked,Worked
955,Travel_Rarely,Research & Development,2,Medical,Male,2,Research Scientist,Divorced,3,3,3.0,4.0,3.0,2,Salary,Resignation
956,Travel_Rarely,Human Resources,3,Life Sciences,Male,1,Research Scientist,Married,4,3,3.0,4.0,3.0,0,Worked,Worked
957,Travel_Frequently,Research & Development,3,Life Sciences,Male,3,Sales Executive,Single,3,3,1.0,4.0,4.0,0,Worked,Worked
958,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Sales Executive,Married,1,3,4.0,4.0,3.0,0,Worked,Worked
959,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Sales Executive,Married,3,3,3.0,3.0,3.0,0,Worked,Worked
960,Travel_Rarely,Sales,4,Marketing,Male,1,Research Scientist,Single,3,3,4.0,3.0,3.0,0,Worked,Worked
961,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Research Scientist,Married,3,3,4.0,3.0,3.0,1,Worked,Worked
962,Travel_Rarely,Human Resources,4,Life Sciences,Female,3,Research Scientist,Single,1,3,3.0,4.0,2.0,1,Worked,Worked
963,Non-Travel,Sales,3,Life Sciences,Female,2,Manufacturing Director,Married,2,3,3.0,3.0,2.0,2,Worked,Worked
964,Travel_Rarely,Sales,2,Medical,Female,2,Manager,Married,2,3,4.0,3.0,3.0,0,Worked,Fired
965,Travel_Frequently,Research & Development,3,Medical,Female,2,Sales Executive,Married,3,3,3.0,3.0,1.0,2,Others,Resignation
966,Travel_Rarely,Research & Development,1,Medical,Male,1,Sales Executive,Married,3,3,4.0,3.0,4.0,1,Worked,Worked
967,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Director,Single,3,4,4.0,2.0,3.0,1,Worked,Worked
968,Travel_Frequently,Sales,1,Marketing,Male,2,Laboratory Technician,Married,3,3,1.0,3.0,2.0,1,Worked,Worked
969,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Executive,Married,3,3,2.0,3.0,4.0,2,Worked,Worked
970,Non-Travel,Sales,2,Medical,Male,2,Research Scientist,Married,1,3,3.0,2.0,3.0,2,Worked,Worked
971,Travel_Rarely,Research & Development,2,Technical Degree,Male,1,Healthcare Representative,Married,3,3,2.0,1.0,3.0,1,Worked,Worked
972,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,Divorced,2,3,2.0,1.0,4.0,1,Worked,Worked
973,Travel_Rarely,Research & Development,3,Medical,Male,4,Sales Executive,Single,2,3,3.0,2.0,3.0,0,Worked,Worked
974,Travel_Rarely,Sales,4,Life Sciences,Male,1,Laboratory Technician,Married,3,4,4.0,3.0,3.0,1,Worked,Worked
975,Travel_Rarely,Sales,4,Marketing,Male,1,Laboratory Technician,Married,3,3,2.0,4.0,2.0,1,Worked,Worked
976,Non-Travel,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,3,3,3.0,2.0,1.0,1,Worked,Worked
977,Travel_Rarely,Research & Development,4,Technical Degree,Female,3,Sales Executive,Divorced,3,4,3.0,4.0,2.0,0,Worked,Worked
978,Travel_Rarely,Research & Development,3,Medical,Male,2,Manufacturing Director,Divorced,3,4,2.0,1.0,3.0,0,Stress,Resignation
979,Travel_Rarely,Research & Development,3,Medical,Female,2,Research Director,Single,3,3,1.0,2.0,3.0,2,Salary,Resignation
980,Travel_Rarely,Sales,4,Life Sciences,Male,3,Manufacturing Director,Single,3,3,3.0,2.0,1.0,2,Worked,Worked
981,Travel_Frequently,Sales,3,Marketing,Male,2,Sales Executive,Single,3,3,4.0,4.0,2.0,1,Worked,Worked
982,Non-Travel,Research & Development,3,Life Sciences,Female,2,Manufacturing Director,Married,2,3,4.0,4.0,3.0,0,Worked,Worked
983,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Research Scientist,Married,2,3,4.0,3.0,1.0,2,Worked,Worked
984,Travel_Rarely,Sales,3,Life Sciences,Male,3,Manufacturing Director,Single,2,3,2.0,2.0,2.0,1,Worked,Worked
985,Travel_Rarely,Research & Development,4,Medical,Male,1,Sales Representative,Married,3,3,3.0,3.0,4.0,0,Worked,Worked
986,Travel_Frequently,Sales,3,Life Sciences,Male,1,Research Director,Single,3,3,4.0,1.0,3.0,1,Worked,Worked
987,Travel_Frequently,Sales,4,Marketing,Male,1,Sales Executive,Married,3,3,1.0,4.0,3.0,1,Worked,Worked
988,Travel_Frequently,Research & Development,3,Life Sciences,Female,1,Human Resources,Divorced,3,3,3.0,4.0,2.0,0,Others,Resignation
989,Travel_Rarely,Research & Development,2,Life Sciences,Male,3,Laboratory Technician,Married,4,3,1.0,3.0,3.0,2,Worked,Worked
990,Travel_Rarely,Sales,3,Life Sciences,Male,1,Manager,Single,2,3,3.0,4.0,2.0,1,Worked,Worked
991,Travel_Rarely,Sales,3,Marketing,Male,5,Research Scientist,Single,3,3,2.0,2.0,3.0,0,Stress,Resignation
992,Travel_Frequently,Research & Development,4,Life Sciences,Female,1,Sales Executive,Single,3,4,4.0,3.0,4.0,1,Worked,Worked
993,Travel_Rarely,Sales,3,Life Sciences,Male,3,Sales Executive,Divorced,3,3,3.0,1.0,3.0,0,Worked,Worked
994,Travel_Rarely,Research & Development,2,Medical,Female,2,Healthcare Representative,Married,2,3,4.0,4.0,3.0,0,Worked,Worked
995,Non-Travel,Research & Development,4,Medical,Male,1,Sales Representative,Single,3,3,4.0,2.0,2.0,1,Worked,Worked
996,Travel_Rarely,Sales,4,Marketing,Male,1,Sales Executive,Single,3,3,4.0,4.0,4.0,1,Worked,Worked
997,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Executive,Single,1,3,1.0,1.0,2.0,0,Others,Resignation
998,Travel_Frequently,Research & Development,3,Medical,Male,1,Healthcare Representative,Married,3,3,3.0,2.0,2.0,1,Worked,Worked
999,Travel_Rarely,Human Resources,4,Human Resources,Male,2,Laboratory Technician,Married,3,3,1.0,3.0,3.0,2,Others,Resignation
1000,Travel_Rarely,Research & Development,4,Other,Female,2,Sales Representative,Divorced,3,3,4.0,1.0,3.0,1,Worked,Worked
1001,Travel_Rarely,Research & Development,1,Medical,Male,1,Sales Representative,Married,3,3,3.0,3.0,3.0,1,Worked,Worked
1002,Non-Travel,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Single,3,3,2.0,2.0,3.0,1,Worked,Worked
1003,Travel_Rarely,Research & Development,2,Technical Degree,Female,1,Manufacturing Director,Married,2,3,2.0,4.0,3.0,0,Worked,Worked
1004,Travel_Frequently,Research & Development,4,Other,Male,3,Sales Executive,Married,3,3,3.0,3.0,3.0,1,Salary,Resignation
1005,Travel_Rarely,Human Resources,3,Other,Female,1,Healthcare Representative,Divorced,3,3,2.0,2.0,2.0,1,Worked,Worked
1006,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Sales Executive,Married,3,4,3.0,1.0,3.0,1,Worked,Worked
1007,Non-Travel,Research & Development,3,Other,Male,1,Research Scientist,Divorced,3,3,4.0,2.0,2.0,0,Worked,Worked
1008,Travel_Rarely,Research & Development,3,Medical,Male,1,Sales Representative,Divorced,3,3,3.0,1.0,3.0,0,Worked,Worked
1009,Non-Travel,Research & Development,4,Medical,Female,1,Research Scientist,Divorced,2,4,4.0,3.0,3.0,0,Worked,Worked
1010,Non-Travel,Research & Development,4,Medical,Male,2,Healthcare Representative,Married,4,3,1.0,3.0,2.0,2,Worked,Worked
1011,Travel_Rarely,Sales,2,Marketing,Female,1,Laboratory Technician,Single,3,3,2.0,4.0,3.0,1,Worked,Worked
1012,Travel_Rarely,Sales,2,Life Sciences,Female,5,Sales Executive,Single,3,3,4.0,4.0,3.0,1,Worked,Worked
1013,Travel_Rarely,Sales,2,Marketing,Male,5,Healthcare Representative,Single,4,3,2.0,2.0,3.0,0,Salary,Resignation
1014,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,2,3,4.0,3.0,3.0,1,Worked,Worked
1015,Travel_Rarely,Research & Development,3,Other,Male,4,Research Scientist,Married,3,3,3.0,1.0,3.0,0,Others,Resignation
1016,Travel_Rarely,Research & Development,5,Life Sciences,Male,5,Sales Executive,Married,2,3,1.0,4.0,3.0,2,Worked,Worked
1017,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Manager,Married,3,3,1.0,3.0,3.0,0,Worked,Worked
1018,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Sales Executive,Married,2,3,2.0,2.0,3.0,3,Worked,Worked
1019,Travel_Rarely,Sales,4,Marketing,Female,1,Sales Representative,Divorced,4,3,3.0,4.0,3.0,0,Worked,Worked
1020,Travel_Rarely,Research & Development,3,Technical Degree,Female,4,Research Scientist,Married,2,3,4.0,1.0,3.0,0,Worked,Worked
1021,Travel_Frequently,Sales,4,Life Sciences,Male,1,Research Scientist,Divorced,4,3,3.0,2.0,2.0,0,Stress,Resignation
1022,Travel_Rarely,Research & Development,2,Technical Degree,Male,2,Sales Executive,Divorced,3,3,3.0,2.0,2.0,0,Worked,Worked
1023,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Research Scientist,Single,3,4,3.0,4.0,3.0,1,Others,Resignation
1024,Travel_Rarely,Research & Development,5,Medical,Male,2,Laboratory Technician,Married,3,3,4.0,1.0,3.0,0,Worked,Worked
1025,Travel_Rarely,Sales,3,Medical,Female,2,Sales Executive,Married,3,3,3.0,4.0,4.0,0,Worked,Worked
1026,Travel_Rarely,Sales,4,Marketing,Female,2,Laboratory Technician,Single,2,3,3.0,3.0,3.0,0,Worked,Worked
1027,Non-Travel,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,Single,3,3,2.0,2.0,3.0,0,Worked,Worked
1028,Travel_Rarely,Research & Development,2,Medical,Male,1,Research Director,Married,3,3,3.0,1.0,2.0,1,Worked,Worked
1029,Travel_Rarely,Research & Development,4,Other,Female,2,Laboratory Technician,Married,3,3,2.0,1.0,2.0,0,Worked,Worked
1030,Non-Travel,Sales,1,Life Sciences,Female,2,Research Director,Divorced,3,3,2.0,4.0,3.0,3,Worked,Worked
1031,Non-Travel,Sales,4,Marketing,Male,3,Sales Executive,Divorced,3,3,1.0,2.0,3.0,0,Worked,Worked
1032,Travel_Frequently,Research & Development,1,Life Sciences,Male,1,Manufacturing Director,Married,4,4,4.0,1.0,2.0,2,Stress,Resignation
1033,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,3,3,4.0,1.0,1.0,1,Others,Resignation
1034,Travel_Frequently,Research & Development,1,Medical,Male,2,Healthcare Representative,Divorced,2,3,3.0,4.0,3.0,1,Worked,Worked
1035,Non-Travel,Human Resources,5,Medical,Female,3,Sales Executive,Single,3,3,1.0,3.0,2.0,0,Worked,Worked
1036,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Research Scientist,Single,1,3,2.0,2.0,1.0,1,Worked,Worked
1037,Travel_Rarely,Research & Development,1,Technical Degree,Male,3,Laboratory Technician,Divorced,2,3,3.0,3.0,4.0,0,Worked,Worked
1038,Travel_Rarely,Sales,3,Marketing,Female,2,Manager,Single,3,3,1.0,3.0,3.0,0,Worked,Worked
1039,Travel_Rarely,Human Resources,1,Technical Degree,Female,3,Sales Executive,Married,2,3,4.0,2.0,3.0,2,Others,Resignation
1040,Travel_Rarely,Research & Development,3,Medical,Male,1,Sales Executive,Married,3,3,4.0,2.0,4.0,1,Others,Resignation
1041,Travel_Rarely,Sales,2,Medical,Female,3,Sales Executive,Divorced,3,3,3.0,4.0,3.0,0,Worked,Worked
1042,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Married,2,3,2.0,3.0,3.0,0,Worked,Worked
1043,Non-Travel,Research & Development,4,Medical,Male,1,Laboratory Technician,Divorced,3,3,2.0,2.0,2.0,1,Worked,Worked
