,Unnamed: 0,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,mean_time
1136,1136,32,8,46270,8.0,17,8,2,1,0,0,7.3
1137,1137,31,2,70940,1.0,14,10,2,10,0,8,10.32
1138,1138,53,18,34230,6.0,15,15,4,2,2,2,10.81
1139,1139,54,14,66740,3.0,17,9,2,4,2,3,7.9
1140,1140,33,2,168800,1.0,14,9,2,9,2,8,7.9
1141,1141,43,3,90940,1.0,12,10,0,10,0,9,7.48
1142,1142,38,2,84460,0.0,14,7,3,6,1,2,7.96
1143,1143,55,9,119160,4.0,15,35,3,10,1,4,8.19
1144,1144,31,6,45340,1.0,13,1,2,1,0,0,10.81
1145,1145,39,4,98520,0.0,12,21,5,20,11,10,6.09
1146,1146,42,10,61510,1.0,13,20,3,20,3,7,6.59
1147,1147,31,14,23020,4.0,14,13,3,11,4,8,6.1
1148,1148,54,1,23620,6.0,13,9,2,5,1,4,10.51
1149,1149,24,5,178610,1.0,11,4,5,4,1,2,6.88
1150,1150,23,7,191870,1.0,11,5,2,5,1,4,6.99
1151,1151,40,21,197170,1.0,21,10,1,10,9,4,7.81
1152,1152,40,8,35440,3.0,18,15,3,11,5,10,6.16
1153,1153,25,20,85000,4.0,12,6,2,2,1,2,6.21
1154,1154,30,20,46610,1.0,11,12,3,12,1,7,6.08
1155,1155,25,7,41030,6.0,15,7,2,2,0,2,10.19
1156,1156,47,1,42490,2.0,13,25,2,17,12,11,7.78
1157,1157,33,1,140260,1.0,12,1,4,1,0,0,6.17
1158,1158,38,19,68930,0.0,17,16,3,15,5,8,7.9
1159,1159,31,10,61250,0.0,13,3,3,2,1,2,7.18
1160,1160,38,1,36690,2.0,19,10,2,8,7,7,6.51
1161,1161,42,6,100080,6.0,19,9,3,4,1,2,9.77
1162,1162,41,2,23870,3.0,17,12,1,5,1,0,7.7
1163,1163,47,21,46390,0.0,11,14,2,13,5,12,7.23
1164,1164,35,4,78980,7.0,15,5,2,2,2,2,10.4
1165,1165,22,12,25340,0.0,11,4,1,3,1,2,6.4
1166,1166,35,9,131420,1.0,25,10,4,10,0,8,8.0
1167,1167,33,3,16110,0.0,14,10,2,9,8,1,9.1
1168,1168,32,3,53630,1.0,13,6,4,6,4,1,6.99
1169,1169,40,1,50710,8.0,17,8,3,1,0,0,6.16
1170,1170,32,1,136950,0.0,13,3,3,2,2,2,6.01
1171,1171,39,4,134020,7.0,14,18,1,7,1,7,8.02
1172,1172,38,20,20290,3.0,11,20,3,18,1,11,8.0
1173,1173,32,18,63770,1.0,12,14,3,14,5,7,7.9
1174,1174,37,1,54290,1.0,17,16,3,16,6,8,9.39
1175,1175,25,2,27850,0.0,21,6,2,5,0,4,7.97
1176,1176,52,2,46140,2.0,16,16,3,9,0,0,6.81
1177,1177,44,8,26100,6.0,15,6,2,4,1,2,10.8
1178,1178,21,10,66870,1.0,19,2,0,2,1,2,8.16
1179,1179,39,3,47240,2.0,12,21,4,6,1,3,6.31
1180,1180,23,2,61790,1.0,11,1,3,1,1,0,8.03
1181,1181,36,24,61200,0.0,19,10,2,9,3,4,7.79
1182,1182,36,16,105960,7.0,15,18,3,4,0,2,7.84
1183,1183,56,8,54670,1.0,20,13,6,13,1,9,6.59
1184,1184,29,9,29960,9.0,25,4,4,2,2,2,10.9
1185,1185,42,17,99980,5.0,24,24,3,22,4,14,7.4
1186,1186,56,10,40780,8.0,24,14,3,10,9,8,6.82
1187,1187,41,13,109200,0.0,15,21,3,20,0,10,7.8
1188,1188,34,1,62320,1.0,13,8,3,8,1,7,7.38
1189,1189,36,1,132470,1.0,14,15,3,15,11,11,7.68
1190,1190,41,1,40810,2.0,13,14,3,5,0,4,7.09
1191,1191,32,9,57690,1.0,11,4,3,4,1,2,6.73
1192,1192,35,16,23940,1.0,16,9,3,9,1,7,10.5
1193,1193,38,23,39040,1.0,22,10,3,10,1,9,6.91
1194,1194,50,4,167990,7.0,14,12,2,6,0,1,7.21
1195,1195,36,22,29500,4.0,14,8,1,6,0,0,6.28
1196,1196,45,24,36290,8.0,16,8,2,5,0,1,6.08
1197,1197,40,10,93620,2.0,11,8,6,2,2,2,6.21
1198,1198,35,7,32290,1.0,25,10,2,10,0,2,8.43
1199,1199,40,17,35780,2.0,14,20,2,5,0,2,7.48
1200,1200,35,14,79880,1.0,18,4,3,4,1,1,6.9
1201,1201,29,1,42840,4.0,11,10,5,4,0,3,9.82
1202,1202,29,5,75530,1.0,19,5,3,5,0,4,6.08
1203,1203,50,17,173280,4.0,15,20,1,3,2,0,9.62
1204,1204,39,25,197010,0.0,11,21,3,20,9,6,7.51
1205,1205,31,8,147320,0.0,12,10,3,9,1,7,7.31
1206,1206,26,11,92780,0.0,20,5,3,4,0,0,7.5
1207,1207,36,5,13590,4.0,12,17,2,5,0,3,7.69
1208,1208,39,2,47790,4.0,14,9,3,7,1,7,6.05
1209,1209,27,8,164220,1.0,20,6,3,6,0,3,9.29
1210,1210,49,6,29960,2.0,18,17,2,9,0,8,6.4
1211,1211,34,4,12610,2.0,14,6,6,4,1,2,6.46
1212,1212,41,7,20990,8.0,12,8,2,6,0,5,8.63
1213,1213,49,1,58100,1.0,21,10,2,10,1,7,6.71
1214,1214,37,2,56470,6.0,19,7,2,0,0,0,8.52
1215,1215,33,10,34200,1.0,14,8,3,8,3,0,9.48
1216,1216,27,5,44000,9.0,17,6,3,2,2,2,6.41
1217,1217,32,9,35000,0.0,16,8,2,7,3,6,7.28
1218,1218,59,2,20660,4.0,12,12,3,1,0,0,10.04
1219,1219,30,11,171690,1.0,17,1,2,1,0,0,6.39
1220,1220,38,18,41620,0.0,15,10,1,9,1,8,8.0
1221,1221,36,7,92040,6.0,23,17,2,7,7,7,7.83
1222,1222,35,3,32940,0.0,11,6,2,5,0,3,7.5
1223,1223,29,29,21270,0.0,11,10,3,9,0,8,10.72
1224,1224,31,2,39750,1.0,15,5,3,5,4,3,6.31
1225,1225,34,28,107930,0.0,11,3,1,2,1,2,7.61
1226,1226,28,1,100960,5.0,13,6,2,4,0,3,10.48
1227,1227,29,16,36460,1.0,14,10,3,10,8,8,7.97
1228,1228,32,22,74460,0.0,19,7,3,6,0,5,10.7
1229,1229,22,8,108510,1.0,16,1,2,1,0,0,10.0
1230,1230,53,11,21090,2.0,13,31,3,25,3,7,8.02
1231,1231,38,29,37220,5.0,14,6,0,3,1,2,9.69
1232,1232,24,1,93800,0.0,16,5,2,4,1,3,6.91
1233,1233,36,1,54860,7.0,12,10,2,5,0,3,6.48
1234,1234,34,24,27420,0.0,11,13,2,12,2,11,6.09
1235,1235,21,2,137570,1.0,12,0,3,0,0,0,6.0
1236,1236,34,15,84630,2.0,13,8,2,4,1,3,7.82
1237,1237,53,2,31620,4.0,15,26,4,14,4,8,7.48
1238,1238,32,10,165980,1.0,13,10,2,10,6,7,9.49
1239,1239,42,10,66510,0.0,20,10,5,9,4,2,6.89
1240,1240,44,3,23450,3.0,15,24,0,22,5,17,7.1
1241,1241,46,2,34200,3.0,13,22,3,2,2,1,8.01
1242,1242,33,3,43730,4.0,14,7,3,1,0,0,6.53
1243,1243,44,26,47590,2.0,21,9,2,4,1,3,8.53
1244,1244,30,1,53010,1.0,16,10,3,10,1,8,6.12
1245,1245,39,1,36730,3.0,14,19,3,1,0,0,6.52
1246,1246,24,2,47680,2.0,11,6,2,2,2,0,9.68
1247,1247,43,9,12740,1.0,19,6,3,5,1,4,6.49
1248,1248,50,12,49000,1.0,11,3,3,3,0,2,8.92
1249,1249,35,2,104660,1.0,13,2,1,2,2,2,7.09
1250,1250,36,25,170070,9.0,12,6,2,1,0,0,9.08
1251,1251,33,9,29090,2.0,11,10,2,5,1,3,6.56
1252,1252,35,10,57650,1.0,14,1,2,1,0,0,6.19
1253,1253,27,8,45990,1.0,15,1,3,1,0,0,7.62
1254,1254,26,4,24040,1.0,12,1,6,1,0,1,7.69
1255,1255,27,24,31720,1.0,20,9,1,9,1,7,6.84
1256,1256,30,1,20330,1.0,14,12,3,12,3,7,6.82
1257,1257,41,20,102090,1.0,13,23,2,22,15,8,5.96
1258,1258,34,7,86200,0.0,13,10,2,9,8,7,7.82
1259,1259,37,17,20640,4.0,16,8,3,1,0,0,6.1
1260,1260,46,20,40350,4.0,14,14,2,9,0,8,9.32
1261,1261,35,8,38380,1.0,16,1,2,1,0,1,6.91
1262,1262,48,2,45910,9.0,16,23,6,1,0,0,9.3
1263,1263,28,10,25610,1.0,22,2,3,2,2,2,10.68
1264,1264,44,1,15630,5.0,12,9,3,4,1,3,9.39
1265,1265,35,5,48980,2.0,15,10,2,4,2,3,9.51
1266,1266,26,4,47890,7.0,20,5,2,2,0,0,10.2
1267,1267,33,29,31800,1.0,14,15,2,15,8,12,8.21
1268,1268,35,15,65490,1.0,20,9,3,9,1,8,6.47
1269,1269,35,3,63880,3.0,13,4,6,2,2,2,8.79
1270,1270,31,10,112440,3.0,12,10,3,7,1,7,6.1
1271,1271,37,4,160320,1.0,13,7,2,7,0,7,7.42
1272,1272,32,21,23620,1.0,11,9,2,9,7,8,8.11
1273,1273,38,25,163280,1.0,17,10,2,10,9,9,6.24
1274,1274,50,2,83760,5.0,14,29,2,27,13,8,9.53
1275,1275,59,1,166060,7.0,11,28,6,21,7,9,6.92
1276,1276,36,1,86060,1.0,14,17,3,17,12,8,6.0
1277,1277,55,7,22720,2.0,17,21,2,5,0,2,8.11
1278,1278,36,3,20180,1.0,13,6,5,6,0,3,7.22
1279,1279,45,1,70830,2.0,12,25,5,1,0,0,6.81
1280,1280,35,9,40840,4.0,13,5,3,3,1,2,6.1
1281,1281,36,7,144110,0.0,18,2,2,1,0,0,8.89
1282,1282,59,10,23080,7.0,19,20,4,4,1,3,6.79
1283,1283,29,28,48410,0.0,11,6,3,5,0,4,7.83
1284,1284,31,3,42850,1.0,21,1,2,1,1,0,6.3
1285,1285,32,3,97150,1.0,15,10,1,10,0,9,7.52
1286,1286,36,2,43200,3.0,17,5,2,1,0,0,7.18
1287,1287,31,27,21320,1.0,18,11,3,11,1,8,6.1
1288,1288,35,2,101240,0.0,14,16,2,15,2,8,6.02
1289,1289,45,14,54730,4.0,13,17,3,0,0,0,8.9
1290,1290,37,1,52070,4.0,17,16,3,5,0,2,6.6
1291,1291,46,9,164370,8.0,15,16,0,4,0,2,10.27
1292,1292,30,18,22960,1.0,18,10,2,10,3,0,9.2
1293,1293,35,20,40690,1.0,13,6,5,6,0,4,7.9
1294,1294,55,2,74410,3.0,12,24,4,1,1,0,6.71
1295,1295,38,11,24300,7.0,13,17,2,13,1,9,8.81
1296,1296,34,8,58780,1.0,14,5,1,5,1,3,8.01
1297,1297,56,2,26440,4.0,11,37,2,6,0,2,6.31
1298,1298,23,10,64390,3.0,22,3,2,0,0,0,6.41
1299,1299,51,29,24510,3.0,17,10,2,4,0,3,6.76
1300,1300,30,8,63920,1.0,21,11,2,11,10,8,7.62
1301,1301,46,1,97140,1.0,22,9,0,9,4,7,6.2
1302,1302,40,6,60770,1.0,16,22,2,22,11,11,7.4
1303,1303,51,8,24500,0.0,12,11,2,10,1,0,10.09
1304,1304,30,9,92500,1.0,12,11,0,11,2,7,8.07
1305,1305,46,12,20740,2.0,15,21,3,10,9,5,9.02
1306,1306,32,15,101690,1.0,14,12,6,11,5,7,7.31
1307,1307,54,25,48550,9.0,25,16,2,4,0,3,7.59
1308,1308,24,6,40870,0.0,20,4,1,3,0,2,7.8
1309,1309,28,9,23670,1.0,13,5,2,5,0,4,5.99
1310,1310,58,8,29720,0.0,14,38,2,37,1,8,7.08
1311,1311,44,23,195860,4.0,16,17,3,3,1,2,6.73
1312,1312,0,0,0,1.0,0,0,0,0,0,0,10.15
1313,1313,32,12,20610,1.0,15,1,2,1,0,0,7.96
1314,1314,20,4,99240,1.0,22,1,3,1,1,0,10.71
1315,1315,34,1,41980,1.0,22,16,2,16,2,10,7.62
1316,1316,37,24,68150,5.0,20,17,3,1,0,0,7.78
1317,1317,59,12,47230,9.0,14,30,0,3,2,2,7.21
1318,1318,50,3,61420,3.0,13,28,3,8,0,7,9.58
1319,1319,25,10,82370,1.0,13,6,6,6,0,3,8.51
1320,1320,25,26,88530,1.0,22,2,3,2,2,1,7.7
1321,1321,22,2,193310,1.0,12,1,2,0,0,0,6.26
1322,1322,51,1,20730,3.0,14,23,4,13,12,8,7.49
1323,1323,34,4,55620,1.0,15,9,3,9,0,6,8.22
1324,1324,54,9,196130,2.0,17,23,5,5,4,4,8.14
1325,1325,24,2,34070,0.0,13,6,4,5,1,2,6.49
1326,1326,34,4,50630,6.0,12,12,2,1,0,0,6.0
1327,1327,37,6,46390,2.0,12,12,3,5,1,3,6.22
1328,1328,34,9,48760,2.0,21,14,3,11,5,8,7.86
1329,1329,36,7,26900,0.0,11,10,1,9,2,8,7.98
1330,1330,36,1,175670,5.0,13,7,6,1,0,0,7.5
1331,1331,43,3,24080,1.0,12,25,3,25,4,12,8.7
1332,1332,30,10,28140,1.0,24,10,2,10,0,9,7.91
1333,1333,33,7,112450,0.0,21,8,3,7,0,7,6.71
1334,1334,56,15,33120,9.0,19,7,1,5,4,3,9.01
1335,1335,51,3,190490,7.0,14,23,2,20,15,15,6.69
1336,1336,31,2,21410,4.0,20,12,2,7,7,7,8.4
1337,1337,26,17,57690,1.0,19,5,4,5,4,3,7.68
1338,1338,58,2,43850,1.0,13,40,2,40,15,6,7.55
1339,1339,19,5,53320,1.0,23,0,2,0,0,0,9.36
1340,1340,22,29,46630,0.0,13,3,1,2,2,1,6.38
1341,1341,49,2,47240,1.0,11,16,3,15,5,11,7.19
1342,1342,43,2,32110,4.0,13,18,2,3,1,2,7.98
1343,1343,50,19,53770,4.0,14,16,3,2,2,1,7.08
1344,1344,31,15,40660,3.0,22,4,2,2,2,2,8.41
1345,1345,41,17,52080,3.0,11,12,2,9,0,7,8.12
1346,1346,26,17,48770,1.0,13,8,5,8,5,7,7.95
1347,1347,36,25,31170,6.0,21,7,2,3,0,1,6.8
1348,1348,51,6,15690,2.0,11,18,2,4,0,3,7.19
1349,1349,39,7,196580,4.0,13,17,3,15,5,9,7.88
1350,1350,25,29,30690,2.0,14,6,3,2,2,2,7.79
1351,1351,30,21,104350,0.0,11,12,5,11,4,7,10.0
1352,1352,32,2,41480,7.0,15,10,0,5,0,4,7.9
1353,1353,45,2,57680,5.0,23,9,4,6,0,3,7.37
1354,1354,38,7,50420,3.0,16,19,4,3,2,2,10.42
1355,1355,30,13,57700,1.0,16,5,2,5,0,4,6.68
1356,1356,32,2,77560,0.0,21,9,3,8,0,7,6.51
1357,1357,30,1,103060,5.0,13,8,5,3,2,2,6.72
1358,1358,30,9,39360,0.0,11,6,3,5,1,2,6.39
1359,1359,41,10,79450,4.0,12,21,6,7,7,7,7.32
1360,1360,41,10,57430,2.0,12,7,2,5,1,4,8.02
1361,1361,19,1,152020,1.0,18,1,2,1,0,0,6.38
1362,1362,40,26,54400,1.0,12,20,2,20,2,13,7.0
1363,1363,35,8,37600,1.0,14,10,2,10,0,6,7.4
1364,1364,53,14,35170,2.0,12,13,1,7,4,5,10.89
1365,1365,45,1,25800,8.0,17,20,3,17,0,15,6.79
1366,1366,32,2,21660,1.0,19,9,4,9,3,7,7.91
1367,1367,29,10,58690,1.0,11,10,6,10,0,9,6.1
1368,1368,51,1,80080,2.0,15,10,4,1,0,0,7.57
1369,1369,58,3,52060,4.0,11,9,4,1,0,0,9.99
1370,1370,40,11,52950,7.0,18,15,4,12,2,11,6.2
1371,1371,34,24,164130,6.0,16,6,1,4,1,2,6.98
1372,1372,22,3,132690,1.0,25,2,2,2,2,2,7.68
1373,1373,27,3,27830,6.0,16,6,2,2,2,2,6.3
1374,1374,28,4,54330,1.0,13,5,4,5,0,2,6.53
1375,1375,57,3,20130,3.0,14,12,5,5,1,4,10.87
1376,1376,27,2,139660,1.0,19,1,1,1,0,1,10.62
1377,1377,50,4,43740,3.0,15,21,5,5,4,4,6.21
1378,1378,41,7,68420,4.0,12,13,3,9,1,8,6.19
1379,1379,30,1,174260,2.0,12,12,0,10,7,4,6.91
1380,1380,38,1,176030,4.0,16,12,0,8,0,7,6.32
1381,1381,32,20,45810,3.0,14,8,3,5,1,4,6.93
1382,1382,27,5,47350,0.0,13,6,2,5,1,1,8.89
1383,1383,19,10,41870,0.0,22,1,4,0,0,0,7.51
1384,1384,36,25,55050,4.0,21,13,3,8,7,2,7.41
1385,1385,30,1,54700,1.0,18,12,2,12,6,10,6.81
1386,1386,45,24,54760,4.0,13,9,3,5,0,3,8.13
1387,1387,56,4,25870,4.0,12,19,2,2,2,2,8.28
1388,1388,33,2,24400,0.0,18,4,4,3,0,2,6.79
1389,1389,19,8,159720,1.0,21,1,2,1,1,0,7.21
1390,1390,46,10,153790,1.0,12,24,1,24,15,7,6.92
1391,1391,38,4,70820,1.0,14,2,3,2,2,1,7.93
1392,1392,31,2,27280,8.0,11,7,3,4,0,2,10.36
1393,1393,34,9,53680,2.0,14,9,2,3,1,2,6.25
1394,1394,41,18,53470,1.0,24,4,1,4,0,2,10.12
1395,1395,50,19,31950,2.0,11,5,4,3,0,2,6.78
1396,1396,53,1,39890,1.0,13,5,2,4,1,3,6.12
1397,1397,33,4,33060,1.0,11,8,6,8,1,6,7.52
1398,1398,40,11,70050,1.0,20,21,2,20,9,9,6.21
1399,1399,55,6,26550,8.0,17,36,0,24,2,15,6.11
1400,1400,34,7,13930,1.0,11,10,4,10,1,9,6.8
1401,1401,51,4,25700,3.0,18,21,2,7,1,0,7.39
1402,1402,52,2,35370,0.0,11,34,3,33,11,9,6.3
1403,1403,27,15,39860,1.0,12,7,3,7,0,3,7.53
1404,1404,35,2,108830,3.0,12,8,3,1,0,1,8.99
1405,1405,43,6,20280,4.0,20,7,2,5,2,2,8.01
1406,1406,45,9,95250,9.0,19,22,3,20,11,8,6.18
1407,1407,37,7,29290,1.0,12,8,2,8,1,7,10.13
1408,1408,35,1,22750,5.0,13,10,2,6,1,2,6.09
1409,1409,42,1,78790,2.0,11,11,2,5,0,2,6.4
1410,1410,38,8,49300,9.0,14,14,0,1,0,0,6.29
1411,1411,38,25,78470,3.0,14,9,3,7,1,7,7.26
1412,1412,27,13,44010,5.0,13,6,4,2,2,0,6.52
1413,1413,49,23,92410,1.0,19,7,5,7,1,7,9.59
1414,1414,34,7,29740,1.0,23,5,2,5,2,0,10.51
1415,1415,40,23,45020,8.0,12,15,0,7,3,7,10.4
1416,1416,38,6,107480,7.0,15,17,3,1,0,0,8.37
1417,1417,29,10,15550,1.0,19,10,2,10,1,9,6.71
1418,1418,22,1,129360,1.0,11,4,3,4,2,2,8.53
1419,1419,36,1,23050,1.0,17,8,3,8,1,7,7.5
1420,1420,40,28,167040,9.0,22,5,2,3,0,2,6.09
1421,1421,46,25,34330,7.0,18,17,3,4,0,3,5.98
1422,1422,32,5,34770,1.0,11,14,2,14,9,8,7.78
1423,1423,30,17,64300,1.0,12,12,2,11,5,8,7.99
1424,1424,27,18,65160,1.0,19,7,4,7,0,7,6.2
1425,1425,51,2,39070,5.0,13,16,2,10,4,7,6.7
1426,1426,30,10,55620,5.0,13,8,3,5,0,4,8.53
1427,1427,41,1,68830,3.0,19,16,3,1,0,0,9.09
1428,1428,30,3,28620,5.0,14,9,2,6,0,1,7.01
1429,1429,29,2,49780,0.0,13,7,3,6,1,5,7.79
1430,1430,45,2,103680,6.0,12,23,2,19,12,8,6.59
1431,1431,54,8,61340,2.0,19,16,2,6,0,5,6.42
1432,1432,36,16,67350,8.0,25,16,3,13,3,7,7.59
1433,1433,33,9,32950,6.0,22,7,2,3,1,1,7.49
1434,1434,37,2,52380,1.0,15,10,5,10,0,7,10.13
1435,1435,38,1,64720,0.0,12,17,4,16,5,13,6.88
1436,1436,31,4,96100,0.0,11,6,2,5,1,4,5.99
1437,1437,59,5,198330,3.0,13,7,2,1,0,0,6.18
1438,1438,37,2,97560,4.0,19,13,2,9,5,8,6.95
1439,1439,29,15,49680,1.0,19,11,4,11,4,1,6.32
1440,1440,35,19,21450,1.0,13,10,6,10,0,8,6.0
1441,1441,29,7,21800,1.0,21,4,2,4,0,1,8.35
1442,1442,52,1,83460,7.0,14,6,5,2,2,2,7.41
1443,1443,42,7,34450,1.0,11,22,2,22,11,15,6.37
1444,1444,59,4,27600,8.0,11,7,3,2,2,2,6.72
1445,1445,50,11,62940,3.0,23,32,2,7,0,6,7.7
1446,1446,33,11,71400,5.0,21,8,2,5,0,4,10.88
1447,1447,43,1,29320,5.0,24,22,3,17,1,9,9.29
1448,1448,33,1,51470,7.0,11,13,2,9,1,7,7.1
1449,1449,52,2,45070,1.0,14,33,3,33,15,12,8.8
1450,1450,32,13,85640,2.0,16,6,2,4,1,2,7.99
1451,1451,32,23,24680,0.0,11,4,2,3,1,2,10.2
1452,1452,39,26,81610,7.0,12,7,2,3,1,2,6.32
1453,1453,32,2,21090,0.0,13,4,3,3,2,2,6.24
1454,1454,41,29,52940,2.0,15,17,3,1,0,0,6.11
1455,1455,40,2,27180,1.0,14,9,4,9,4,7,7.43
1456,1456,45,18,58110,0.0,14,25,4,24,1,7,6.91
1457,1457,31,7,24370,9.0,14,9,3,2,2,2,7.31
1458,1458,33,2,27660,1.0,12,2,2,2,0,2,6.79
1459,1459,34,26,190380,6.0,13,13,3,11,5,9,6.43
1460,1460,37,22,30550,2.0,14,17,3,3,0,2,7.56
1461,1461,45,21,22890,4.0,13,9,3,3,0,2,8.01
1462,1462,37,2,40010,6.0,11,17,2,1,0,0,7.12
1463,1463,39,22,129650,0.0,19,20,2,19,11,8,7.39
1464,1464,29,4,35390,1.0,18,6,2,6,1,5,7.3
1465,1465,42,5,60290,3.0,17,10,5,3,0,2,8.49
1466,1466,29,2,26790,2.0,15,10,2,3,0,2,6.1
1467,1467,25,25,37020,0.0,20,5,4,4,1,2,7.7
1468,1468,42,18,23980,0.0,14,10,2,9,7,8,9.52
1469,1469,40,28,54680,0.0,12,22,6,21,3,9,7.04
1470,1470,51,6,131160,1.0,11,1,6,1,0,0,7.41
1471,1471,31,10,41890,0.0,23,6,3,5,1,4,7.66
1472,1472,32,17,193280,1.0,15,5,2,5,0,3,6.99
1473,1473,38,2,83210,3.0,11,13,5,8,7,5,7.2
1474,1474,32,10,23420,4.0,12,9,2,6,0,4,8.01
1475,1475,46,8,40710,3.0,13,28,5,7,7,7,10.78
1476,1476,28,11,58130,2.0,20,5,2,0,0,0,6.91
1477,1477,29,18,31430,2.0,22,10,2,0,0,0,6.72
1478,1478,31,1,20440,0.0,21,10,2,9,7,8,7.21
1479,1479,25,7,134640,1.0,13,6,2,6,1,5,7.13
1480,1480,45,17,79910,0.0,13,21,2,20,4,10,8.4
1481,1481,36,28,33770,0.0,12,16,2,15,10,11,7.08
1482,1482,55,14,55380,0.0,17,37,2,36,4,13,9.3
1483,1483,47,1,57620,1.0,11,10,4,10,9,9,9.45
1484,1484,28,1,25920,1.0,14,5,2,5,0,4,6.12
1485,1485,37,1,53460,4.0,11,7,2,5,0,1,6.7
1486,1486,21,3,42130,1.0,12,3,3,3,1,0,6.6
1487,1487,37,1,41270,2.0,13,15,2,5,0,2,11.02
1488,1488,35,7,24380,7.0,16,10,5,7,6,2,6.99
1489,1489,38,8,68700,1.0,11,8,5,8,7,7,9.29
1490,1490,26,1,104470,1.0,18,6,3,6,1,4,7.6
1491,1491,50,8,96670,3.0,23,28,2,10,1,6,5.98
1492,1492,53,11,21480,3.0,11,21,2,5,1,3,8.41
1493,1493,42,4,89260,1.0,14,20,4,20,11,6,6.79
1494,1494,29,16,65130,1.0,11,10,2,10,0,9,7.06
1495,1495,55,1,67990,3.0,11,12,2,10,0,8,9.41
1496,1496,26,9,162910,1.0,22,5,3,5,3,3,11.01
1497,1497,37,5,27050,1.0,11,17,2,17,5,7,7.63
1498,1498,44,1,103330,3.0,14,19,2,1,0,0,11.0
1499,1499,38,2,44480,9.0,12,10,3,2,1,2,6.82
1500,1500,26,4,68540,2.0,11,5,5,3,0,2,10.11
1501,1501,28,7,96370,1.0,13,5,6,5,0,2,6.7
1502,1502,49,1,35910,9.0,13,22,2,3,1,2,10.49
1503,1503,36,5,54050,4.0,14,10,2,8,7,7,6.19
1504,1504,31,9,46840,1.0,16,2,4,2,2,2,6.61
1505,1505,26,8,157870,1.0,12,8,5,8,7,4,10.26
1506,1506,37,9,15140,1.0,14,4,3,4,1,2,10.0
1507,1507,42,2,29560,5.0,13,23,2,20,4,8,5.99
1508,1508,18,1,23350,1.0,14,0,3,0,0,0,6.82
1509,1509,35,20,51540,0.0,19,12,2,11,6,9,7.72
1510,1510,36,8,69620,4.0,12,4,2,1,0,0,7.19
1511,1511,51,2,56750,5.0,13,13,2,4,1,2,7.57
1512,1512,41,29,23790,1.0,12,22,6,22,0,4,6.88
1513,1513,18,7,38120,1.0,15,0,3,0,0,0,6.99
1514,1514,28,9,46480,0.0,23,9,2,8,0,7,7.17
1515,1515,31,8,29360,4.0,12,10,2,8,7,7,7.16
1516,1516,39,5,21050,0.0,20,19,3,18,3,7,7.6
1517,1517,0,0,0,1.0,0,0,0,0,0,0,7.82
1518,1518,32,2,27060,1.0,21,13,4,13,4,8,6.99
1519,1519,38,5,63840,3.0,19,19,4,10,0,1,6.9
1520,1520,58,2,39680,2.0,13,12,3,5,1,2,10.92
1521,1521,0,0,0,1.0,0,0,0,0,0,0,9.11
1522,1522,31,7,132250,3.0,21,9,2,2,1,0,6.79
1523,1523,45,3,35400,1.0,13,24,6,24,9,11,7.29
1524,1524,31,16,28040,0.0,19,3,0,2,2,2,8.6
1525,1525,33,9,193920,6.0,12,12,3,10,8,8,6.79
1526,1526,39,1,196650,1.0,22,21,6,21,11,10,10.98
1527,1527,43,7,24390,0.0,15,9,2,8,1,7,7.73
1528,1528,49,1,73140,7.0,22,25,2,7,0,7,9.97
1529,1529,52,7,47740,2.0,18,11,2,8,7,7,7.88
1530,1530,27,15,39020,1.0,22,4,2,4,1,2,10.71
1531,1531,32,1,26620,1.0,11,13,6,13,11,9,10.54
1532,1532,27,13,28560,1.0,12,5,5,5,0,4,10.1
1533,1533,31,24,10810,4.0,11,13,4,7,1,7,6.6
1534,1534,32,7,24720,7.0,13,10,2,7,0,7,7.52
1535,1535,28,9,56730,5.0,14,5,4,3,2,2,10.71
1536,1536,30,13,41970,1.0,13,11,3,10,1,9,6.2
1537,1537,31,2,97130,1.0,17,10,5,10,8,9,6.61
1538,1538,39,19,20620,1.0,13,21,4,21,13,3,6.06
1539,1539,39,1,42840,4.0,17,12,0,1,0,0,10.01
1540,1540,33,4,47880,3.0,11,9,0,7,0,1,7.39
1541,1541,47,4,59060,4.0,23,21,4,3,1,1,6.53
1542,1542,43,14,38860,1.0,17,9,2,9,0,0,6.35
1543,1543,27,2,168230,0.0,17,6,3,5,1,4,9.28
1544,1544,54,1,29330,3.0,12,20,2,4,0,3,6.09
1545,1545,43,7,65000,8.0,23,10,3,1,0,0,7.2
1546,1546,45,3,171740,9.0,14,12,6,10,9,8,7.11
1547,1547,40,2,50330,2.0,14,6,6,4,0,2,9.9
1548,1548,29,29,23070,1.0,13,7,0,7,0,7,10.49
1549,1549,29,8,25870,0.0,22,4,3,3,2,2,6.91
1550,1550,30,10,55070,1.0,12,10,2,10,1,2,7.62
1551,1551,27,11,43930,1.0,18,8,2,8,0,7,6.11
1552,1552,37,1,133480,7.0,14,8,4,6,0,4,6.0
1553,1553,38,28,65830,0.0,12,12,1,11,2,9,9.01
1554,1554,31,6,81030,1.0,15,11,5,11,4,10,10.41
1555,1555,29,3,39780,1.0,11,7,0,7,1,7,8.42
