,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,Attrition,retirementType,resignationReason,mean_time
2425,2426,3.0,4.0,3.0,23,Travel_Rarely,Research & Development,12,2,Medical,Male,2,Research Scientist,Divorced,75250,1.0,14,2,3,2,3,0,2,3,3,Yes,Resignation,Salary,9.21
2426,2427,3.0,4.0,3.0,44,Travel_Rarely,Human Resources,1,3,Life Sciences,Male,1,Research Scientist,Married,48340,1.0,14,0,9,1,8,6,7,4,3,No,Worked,Worked,8.47
2427,2428,1.0,4.0,4.0,35,Travel_Frequently,Research & Development,13,3,Life Sciences,Male,3,Sales Executive,Single,20420,0.0,16,0,6,2,5,1,4,3,3,No,Worked,Worked,8.17
2428,2429,4.0,4.0,3.0,43,Travel_Rarely,Research & Development,25,4,Life Sciences,Male,2,Sales Executive,Married,22200,1.0,11,0,10,2,10,8,8,1,3,No,Worked,Worked,8.11
2429,2430,3.0,3.0,3.0,24,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,3,Sales Executive,Married,10520,1.0,13,0,5,3,5,0,4,3,3,No,Worked,Worked,6.72
2430,2431,4.0,3.0,3.0,41,Travel_Rarely,Sales,6,4,Marketing,Male,1,Research Scientist,Single,28210,1.0,17,0,10,3,10,8,7,3,3,No,Worked,Worked,6.99
2431,2432,4.0,3.0,3.0,29,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Married,192370,9.0,11,1,9,2,5,1,2,3,3,No,Worked,Worked,7.88
2432,2433,3.0,4.0,2.0,36,Travel_Rarely,Human Resources,1,4,Life Sciences,Female,3,Research Scientist,Single,41070,3.0,11,1,17,2,13,6,7,1,3,No,Worked,Worked,6.3
2433,2434,3.0,3.0,2.0,45,Non-Travel,Sales,2,3,Life Sciences,Female,2,Manufacturing Director,Married,83960,3.0,15,2,25,3,23,14,4,2,3,No,Worked,Worked,6.33
2434,2435,4.0,3.0,3.0,24,Travel_Rarely,Sales,6,2,Medical,Female,2,Manager,Married,20070,1.0,12,0,1,2,1,0,0,2,3,Yes,Resignation,Salary,6.43
2435,2436,3.0,3.0,1.0,47,Travel_Frequently,Research & Development,1,3,Medical,Female,2,Sales Executive,Married,196270,7.0,11,2,25,1,23,14,10,3,3,Yes,Resignation,Salary,6.8
2436,2437,4.0,3.0,4.0,26,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Sales Executive,Married,106860,1.0,14,1,3,2,3,0,2,3,3,No,Worked,Worked,7.68
2437,2438,4.0,2.0,3.0,45,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Research Director,Single,29420,1.0,22,1,21,4,21,8,6,3,4,No,Worked,Worked,6.63
2438,2439,1.0,3.0,2.0,32,Travel_Frequently,Sales,1,1,Marketing,Male,2,Laboratory Technician,Married,88580,6.0,16,1,10,2,5,1,3,3,3,No,Worked,Worked,6.89
2439,2440,2.0,3.0,4.0,31,Travel_Rarely,Research & Development,14,2,Life Sciences,Male,1,Sales Executive,Married,167560,1.0,11,2,6,5,5,0,3,3,3,No,Worked,Worked,7.2
2440,2441,3.0,2.0,3.0,41,Non-Travel,Sales,2,2,Medical,Male,2,Research Scientist,Married,107980,6.0,14,2,10,5,3,1,2,1,3,No,Worked,Worked,7.7
2441,2442,2.0,1.0,3.0,40,Travel_Rarely,Research & Development,22,2,Technical Degree,Male,1,Healthcare Representative,Married,23230,2.0,16,1,18,2,1,0,0,3,3,No,Worked,Worked,9.82
2442,2443,2.0,1.0,4.0,24,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,1,Research Scientist,Divorced,14160,1.0,15,1,6,3,6,1,2,2,3,No,Worked,Worked,6.01
2443,2444,3.0,2.0,3.0,46,Travel_Rarely,Research & Development,6,3,Medical,Male,4,Sales Executive,Single,46150,6.0,12,0,19,3,10,0,9,2,3,No,Worked,Worked,7.56
2444,2445,4.0,3.0,3.0,35,Travel_Rarely,Sales,8,4,Life Sciences,Male,1,Laboratory Technician,Married,24610,2.0,20,1,17,4,7,0,7,3,4,No,Worked,Worked,7.41
2445,2446,2.0,4.0,2.0,30,Travel_Rarely,Sales,9,4,Marketing,Male,1,Laboratory Technician,Married,87220,1.0,17,1,10,3,10,0,8,3,3,No,Worked,Worked,7.3
2446,2447,3.0,2.0,1.0,47,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Sales Executive,Married,39550,7.0,12,1,4,5,1,0,0,3,3,No,Worked,Worked,7.68
2447,2448,3.0,4.0,2.0,46,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,3,Sales Executive,Divorced,99570,4.0,20,0,13,1,10,0,3,3,4,No,Worked,Worked,9.79
2448,2449,2.0,1.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Manufacturing Director,Divorced,33760,5.0,20,0,16,3,2,2,2,3,4,Yes,Resignation,Others,10.41
2449,2450,1.0,2.0,3.0,32,Travel_Rarely,Research & Development,26,3,Medical,Female,2,Research Director,Single,88230,6.0,13,2,10,3,0,0,0,3,3,Yes,Fired,Worked,7.0
2450,2451,3.0,2.0,1.0,23,Travel_Rarely,Sales,6,4,Life Sciences,Male,3,Manufacturing Director,Single,103220,1.0,14,2,3,2,3,1,2,3,3,No,Worked,Worked,6.01
2451,2452,4.0,4.0,2.0,31,Travel_Frequently,Sales,3,3,Marketing,Male,2,Sales Executive,Single,46210,2.0,18,1,9,3,5,1,4,3,3,No,Worked,Worked,6.5
2452,2453,4.0,4.0,3.0,39,Non-Travel,Research & Development,3,3,Life Sciences,Female,2,Manufacturing Director,Married,109760,1.0,11,0,9,3,9,5,8,2,3,No,Worked,Worked,10.17
2453,2454,4.0,3.0,1.0,32,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,1,Research Scientist,Married,36600,3.0,11,2,10,0,4,0,2,2,3,No,Worked,Worked,7.65
2454,2455,2.0,2.0,2.0,40,Travel_Rarely,Sales,6,3,Life Sciences,Male,3,Manufacturing Director,Single,104820,1.0,11,1,21,6,21,12,8,2,3,No,Worked,Worked,7.94
2455,2456,3.0,3.0,4.0,45,Travel_Rarely,Research & Development,19,4,Medical,Male,1,Sales Representative,Married,71190,4.0,15,0,9,2,5,0,3,3,3,No,Worked,Worked,7.8
2456,2457,4.0,1.0,3.0,30,Travel_Frequently,Sales,9,3,Life Sciences,Male,1,Research Director,Single,95820,0.0,12,1,10,2,9,0,7,3,3,No,Worked,Worked,6.2
2457,2458,1.0,4.0,3.0,24,Travel_Frequently,Sales,3,4,Marketing,Male,1,Sales Executive,Married,45080,0.0,11,1,3,5,2,2,1,3,3,No,Worked,Worked,5.99
2458,2459,3.0,4.0,2.0,30,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,1,Human Resources,Divorced,22070,6.0,14,0,6,4,4,1,2,3,3,Yes,Resignation,Salary,6.71
2459,2460,1.0,3.0,3.0,31,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,3,Laboratory Technician,Married,77560,1.0,15,2,6,3,5,0,2,4,3,No,Worked,Worked,7.62
2460,2461,3.0,4.0,2.0,27,Travel_Rarely,Sales,3,3,Life Sciences,Male,1,Manager,Single,66940,1.0,13,1,6,2,6,1,4,2,3,No,Worked,Worked,6.32
2461,2462,2.0,2.0,3.0,29,Travel_Rarely,Sales,4,3,Marketing,Male,5,Research Scientist,Single,36910,1.0,13,0,2,3,2,2,2,3,3,Yes,Resignation,Stress,6.81
2462,2463,4.0,3.0,4.0,29,Travel_Frequently,Research & Development,8,4,Life Sciences,Female,1,Sales Executive,Single,23770,8.0,21,1,10,2,3,0,2,3,4,No,Worked,Worked,8.81
2463,2464,3.0,1.0,3.0,30,Travel_Rarely,Sales,7,3,Life Sciences,Male,3,Sales Executive,Divorced,23130,2.0,11,0,12,5,7,1,7,3,3,No,Worked,Worked,7.97
2464,2465,4.0,4.0,3.0,34,Travel_Rarely,Research & Development,1,2,Medical,Female,2,Healthcare Representative,Married,176650,0.0,11,0,6,5,5,1,2,2,3,No,Worked,Worked,9.9
2465,2466,4.0,2.0,2.0,33,Non-Travel,Research & Development,2,4,Medical,Male,1,Sales Representative,Single,25960,8.0,14,1,13,4,11,1,7,3,3,No,Worked,Worked,7.39
2466,2467,4.0,4.0,4.0,49,Travel_Rarely,Sales,3,4,Marketing,Male,1,Sales Executive,Single,47280,3.0,11,1,8,4,5,0,4,3,3,No,Worked,Worked,7.71
2467,2468,1.0,1.0,2.0,33,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Sales Executive,Single,43020,2.0,13,0,11,3,0,0,0,1,3,Yes,Resignation,Others,8.29
2468,2469,3.0,2.0,2.0,38,Travel_Frequently,Research & Development,28,3,Medical,Male,1,Healthcare Representative,Married,29790,4.0,12,1,9,3,6,0,5,3,3,No,Worked,Worked,7.86
2469,2470,1.0,3.0,3.0,31,Travel_Rarely,Human Resources,9,4,Human Resources,Male,2,Laboratory Technician,Married,168850,2.0,14,2,10,2,1,0,0,3,3,Yes,Fired,Worked,6.19
2470,2471,4.0,1.0,3.0,29,Travel_Rarely,Research & Development,3,4,Other,Female,2,Sales Representative,Divorced,55930,1.0,13,1,1,3,1,0,0,3,3,No,Worked,Worked,6.33
2471,2472,3.0,3.0,3.0,30,Travel_Rarely,Research & Development,2,1,Medical,Male,1,Sales Representative,Married,104450,3.0,18,1,10,3,7,1,7,3,3,No,Worked,Worked,6.78
2472,2473,2.0,2.0,3.0,32,Non-Travel,Research & Development,10,4,Life Sciences,Female,1,Laboratory Technician,Single,87400,2.0,11,1,12,2,7,0,7,3,3,No,Worked,Worked,5.98
2473,2474,2.0,4.0,3.0,38,Travel_Rarely,Research & Development,8,2,Technical Degree,Female,1,Manufacturing Director,Married,25140,3.0,11,0,15,2,1,1,0,2,3,No,Worked,Worked,9.0
2474,2475,3.0,3.0,3.0,43,Travel_Frequently,Research & Development,1,4,Other,Male,3,Sales Executive,Married,76550,9.0,12,1,6,3,1,0,0,3,3,Yes,Resignation,Salary,8.38
2475,2476,2.0,2.0,2.0,42,Travel_Rarely,Human Resources,1,3,Other,Female,1,Healthcare Representative,Divorced,174650,8.0,13,1,7,3,5,0,4,3,3,No,Worked,Worked,6.71
2476,2477,3.0,4.0,3.0,55,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,1,Sales Executive,Married,73510,8.0,20,1,34,3,1,0,0,3,4,No,Worked,Worked,7.59
2477,2478,4.0,2.0,2.0,33,Non-Travel,Research & Development,14,3,Other,Male,1,Research Scientist,Divorced,108200,5.0,12,0,11,2,9,1,7,3,3,No,Worked,Worked,6.7
2478,2479,3.0,1.0,3.0,41,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Sales Representative,Divorced,121690,1.0,19,0,5,2,5,0,4,3,3,No,Worked,Worked,6.29
2479,2480,4.0,3.0,3.0,34,Non-Travel,Research & Development,7,4,Medical,Female,1,Research Scientist,Divorced,196260,1.0,21,0,15,5,15,0,7,2,4,No,Worked,Worked,8.19
2480,2481,1.0,3.0,2.0,53,Non-Travel,Research & Development,10,4,Medical,Male,2,Healthcare Representative,Married,20700,4.0,13,2,27,2,3,0,2,4,3,No,Worked,Worked,8.1
2481,2482,2.0,4.0,3.0,43,Travel_Rarely,Sales,16,2,Marketing,Female,1,Laboratory Technician,Single,67820,0.0,16,1,10,2,9,1,8,3,3,No,Worked,Worked,6.1
2482,2483,4.0,4.0,3.0,34,Travel_Rarely,Sales,10,2,Life Sciences,Female,5,Sales Executive,Single,77790,5.0,12,1,6,2,2,2,2,3,3,No,Worked,Worked,7.7
2483,2484,2.0,2.0,3.0,21,Travel_Rarely,Sales,1,2,Marketing,Male,5,Healthcare Representative,Single,27910,1.0,14,0,1,3,1,1,0,4,3,Yes,Resignation,Others,7.52
2484,2485,4.0,3.0,3.0,38,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Sales Executive,Married,32010,1.0,11,1,5,3,5,0,4,2,3,No,Worked,Worked,6.39
2485,2486,3.0,1.0,3.0,22,Travel_Rarely,Research & Development,1,3,Other,Male,4,Research Scientist,Married,49680,1.0,14,0,1,3,1,0,0,3,3,Yes,Resignation,Salary,8.89
2486,2487,1.0,4.0,3.0,31,Travel_Rarely,Research & Development,8,5,Life Sciences,Male,5,Sales Executive,Married,131200,1.0,12,2,13,6,12,5,7,2,3,No,Worked,Worked,7.28
2487,2488,1.0,3.0,3.0,51,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Manager,Married,40330,2.0,14,0,15,2,2,2,2,3,3,No,Worked,Worked,6.7
2488,2489,2.0,2.0,3.0,37,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,2,Sales Executive,Married,32910,1.0,16,3,5,2,5,0,3,2,3,No,Worked,Worked,8.02
2489,2490,3.0,4.0,3.0,46,Travel_Rarely,Sales,3,4,Marketing,Female,1,Sales Representative,Divorced,42720,7.0,13,0,24,3,2,2,2,4,3,No,Worked,Worked,9.99
2490,2491,4.0,1.0,3.0,36,Travel_Rarely,Research & Development,27,3,Technical Degree,Female,4,Research Scientist,Married,50560,7.0,12,0,15,2,12,5,7,2,3,No,Worked,Worked,9.5
2491,2492,3.0,2.0,2.0,44,Travel_Frequently,Sales,10,4,Life Sciences,Male,1,Research Scientist,Divorced,28440,1.0,12,0,6,2,5,2,3,4,3,Yes,Resignation,Stress,9.29
2492,2493,3.0,2.0,2.0,37,Travel_Rarely,Research & Development,19,2,Technical Degree,Male,2,Sales Executive,Divorced,27030,2.0,14,0,19,2,10,4,7,3,3,No,Worked,Worked,6.13
2493,2494,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Research Scientist,Single,19040,1.0,22,1,10,4,10,7,7,3,4,Yes,Resignation,Salary,8.58
2494,2495,4.0,1.0,3.0,33,Travel_Rarely,Research & Development,8,5,Medical,Male,2,Laboratory Technician,Married,82240,6.0,19,0,14,3,10,7,6,3,3,No,Worked,Worked,7.99
2495,2496,3.0,4.0,4.0,28,Travel_Rarely,Sales,9,3,Medical,Female,2,Sales Executive,Married,47660,1.0,12,0,5,3,5,0,3,3,3,No,Worked,Worked,7.39
2496,2497,3.0,3.0,3.0,39,Travel_Rarely,Sales,3,4,Marketing,Female,2,Laboratory Technician,Single,26100,7.0,12,0,9,2,4,2,2,2,3,No,Worked,Worked,6.91
2497,2498,2.0,2.0,3.0,46,Non-Travel,Research & Development,9,2,Life Sciences,Male,2,Manufacturing Director,Single,57310,8.0,17,0,6,2,2,2,2,3,3,No,Worked,Worked,6.69
2498,2499,3.0,1.0,2.0,40,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Director,Married,25390,4.0,12,1,7,3,4,0,2,3,3,No,Worked,Worked,6.56
2499,2500,2.0,1.0,2.0,42,Travel_Rarely,Research & Development,7,4,Other,Female,2,Laboratory Technician,Married,57140,5.0,11,0,10,2,0,0,0,3,3,No,Worked,Worked,6.6
2500,2501,2.0,4.0,3.0,35,Non-Travel,Sales,10,1,Life Sciences,Female,2,Research Director,Divorced,43230,2.0,18,3,15,3,7,1,7,3,3,No,Worked,Worked,6.7
2501,2502,1.0,2.0,3.0,38,Non-Travel,Sales,6,4,Marketing,Male,3,Sales Executive,Divorced,73360,5.0,11,0,13,3,11,3,8,3,3,No,Worked,Worked,7.76
2502,2503,4.0,1.0,2.0,34,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,1,Manufacturing Director,Married,134990,4.0,23,2,11,2,7,0,7,4,4,Yes,Resignation,Others,7.89
2503,2504,4.0,1.0,1.0,37,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,1,Laboratory Technician,Single,137580,1.0,11,1,10,5,10,0,8,3,3,Yes,Resignation,Others,6.2
2504,2505,3.0,4.0,3.0,39,Travel_Frequently,Research & Development,2,1,Medical,Male,2,Healthcare Representative,Divorced,51550,2.0,18,1,7,3,2,2,2,2,3,No,Worked,Worked,6.2
2505,2506,1.0,3.0,2.0,43,Non-Travel,Human Resources,8,5,Medical,Female,3,Sales Executive,Single,22580,4.0,18,0,7,2,3,1,2,3,3,No,Worked,Worked,7.4
2506,2507,2.0,2.0,1.0,41,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,3,Research Scientist,Single,35970,3.0,13,1,11,2,3,1,2,1,3,No,Worked,Worked,7.81
2507,2508,3.0,3.0,4.0,41,Travel_Rarely,Research & Development,1,1,Technical Degree,Male,3,Laboratory Technician,Divorced,25150,0.0,18,0,23,2,22,13,5,2,3,No,Worked,Worked,10.28
2508,2509,1.0,3.0,3.0,30,Travel_Rarely,Sales,26,3,Marketing,Female,2,Manager,Single,44200,9.0,11,0,9,3,7,0,2,3,3,No,Worked,Worked,7.11
2509,2510,4.0,2.0,3.0,26,Travel_Rarely,Human Resources,2,1,Technical Degree,Female,3,Sales Executive,Married,65780,0.0,15,2,6,3,5,1,4,2,3,Yes,Resignation,Salary,8.72
2510,2511,4.0,2.0,4.0,46,Travel_Rarely,Research & Development,10,3,Medical,Male,1,Sales Executive,Married,44220,4.0,11,1,13,2,9,3,7,3,3,Yes,Resignation,Salary,8.02
2511,2512,3.0,4.0,3.0,40,Travel_Rarely,Sales,27,2,Medical,Female,3,Sales Executive,Divorced,102740,4.0,18,0,12,3,5,0,3,3,3,No,Worked,Worked,6.61
2512,2513,2.0,3.0,3.0,34,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Married,53430,1.0,14,0,10,5,10,4,8,2,3,No,Worked,Worked,7.38
2513,2514,2.0,2.0,2.0,58,Non-Travel,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,23760,4.0,12,1,37,3,16,14,14,3,3,No,Worked,Worked,6.6
2514,2515,2.0,3.0,4.0,35,Travel_Rarely,Research & Development,8,1,Technical Degree,Female,3,Manufacturing Director,Married,53460,0.0,14,0,6,3,5,0,3,2,3,No,Worked,Worked,7.41
2515,2516,3.0,2.0,3.0,47,Travel_Rarely,Research & Development,19,5,Medical,Female,2,Research Scientist,Divorced,28270,8.0,14,1,28,3,22,14,10,3,3,No,Worked,Worked,10.68
2516,2517,2.0,1.0,3.0,40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Manager,Divorced,199430,2.0,13,1,15,3,7,7,7,3,3,No,Worked,Worked,7.23
2517,2518,4.0,4.0,2.0,54,Travel_Rarely,Sales,27,4,Medical,Male,1,Research Scientist,Married,31310,4.0,14,0,14,3,7,1,7,2,3,No,Worked,Worked,7.08
2518,2519,1.0,1.0,3.0,31,Travel_Frequently,Sales,8,4,Other,Female,3,Manufacturing Director,Married,25520,2.0,18,0,9,2,3,2,2,3,3,No,Worked,Worked,7.49
2519,2520,3.0,1.0,3.0,28,Travel_Rarely,Sales,1,2,Life Sciences,Male,3,Manager,Married,44770,1.0,15,0,3,6,3,1,2,3,3,No,Worked,Worked,7.61
2520,2521,2.0,4.0,2.0,38,Travel_Rarely,Research & Development,19,3,Medical,Female,2,Manufacturing Director,Married,64740,2.0,13,2,20,3,4,0,3,1,3,No,Worked,Worked,9.5
2521,2522,3.0,4.0,3.0,26,Travel_Rarely,Sales,8,3,Marketing,Female,1,Healthcare Representative,Single,30330,1.0,12,0,5,2,5,1,2,2,3,No,Worked,Worked,6.12
2522,2523,1.0,3.0,3.0,58,Travel_Frequently,Research & Development,10,4,Technical Degree,Female,1,Sales Representative,Married,29360,2.0,13,1,23,3,2,2,2,3,3,No,Worked,Worked,9.61
2523,2524,2.0,3.0,1.0,18,Non-Travel,Research & Development,2,3,Life Sciences,Male,3,Sales Representative,Single,186060,1.0,24,2,0,4,0,0,0,3,4,No,Worked,Worked,7.63
2524,2525,4.0,1.0,3.0,31,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Laboratory Technician,Married,21680,0.0,14,1,2,2,1,0,0,3,3,Yes,Resignation,Salary,6.14
2525,2526,1.0,1.0,3.0,29,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Manager,Divorced,28530,4.0,14,1,4,5,2,2,0,2,3,Yes,Resignation,Others,8.67
2526,2527,3.0,3.0,4.0,45,Non-Travel,Sales,1,4,Technical Degree,Male,1,Research Scientist,Married,170480,4.0,15,0,10,3,8,5,7,2,3,No,Worked,Worked,7.2
2527,2528,4.0,2.0,3.0,36,Travel_Rarely,Sales,2,3,Technical Degree,Female,5,Laboratory Technician,Married,22900,4.0,11,0,15,5,1,0,0,3,3,No,Worked,Worked,10.68
2528,2529,1.0,4.0,3.0,43,Travel_Frequently,Sales,8,3,Medical,Male,1,Research Director,Married,36000,1.0,23,0,7,2,7,7,7,3,4,No,Worked,Worked,7.03
2529,2530,4.0,4.0,2.0,27,Travel_Frequently,Sales,8,4,Life Sciences,Male,5,Research Scientist,Single,21070,0.0,13,0,6,2,5,0,2,3,3,No,Worked,Worked,10.22
2530,2531,4.0,4.0,4.0,29,Travel_Frequently,Research & Development,6,2,Medical,Male,1,Human Resources,Married,41150,1.0,11,0,11,1,11,3,10,3,3,No,Worked,Worked,7.69
2531,2532,4.0,4.0,4.0,32,Travel_Frequently,Sales,9,4,Life Sciences,Male,4,Sales Executive,Single,43270,8.0,13,0,4,4,0,0,0,3,3,No,Worked,Worked,7.6
2532,2533,3.0,3.0,2.0,42,Non-Travel,Research & Development,11,3,Medical,Male,1,Manager,Married,178560,3.0,18,0,10,2,6,3,3,3,3,No,Worked,Worked,6.5
2533,2534,2.0,3.0,3.0,47,Travel_Rarely,Sales,2,2,Life Sciences,Female,5,Manager,Single,31960,4.0,14,1,7,3,2,2,0,2,3,No,Worked,Worked,6.12
2534,2535,4.0,4.0,2.0,46,Travel_Rarely,Human Resources,1,3,Life Sciences,Female,1,Laboratory Technician,Divorced,190810,3.0,21,0,12,2,9,4,7,3,4,No,Worked,Worked,7.19
2535,2536,3.0,4.0,3.0,28,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Divorced,89660,1.0,16,1,3,3,3,2,2,2,3,No,Worked,Worked,7.72
2536,2537,4.0,3.0,3.0,29,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Manufacturing Director,Divorced,22100,8.0,11,1,11,4,7,1,6,3,3,No,Worked,Worked,8.04
2537,2538,4.0,3.0,3.0,42,Travel_Rarely,Sales,2,4,Medical,Female,2,Research Director,Single,45390,4.0,17,1,8,5,0,0,0,3,3,No,Worked,Worked,6.6
2538,2539,3.0,2.0,2.0,32,Travel_Rarely,Research & Development,1,1,Medical,Male,2,Laboratory Technician,Single,27410,7.0,11,0,7,3,2,2,2,3,3,Yes,Fired,Worked,10.43
2539,2540,1.0,1.0,3.0,46,Travel_Rarely,Research & Development,23,1,Life Sciences,Male,2,Laboratory Technician,Divorced,34910,2.0,14,0,25,0,19,2,8,3,3,No,Worked,Worked,7.88
2540,2541,2.0,3.0,3.0,27,Travel_Rarely,Sales,2,3,Life Sciences,Female,5,Research Scientist,Married,45410,1.0,14,2,9,4,9,5,8,4,3,No,Worked,Worked,7.12
2541,2542,4.0,2.0,3.0,29,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,26780,1.0,25,1,1,3,1,0,0,3,4,No,Worked,Worked,7.96
2542,2543,1.0,3.0,3.0,43,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Manufacturing Director,Married,73790,7.0,13,2,21,3,16,6,14,2,3,No,Worked,Worked,6.29
2543,2544,4.0,2.0,3.0,48,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Manager,Married,62720,4.0,14,0,29,3,22,12,9,2,3,No,Worked,Worked,6.09
2544,2545,4.0,4.0,2.0,29,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,1,Laboratory Technician,Single,52200,1.0,17,0,1,3,1,1,0,2,3,Yes,Resignation,Stress,8.6
2545,2546,3.0,2.0,3.0,46,Travel_Rarely,Research & Development,4,4,Medical,Female,2,Sales Representative,Married,27430,5.0,25,1,14,1,8,0,7,4,4,Yes,Resignation,Others,7.89
2546,2547,4.0,1.0,2.0,27,Travel_Frequently,Research & Development,16,4,Medical,Male,3,Healthcare Representative,Married,49980,0.0,20,2,8,3,7,7,3,3,4,No,Worked,Worked,7.68
2547,2548,4.0,4.0,3.0,39,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,3,Healthcare Representative,Divorced,102520,8.0,13,1,7,3,2,2,2,3,3,No,Worked,Worked,6.54
2548,2549,2.0,4.0,4.0,55,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Human Resources,Married,27810,8.0,13,1,19,2,5,0,4,3,3,No,Worked,Worked,6.19
2549,2550,2.0,2.0,3.0,28,Travel_Rarely,Research & Development,29,2,Life Sciences,Male,2,Laboratory Technician,Married,68520,1.0,18,1,1,2,1,0,0,4,3,No,Worked,Worked,6.99
2550,2551,2.0,4.0,2.0,30,Travel_Rarely,Sales,12,4,Life Sciences,Female,2,Sales Executive,Single,49500,1.0,12,2,1,3,1,0,0,3,3,Yes,Resignation,Others,7.68
2551,2552,4.0,2.0,3.0,22,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,2,Laboratory Technician,Single,35790,1.0,19,3,1,3,1,0,0,3,3,Yes,Resignation,Others,10.51
2552,2553,2.0,3.0,3.0,36,Travel_Rarely,Research & Development,11,3,Life Sciences,Male,1,Sales Executive,Married,131910,1.0,14,1,10,2,10,1,7,2,3,No,Worked,Worked,9.5
2553,2554,2.0,3.0,3.0,31,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,5,Manager,Divorced,103770,1.0,14,0,10,2,10,0,2,3,3,No,Worked,Worked,7.52
2554,2555,3.0,4.0,3.0,34,Travel_Rarely,Sales,14,2,Technical Degree,Female,1,Sales Executive,Married,22350,2.0,14,1,9,2,5,1,0,3,3,No,Worked,Worked,8.09
2555,2556,4.0,1.0,3.0,29,Travel_Rarely,Research & Development,5,5,Life Sciences,Female,1,Sales Executive,Single,105020,3.0,12,0,11,4,3,1,2,2,3,No,Worked,Worked,7.08
2556,2557,4.0,1.0,3.0,37,Travel_Rarely,Research & Development,7,2,Medical,Male,1,Manufacturing Director,Married,20110,5.0,13,0,16,4,5,0,4,4,3,No,Worked,Worked,8.7
2557,2558,4.0,2.0,3.0,35,Travel_Rarely,Sales,2,1,Technical Degree,Male,2,Laboratory Technician,Married,18590,0.0,25,1,4,2,3,0,2,2,4,No,Worked,Worked,10.52
2558,2559,2.0,4.0,2.0,45,Travel_Rarely,Research & Development,3,3,Medical,Female,2,Sales Executive,Married,37600,0.0,14,1,10,2,9,3,8,2,3,No,Worked,Worked,7.11
2559,2560,2.0,4.0,2.0,36,Travel_Frequently,Research & Development,5,3,Medical,Female,4,Manufacturing Director,Single,177790,1.0,17,1,10,5,10,0,8,1,3,No,Worked,Worked,6.54
2560,2561,1.0,1.0,3.0,40,Travel_Rarely,Research & Development,3,3,Other,Male,1,Sales Executive,Divorced,68330,2.0,13,0,22,3,19,11,16,3,3,No,Worked,Worked,6.81
2561,2562,2.0,3.0,2.0,26,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Human Resources,Married,68120,1.0,13,0,1,2,1,1,0,2,3,No,Worked,Worked,9.31
2562,2563,1.0,3.0,2.0,27,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,2,Manufacturing Director,Single,51710,0.0,20,1,9,1,8,0,7,2,4,No,Worked,Worked,7.59
2563,2564,4.0,4.0,3.0,48,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,2,Research Director,Divorced,197400,3.0,14,0,24,2,22,4,7,4,3,No,Worked,Worked,7.19
