"EmployeeID";"EnvironmentSatisfaction";"JobSatisfaction";"WorkLifeBalance";"Age";"BusinessTravel";"Department";"DistanceFromHome";"Education";"EducationField";"EmployeeCount";"Gender";"JobLevel";"JobRole";"MaritalStatus";"MonthlyIncome";"NumCompaniesWorked";"PercentSalaryHike";"StandardHours";"StockOptionLevel";"TotalWorkingYears";"TrainingTimesLastYear";"YearsAtCompany";"YearsSinceLastPromotion";"YearsWithCurrManager";"JobInvolvement";"PerformanceRating";"Attrition";"retirementDate";"retirementType";"resignationReason"
913;"4";"4";"2";27;"Travel_Frequently";"Research & Development";7;3;"Life Sciences";1;"Male";1;"Research Scientist";"Single";28110;"2";20;8;0;6;3;4;1;2;3;"4";"";"";"";""
915;"3";"3";"3";29;"Travel_Rarely";"Research & Development";20;1;"Medical";1;"Female";2;"Manager";"Single";41630;"9";15;8;1;8;4;5;1;4;2;"3";"";"";"";""
916;"2";"1";"3";36;"Travel_Rarely";"Research & Development";23;3;"Life Sciences";1;"Female";3;"Sales Executive";"Married";21320;"4";20;8;0;9;1;3;0;2;2;"4";"";"";"";""
917;"4";"3";"3";25;"Travel_Frequently";"Sales";5;1;"Marketing";1;"Male";4;"Manufacturing Director";"Divorced";139730;"1";14;8;0;7;3;7;0;7;2;"3";"";"";"";""
918;"4";"2";"3";39;"Travel_Rarely";"Sales";10;3;"Marketing";1;"Female";2;"Research Director";"Married";26840;"4";12;8;0;7;2;5;1;0;3;"3";"";"";"";""
919;"1";"2";"3";49;"Travel_Rarely";"Sales";4;2;"Life Sciences";1;"Male";2;"Research Director";"Married";108450;"3";24;8;0;27;4;4;1;2;2;"4";"";"";"";""
920;"4";"1";"3";50;"Travel_Rarely";"Research & Development";2;2;"Medical";1;"Male";3;"Sales Executive";"Divorced";43770;"5";12;8;1;19;2;14;1;11;2;"3";"";"";"";""
921;"3";"3";"3";20;"Travel_Rarely";"Research & Development";18;4;"Medical";1;"Female";2;"Sales Executive";"Single";37430;"1";13;8;1;2;2;2;2;2;3;"3";"";"";"";""
922;"4";"2";"3";34;"Travel_Rarely";"Research & Development";10;3;"Medical";1;"Male";3;"Laboratory Technician";"Divorced";41480;"1";11;8;0;11;3;11;7;9;3;"3";"";"";"";""
923;"1";"2";"3";36;"Travel_Rarely";"Research & Development";1;3;"Life Sciences";1;"Female";2;"Healthcare Representative";"Single";10510;"2";14;8;0;15;2;4;1;3;3;"3";"";"";"";""
924;"3";"3";"3";49;"Travel_Rarely";"Human Resources";6;2;"Life Sciences";1;"Female";2;"Research Scientist";"Married";107390;"2";11;8;3;30;3;15;2;12;3;"3";"";"";"";""
925;"4";"3";"3";36;"Non-Travel";"Research & Development";8;4;"Life Sciences";1;"Male";4;"Laboratory Technician";"Married";103880;"0";14;8;0;4;2;3;1;2;3;"3";"";"";"";""
926;"4";"1";"3";36;"Travel_Rarely";"Research & Development";2;2;"Medical";1;"Female";2;"Healthcare Representative";"Divorced";114160;"6";16;8;0;13;2;5;0;4;3;"3";"";"";"";""
927;"2";"3";"3";54;"Travel_Rarely";"Sales";24;3;"Marketing";1;"Male";1;"Laboratory Technician";"Married";26000;"3";14;8;0;36;5;10;4;7;3;"3";"";"";"";""
928;"3";"3";"3";43;"Travel_Rarely";"Research & Development";2;4;"Life Sciences";1;"Female";1;"Research Scientist";"Married";24220;"1";11;8;1;14;2;14;6;11;3;"3";"";"";"";""
930;"4";"4";"4";38;"Travel_Frequently";"Research & Development";19;2;"Life Sciences";1;"Male";2;"Research Scientist";"Married";24510;"7";12;8;1;19;3;13;2;9;3;"3";"";"";"";""
931;"1";"2";"2";29;"Travel_Rarely";"Research & Development";1;2;"Medical";1;"Male";2;"Sales Representative";"Divorced";42400;"1";14;8;0;10;2;10;0;9;2;"3";"";"";"";""
932;"4";"4";"3";33;"Travel_Rarely";"Research & Development";7;3;"Medical";1;"Male";5;"Sales Executive";"Divorced";109990;"1";18;8;3;6;3;6;0;4;2;"3";"";"";"";""
934;"1";"4";"3";31;"Travel_Rarely";"Research & Development";28;4;"Technical Degree";1;"Female";2;"Sales Executive";"Married";127420;"1";11;8;0;10;4;10;0;2;2;"3";"";"";"";""
935;"4";"1";"2";49;"Travel_Rarely";"Research & Development";2;4;"Medical";1;"Male";1;"Laboratory Technician";"Divorced";42270;"4";18;8;0;17;3;2;2;2;2;"3";"";"";"";""
936;"4";"2";"3";38;"Travel_Frequently";"Sales";29;2;"Medical";1;"Female";1;"Sales Executive";"Single";39170;"1";15;8;3;4;2;4;3;3;3;"3";"";"";"";""
937;"2";"2";"3";47;"Travel_Rarely";"Research & Development";1;4;"Medical";1;"Male";3;"Laboratory Technician";"Divorced";183030;"6";22;8;1;29;2;3;1;2;2;"4";"";"";"";""
938;"3";"3";"3";49;"Travel_Rarely";"Research & Development";21;3;"Medical";1;"Male";2;"Manufacturing Director";"Single";23800;"4";13;8;0;23;3;8;0;0;1;"3";"";"";"";""
939;"4";"3";"3";41;"Travel_Rarely";"Research & Development";24;4;"Life Sciences";1;"Female";4;"Manager";"Single";137260;"3";12;8;0;21;6;2;0;2;4;"3";"";"";"";""
940;"4";"1";"3";20;"Travel_Rarely";"Research & Development";1;3;"Life Sciences";1;"Male";1;"Sales Representative";"Single";47770;"1";18;8;1;2;3;2;0;2;3;"3";"";"";"";""
941;"3";"4";"3";33;"Non-Travel";"Research & Development";18;2;"Medical";1;"Female";2;"Healthcare Representative";"Divorced";63850;"1";13;8;0;7;6;6;1;2;2;"3";"";"";"";""
942;"1";"3";"2";36;"Travel_Rarely";"Research & Development";2;2;"Technical Degree";1;"Male";3;"Sales Executive";"Married";199730;"6";12;8;0;10;2;3;0;2;3;"3";"";"";"";""
943;"3";"4";"3";44;"Travel_Rarely";"Research & Development";9;3;"Technical Degree";1;"Female";3;"Healthcare Representative";"Divorced";68610;"4";12;8;0;8;2;2;2;2;2;"3";"";"";"";""
945;"4";"3";"2";38;"Travel_Rarely";"Research & Development";11;2;"Life Sciences";1;"Male";1;"Sales Executive";"Married";198450;"7";11;8;1;7;3;0;0;0;3;"3";"";"";"";""
946;"2";"4";"3";53;"Travel_Rarely";"Research & Development";24;3;"Life Sciences";1;"Male";4;"Research Director";"Married";133200;"3";11;8;0;11;2;4;1;2;3;"3";"";"";"";""
949;"4";"4";"3";26;"Non-Travel";"Research & Development";18;2;"Medical";1;"Male";1;"Human Resources";"Single";108800;"1";23;8;1;7;5;7;5;7;3;"4";"";"";"";""
950;"1";"2";"3";55;"Travel_Rarely";"Research & Development";23;1;"Life Sciences";1;"Male";5;"Laboratory Technician";"Divorced";23420;"5";11;8;2;8;2;4;1;2;3;"3";"";"";"";""
951;"2";"4";"4";34;"Travel_Rarely";"Sales";28;3;"Life Sciences";1;"Female";2;"Research Scientist";"Married";176500;"1";19;8;1;15;6;15;4;13;1;"3";"";"";"";""
952;"3";"4";"4";60;"Travel_Rarely";"Sales";17;4;"Medical";1;"Male";1;"Manager";"Divorced";40250;"3";13;8;1;19;5;1;0;0;2;"3";"";"";"";""
953;"2";"2";"3";33;"Travel_Rarely";"Sales";3;3;"Life Sciences";1;"Male";3;"Manager";"Married";97250;"1";11;8;0;14;0;14;2;13;3;"3";"";"";"";""
954;"3";"4";"2";37;"Travel_Frequently";"Research & Development";13;3;"Life Sciences";1;"Male";1;"Laboratory Technician";"Divorced";119040;"1";12;8;1;6;4;6;1;3;3;"3";"";"";"";""
955;"2";"4";"3";34;"Travel_Rarely";"Research & Development";7;2;"Life Sciences";1;"Male";1;"Healthcare Representative";"Married";21770;"1";13;8;0;10;5;10;8;7;3;"3";"";"";"";""
957;"3";"4";"3";44;"Travel_Rarely";"Human Resources";1;3;"Life Sciences";1;"Male";1;"Research Scientist";"Married";48340;"1";14;8;0;9;1;8;6;7;4;"3";"";"";"";""
958;"1";"4";"4";35;"Travel_Frequently";"Research & Development";13;3;"Life Sciences";1;"Male";3;"Sales Executive";"Single";20420;"0";16;8;0;6;2;5;1;4;3;"3";"";"";"";""
959;"4";"4";"3";43;"Travel_Rarely";"Research & Development";25;4;"Life Sciences";1;"Male";2;"Sales Executive";"Married";22200;"1";11;8;0;10;2;10;8;8;1;"3";"";"";"";""
960;"3";"3";"3";24;"Travel_Rarely";"Research & Development";6;3;"Life Sciences";1;"Male";3;"Sales Executive";"Married";10520;"1";13;8;0;5;3;5;0;4;3;"3";"";"";"";""
961;"4";"3";"3";41;"Travel_Rarely";"Sales";6;4;"Marketing";1;"Male";1;"Research Scientist";"Single";28210;"1";17;8;0;10;3;10;8;7;3;"3";"";"";"";""
962;"4";"3";"3";29;"Travel_Rarely";"Research & Development";2;2;"Life Sciences";1;"Male";2;"Research Scientist";"Married";192370;"9";11;8;1;9;2;5;1;2;3;"3";"";"";"";""
963;"3";"4";"2";36;"Travel_Rarely";"Human Resources";1;4;"Life Sciences";1;"Female";3;"Research Scientist";"Single";41070;"3";11;8;1;17;2;13;6;7;1;"3";"";"";"";""
964;"3";"3";"2";45;"Non-Travel";"Sales";2;3;"Life Sciences";1;"Female";2;"Manufacturing Director";"Married";83960;"3";15;8;2;25;3;23;14;4;2;"3";"";"";"";""
967;"4";"3";"4";26;"Travel_Rarely";"Research & Development";9;1;"Medical";1;"Male";1;"Sales Executive";"Married";106860;"1";14;8;1;3;2;3;0;2;3;"3";"";"";"";""
968;"4";"2";"3";45;"Travel_Rarely";"Research & Development";1;4;"Life Sciences";1;"Male";1;"Research Director";"Single";29420;"1";22;8;1;21;4;21;8;6;3;"4";"";"";"";""
969;"1";"3";"2";32;"Travel_Frequently";"Sales";1;1;"Marketing";1;"Male";2;"Laboratory Technician";"Married";88580;"6";16;8;1;10;2;5;1;3;3;"3";"";"";"";""
970;"2";"3";"4";31;"Travel_Rarely";"Research & Development";14;2;"Life Sciences";1;"Male";1;"Sales Executive";"Married";167560;"1";11;8;2;6;5;5;0;3;3;"3";"";"";"";""
971;"3";"2";"3";41;"Non-Travel";"Sales";2;2;"Medical";1;"Male";2;"Research Scientist";"Married";107980;"6";14;8;2;10;5;3;1;2;1;"3";"";"";"";""
972;"2";"1";"3";40;"Travel_Rarely";"Research & Development";22;2;"Technical Degree";1;"Male";1;"Healthcare Representative";"Married";23230;"2";16;8;1;18;2;1;0;0;3;"3";"";"";"";""
973;"2";"1";"4";24;"Travel_Rarely";"Research & Development";3;3;"Life Sciences";1;"Female";1;"Research Scientist";"Divorced";14160;"1";15;8;1;6;3;6;1;2;2;"3";"";"";"";""
974;"3";"2";"3";46;"Travel_Rarely";"Research & Development";6;3;"Medical";1;"Male";4;"Sales Executive";"Single";46150;"6";12;8;0;19;3;10;0;9;2;"3";"";"";"";""
975;"4";"3";"3";35;"Travel_Rarely";"Sales";8;4;"Life Sciences";1;"Male";1;"Laboratory Technician";"Married";24610;"2";20;8;1;17;4;7;0;7;3;"4";"";"";"";""
976;"2";"4";"2";30;"Travel_Rarely";"Sales";9;4;"Marketing";1;"Male";1;"Laboratory Technician";"Married";87220;"1";17;8;1;10;3;10;0;8;3;"3";"";"";"";""
977;"3";"2";"1";47;"Non-Travel";"Research & Development";3;2;"Life Sciences";1;"Female";2;"Sales Executive";"Married";39550;"7";12;8;1;4;5;1;0;0;3;"3";"";"";"";""
978;"3";"4";"2";46;"Travel_Rarely";"Research & Development";1;4;"Technical Degree";1;"Female";3;"Sales Executive";"Divorced";99570;"4";20;8;0;13;1;10;0;3;3;"4";"";"";"";""
981;"3";"2";"1";23;"Travel_Rarely";"Sales";6;4;"Life Sciences";1;"Male";3;"Manufacturing Director";"Single";103220;"1";14;8;2;3;2;3;1;2;3;"3";"";"";"";""
982;"4";"4";"2";31;"Travel_Frequently";"Sales";3;3;"Marketing";1;"Male";2;"Sales Executive";"Single";46210;"2";18;8;1;9;3;5;1;4;3;"3";"";"";"";""
983;"4";"4";"3";39;"Non-Travel";"Research & Development";3;3;"Life Sciences";1;"Female";2;"Manufacturing Director";"Married";109760;"1";11;8;0;9;3;9;5;8;2;"3";"";"";"";""
984;"4";"3";"1";32;"Travel_Rarely";"Research & Development";6;3;"Technical Degree";1;"Male";1;"Research Scientist";"Married";36600;"3";11;8;2;10;0;4;0;2;2;"3";"";"";"";""
985;"2";"2";"2";40;"Travel_Rarely";"Sales";6;3;"Life Sciences";1;"Male";3;"Manufacturing Director";"Single";104820;"1";11;8;1;21;6;21;12;8;2;"3";"";"";"";""
986;"3";"3";"4";45;"Travel_Rarely";"Research & Development";19;4;"Medical";1;"Male";1;"Sales Representative";"Married";71190;"4";15;8;0;9;2;5;0;3;3;"3";"";"";"";""
987;"4";"1";"3";30;"Travel_Frequently";"Sales";9;3;"Life Sciences";1;"Male";1;"Research Director";"Single";95820;"0";12;8;1;10;2;9;0;7;3;"3";"";"";"";""
988;"1";"4";"NA";24;"Travel_Frequently";"Sales";3;4;"Marketing";1;"Male";1;"Sales Executive";"Married";45080;"0";11;8;1;3;5;2;2;1;3;"3";"";"";"";""
990;"1";"3";"3";31;"Travel_Rarely";"Research & Development";3;2;"Life Sciences";1;"Male";3;"Laboratory Technician";"Married";77560;"1";15;8;2;6;3;5;0;2;4;"3";"";"";"";""
991;"3";"4";"2";27;"Travel_Rarely";"Sales";3;3;"Life Sciences";1;"Male";1;"Manager";"Single";66940;"1";13;8;1;6;2;6;1;4;2;"3";"";"";"";""
993;"4";"3";"4";29;"Travel_Frequently";"Research & Development";8;4;"Life Sciences";1;"Female";1;"Sales Executive";"Single";23770;"8";21;8;1;10;2;3;0;2;3;"4";"";"";"";""
994;"3";"1";"3";30;"Travel_Rarely";"Sales";7;3;"Life Sciences";1;"Male";3;"Sales Executive";"Divorced";23130;"2";11;8;0;12;5;7;1;7;3;"3";"";"";"";""
995;"4";"4";"3";34;"Travel_Rarely";"Research & Development";1;2;"Medical";1;"Female";2;"Healthcare Representative";"Married";176650;"0";11;8;0;6;5;5;1;2;2;"3";"";"";"";""
996;"4";"2";"2";33;"Non-Travel";"Research & Development";2;4;"Medical";1;"Male";1;"Sales Representative";"Single";25960;"8";14;8;1;13;4;11;1;7;3;"3";"";"";"";""
997;"4";"4";"4";49;"Travel_Rarely";"Sales";3;4;"Marketing";1;"Male";1;"Sales Executive";"Single";47280;"3";11;8;1;8;4;5;0;4;3;"3";"";"";"";""
999;"3";"2";"2";38;"Travel_Frequently";"Research & Development";28;3;"Medical";1;"Male";1;"Healthcare Representative";"Married";29790;"4";12;8;1;9;3;6;0;5;3;"3";"";"";"";""
1001;"4";"1";"3";29;"Travel_Rarely";"Research & Development";3;4;"Other";1;"Female";2;"Sales Representative";"Divorced";55930;"1";13;8;1;1;3;1;0;0;3;"3";"";"";"";""
1002;"3";"3";"3";30;"Travel_Rarely";"Research & Development";2;1;"Medical";1;"Male";1;"Sales Representative";"Married";104450;"3";18;8;1;10;3;7;1;7;3;"3";"";"";"";""
1003;"2";"2";"3";32;"Non-Travel";"Research & Development";10;4;"Life Sciences";1;"Female";1;"Laboratory Technician";"Single";87400;"2";11;8;1;12;2;7;0;7;3;"3";"";"";"";""
1004;"2";"4";"3";38;"Travel_Rarely";"Research & Development";8;2;"Technical Degree";1;"Female";1;"Manufacturing Director";"Married";25140;"3";11;8;0;15;2;1;1;0;2;"3";"";"";"";""
1006;"2";"2";"2";42;"Travel_Rarely";"Human Resources";1;3;"Other";1;"Female";1;"Healthcare Representative";"Divorced";174650;"8";13;8;1;7;3;5;0;4;3;"3";"";"";"";""
1007;"3";"1";"3";55;"Travel_Rarely";"Research & Development";3;2;"Life Sciences";1;"Female";1;"Sales Executive";"Married";73510;"8";20;8;1;34;3;1;0;0;3;"4";"";"";"";""
1008;"4";"2";"2";33;"Non-Travel";"Research & Development";14;3;"Other";1;"Male";1;"Research Scientist";"Divorced";108200;"5";12;8;0;11;2;9;1;7;3;"3";"";"";"";""
1009;"3";"1";"3";41;"Travel_Rarely";"Research & Development";5;3;"Medical";1;"Male";1;"Sales Representative";"Divorced";121690;"1";19;8;0;5;2;5;0;4;3;"3";"";"";"";""
1010;"4";"3";"3";34;"Non-Travel";"Research & Development";7;4;"Medical";1;"Female";1;"Research Scientist";"Divorced";196260;"1";21;8;0;15;5;15;0;7;2;"4";"";"";"";""
1011;"1";"3";"2";53;"Non-Travel";"Research & Development";10;4;"Medical";1;"Male";2;"Healthcare Representative";"Married";20700;"4";13;8;2;27;2;3;0;2;4;"3";"";"";"";""
1012;"2";"4";"3";43;"Travel_Rarely";"Sales";16;2;"Marketing";1;"Female";1;"Laboratory Technician";"Single";67820;"0";16;8;1;10;2;9;1;8;3;"3";"";"";"";""
1013;"4";"4";"3";34;"Travel_Rarely";"Sales";10;2;"Life Sciences";1;"Female";5;"Sales Executive";"Single";77790;"5";12;8;1;6;2;2;2;2;3;"3";"";"";"";""
1015;"4";"3";"3";38;"Travel_Rarely";"Research & Development";8;2;"Life Sciences";1;"Female";2;"Sales Executive";"Married";32010;"1";11;8;1;5;3;5;0;4;2;"3";"";"";"";""
1017;"1";"4";"3";31;"Travel_Rarely";"Research & Development";8;5;"Life Sciences";1;"Male";5;"Sales Executive";"Married";131200;"1";12;8;2;13;6;12;5;7;2;"3";"";"";"";""
1018;"1";"3";"3";51;"Travel_Rarely";"Research & Development";1;4;"Life Sciences";1;"Female";1;"Manager";"Married";40330;"2";14;8;0;15;2;2;2;2;3;"3";"";"";"";""
1019;"2";"2";"3";37;"Travel_Rarely";"Research & Development";24;1;"Life Sciences";1;"Male";2;"Sales Executive";"Married";32910;"1";16;8;3;5;2;5;0;3;2;"3";"";"";"";""
1020;"3";"4";"3";46;"Travel_Rarely";"Sales";3;4;"Marketing";1;"Female";1;"Sales Representative";"Divorced";42720;"7";13;8;0;24;3;2;2;2;4;"3";"";"";"";""
1021;"4";"1";"3";36;"Travel_Rarely";"Research & Development";27;3;"Technical Degree";1;"Female";4;"Research Scientist";"Married";50560;"7";12;8;0;15;2;12;5;7;2;"3";"";"";"";""
1023;"3";"2";"2";37;"Travel_Rarely";"Research & Development";19;2;"Technical Degree";1;"Male";2;"Sales Executive";"Divorced";27030;"2";14;8;0;19;2;10;4;7;3;"3";"";"";"";""
1025;"4";"1";"3";33;"Travel_Rarely";"Research & Development";8;5;"Medical";1;"Male";2;"Laboratory Technician";"Married";82240;"6";19;8;0;14;3;10;7;6;3;"3";"";"";"";""
1026;"3";"4";"4";28;"Travel_Rarely";"Sales";9;3;"Medical";1;"Female";2;"Sales Executive";"Married";47660;"1";12;8;0;5;3;5;0;3;3;"3";"";"";"";""
1027;"3";"3";"3";39;"Travel_Rarely";"Sales";3;4;"Marketing";1;"Female";2;"Laboratory Technician";"Single";26100;"7";12;8;0;9;2;4;2;2;2;"3";"";"";"";""
1028;"2";"2";"3";46;"Non-Travel";"Research & Development";9;2;"Life Sciences";1;"Male";2;"Manufacturing Director";"Single";57310;"8";17;8;0;6;2;2;2;2;3;"3";"";"";"";""
1029;"3";"1";"2";40;"Travel_Rarely";"Research & Development";2;2;"Medical";1;"Male";1;"Research Director";"Married";25390;"4";12;8;1;7;3;4;0;2;3;"3";"";"";"";""
1030;"2";"1";"2";42;"Travel_Rarely";"Research & Development";7;4;"Other";1;"Female";2;"Laboratory Technician";"Married";57140;"5";11;8;0;10;2;0;0;0;3;"3";"";"";"";""
1031;"2";"4";"3";35;"Non-Travel";"Sales";10;1;"Life Sciences";1;"Female";2;"Research Director";"Divorced";43230;"2";18;8;3;15;3;7;1;7;3;"3";"";"";"";""
1032;"1";"2";"3";38;"Non-Travel";"Sales";6;4;"Marketing";1;"Male";3;"Sales Executive";"Divorced";73360;"5";11;8;0;13;3;11;3;8;3;"3";"";"";"";""
1035;"3";"4";"3";39;"Travel_Frequently";"Research & Development";2;1;"Medical";1;"Male";2;"Healthcare Representative";"Divorced";51550;"2";18;8;1;7;3;2;2;2;2;"3";"";"";"";""
1036;"1";"3";"2";43;"Non-Travel";"Human Resources";8;5;"Medical";1;"Female";3;"Sales Executive";"Single";22580;"4";18;8;0;7;2;3;1;2;3;"3";"";"";"";""
1037;"2";"2";"1";41;"Travel_Rarely";"Research & Development";3;3;"Life Sciences";1;"Male";3;"Research Scientist";"Single";35970;"3";13;8;1;11;2;3;1;2;1;"3";"";"";"";""
1038;"3";"3";"4";41;"Travel_Rarely";"Research & Development";1;1;"Technical Degree";1;"Male";3;"Laboratory Technician";"Divorced";25150;"0";18;8;0;23;2;22;13;5;2;"3";"";"";"";""
1039;"1";"3";"3";30;"Travel_Rarely";"Sales";26;3;"Marketing";1;"Female";2;"Manager";"Single";44200;"9";11;8;0;9;3;7;0;2;3;"3";"";"";"";""
1042;"3";"4";"3";40;"Travel_Rarely";"Sales";27;2;"Medical";1;"Female";3;"Sales Executive";"Divorced";102740;"4";18;8;0;12;3;5;0;3;3;"3";"";"";"";""
1043;"2";"3";"3";34;"Travel_Rarely";"Research & Development";2;3;"Life Sciences";1;"Male";2;"Laboratory Technician";"Married";53430;"1";14;8;0;10;5;10;4;8;2;"3";"";"";"";""
1044;"2";"2";"2";58;"Non-Travel";"Research & Development";2;4;"Medical";1;"Male";1;"Laboratory Technician";"Divorced";23760;"4";12;8;1;37;3;16;14;14;3;"3";"";"";"";""
1045;"2";"3";"4";35;"Travel_Rarely";"Research & Development";8;1;"Technical Degree";1;"Female";3;"Manufacturing Director";"Married";53460;"0";14;8;0;6;3;5;0;3;2;"3";"";"";"";""
1046;"3";"2";"3";47;"Travel_Rarely";"Research & Development";19;5;"Medical";1;"Female";2;"Research Scientist";"Divorced";28270;"8";14;8;1;28;3;22;14;10;3;"3";"";"";"";""
1047;"2";"1";"3";40;"Travel_Rarely";"Research & Development";1;4;"Life Sciences";1;"Male";2;"Manager";"Divorced";199430;"2";13;8;1;15;3;7;7;7;3;"3";"";"";"";""
1048;"4";"4";"2";54;"Travel_Rarely";"Sales";27;4;"Medical";1;"Male";1;"Research Scientist";"Married";31310;"4";14;8;0;14;3;7;1;7;2;"3";"";"";"";""
1049;"1";"1";"3";31;"Travel_Frequently";"Sales";8;4;"Other";1;"Female";3;"Manufacturing Director";"Married";25520;"2";18;8;0;9;2;3;2;2;3;"3";"";"";"";""
1050;"3";"1";"3";28;"Travel_Rarely";"Sales";1;2;"Life Sciences";1;"Male";3;"Manager";"Married";44770;"1";15;8;0;3;6;3;1;2;3;"3";"";"";"";""
1051;"2";"4";"2";38;"Travel_Rarely";"Research & Development";19;3;"Medical";1;"Female";2;"Manufacturing Director";"Married";64740;"2";13;8;2;20;3;4;0;3;1;"3";"";"";"";""
1052;"3";"4";"3";26;"Travel_Rarely";"Sales";8;3;"Marketing";1;"Female";1;"Healthcare Representative";"Single";30330;"1";12;8;0;5;2;5;1;2;2;"3";"";"";"";""
1053;"1";"3";"3";58;"Travel_Frequently";"Research & Development";10;4;"Technical Degree";1;"Female";1;"Sales Representative";"Married";29360;"2";13;8;1;23;3;2;2;2;3;"3";"";"";"";""
1054;"2";"3";"1";18;"Non-Travel";"Research & Development";2;3;"Life Sciences";1;"Male";3;"Sales Representative";"Single";186060;"1";24;8;2;0;4;0;0;0;3;"4";"";"";"";""
1057;"3";"3";"4";45;"Non-Travel";"Sales";1;4;"Technical Degree";1;"Male";1;"Research Scientist";"Married";170480;"4";15;8;0;10;3;8;5;7;2;"3";"";"";"";""
1058;"4";"2";"3";36;"Travel_Rarely";"Sales";2;3;"Technical Degree";1;"Female";5;"Laboratory Technician";"Married";22900;"4";11;8;0;15;5;1;0;0;3;"3";"";"";"";""
1059;"1";"4";"3";43;"Travel_Frequently";"Sales";8;3;"Medical";1;"Male";1;"Research Director";"Married";36000;"1";23;8;0;7;2;7;7;7;3;"4";"";"";"";""
1060;"4";"4";"2";27;"Travel_Frequently";"Sales";8;4;"Life Sciences";1;"Male";5;"Research Scientist";"Single";21070;"0";13;8;0;6;2;5;0;2;3;"3";"";"";"";""
1061;"4";"4";"4";29;"Travel_Frequently";"Research & Development";6;2;"Medical";1;"Male";1;"Human Resources";"Married";41150;"1";11;8;0;11;1;11;3;10;3;"3";"";"";"";""
1062;"4";"4";"4";32;"Travel_Frequently";"Sales";9;4;"Life Sciences";1;"Male";4;"Sales Executive";"Single";43270;"8";13;8;0;4;4;0;0;0;3;"3";"";"";"";""
1063;"3";"3";"2";42;"Non-Travel";"Research & Development";11;3;"Medical";1;"Male";1;"Manager";"Married";178560;"3";18;8;0;10;2;6;3;3;3;"3";"";"";"";""
1064;"2";"3";"3";47;"Travel_Rarely";"Sales";2;2;"Life Sciences";1;"Female";5;"Manager";"Single";31960;"4";14;8;1;7;3;2;2;0;2;"3";"";"";"";""
1065;"4";"4";"2";46;"Travel_Rarely";"Human Resources";1;3;"Life Sciences";1;"Female";1;"Laboratory Technician";"Divorced";190810;"3";21;8;0;12;2;9;4;7;3;"4";"";"";"";""
1066;"3";"4";"3";28;"Non-Travel";"Research & Development";7;3;"Life Sciences";1;"Male";1;"Sales Executive";"Divorced";89660;"1";16;8;1;3;3;3;2;2;2;"3";"";"";"";""
1067;"4";"3";"3";29;"Travel_Rarely";"Research & Development";16;3;"Medical";1;"Female";1;"Manufacturing Director";"Divorced";22100;"8";11;8;1;11;4;7;1;6;3;"3";"";"";"";""
1068;"4";"3";"3";42;"Travel_Rarely";"Sales";2;4;"Medical";1;"Female";2;"Research Director";"Single";45390;"4";17;8;1;8;5;0;0;0;3;"3";"";"";"";""
1070;"1";"1";"3";46;"Travel_Rarely";"Research & Development";23;1;"Life Sciences";1;"Male";2;"Laboratory Technician";"Divorced";34910;"2";14;8;0;25;0;19;2;8;3;"3";"";"";"";""
1071;"2";"3";"3";27;"Travel_Rarely";"Sales";2;3;"Life Sciences";1;"Female";5;"Research Scientist";"Married";45410;"1";14;8;2;9;4;9;5;8;4;"3";"";"";"";""
1072;"4";"2";"3";29;"Travel_Rarely";"Research & Development";1;2;"Medical";1;"Male";3;"Sales Executive";"Married";26780;"1";25;8;1;1;3;1;0;0;3;"4";"";"";"";""
1073;"1";"3";"3";43;"Travel_Rarely";"Research & Development";1;3;"Life Sciences";1;"Male";1;"Manufacturing Director";"Married";73790;"7";13;8;2;21;3;16;6;14;2;"3";"";"";"";""
1074;"4";"2";"3";48;"Travel_Rarely";"Research & Development";2;3;"Life Sciences";1;"Female";2;"Manager";"Married";62720;"4";14;8;0;29;3;22;12;9;2;"3";"";"";"";""
1077;"4";"1";"2";27;"Travel_Frequently";"Research & Development";16;4;"Medical";1;"Male";3;"Healthcare Representative";"Married";49980;"0";20;8;2;8;3;7;7;3;3;"4";"";"";"";""
1078;"NA";"4";"3";39;"Travel_Rarely";"Research & Development";2;3;"Technical Degree";1;"Male";3;"Healthcare Representative";"Divorced";102520;"8";13;8;1;7;3;2;2;2;3;"3";"";"";"";""
1079;"2";"4";"4";55;"Travel_Rarely";"Research & Development";2;3;"Life Sciences";1;"Female";1;"Human Resources";"Married";27810;"8";13;8;1;19;2;5;0;4;3;"3";"";"";"";""
1080;"2";"2";"3";28;"Travel_Rarely";"Research & Development";29;2;"Life Sciences";1;"Male";2;"Laboratory Technician";"Married";68520;"1";18;8;1;1;2;1;0;0;4;"3";"";"";"";""
1083;"2";"3";"3";36;"Travel_Rarely";"Research & Development";11;3;"Life Sciences";1;"Male";1;"Sales Executive";"Married";131910;"1";14;8;1;10;2;10;1;7;2;"3";"";"";"";""
1084;"2";"3";"3";31;"Travel_Rarely";"Research & Development";2;4;"Life Sciences";1;"Female";5;"Manager";"Divorced";103770;"1";14;8;0;10;2;10;0;2;3;"3";"";"";"";""
1085;"3";"4";"3";34;"Travel_Rarely";"Sales";14;2;"Technical Degree";1;"Female";1;"Sales Executive";"Married";22350;"2";14;8;1;9;2;5;1;0;3;"3";"";"";"";""
